"State","Year","Propulsion","Fraction"
"Nova Scotia",2035,"PHEV",0.0893289103053558
"Nova Scotia",2036,"BEV",0.502299998084222
"Nova Scotia",2036,"PHEV",0.0891909668932252
"Nova Scotia",2037,"BEV",0.523929183082014
"Nova Scotia",2037,"PHEV",0.088319611832175
"Nova Scotia",2038,"BEV",0.54264345490167
"Nova Scotia",2038,"PHEV",0.0869730056351873
"Nova Scotia",2039,"BEV",0.558564013949359
"Nova Scotia",2039,"PHEV",0.0854061586110192
"Nova Scotia",2040,"BEV",0.571932595972004
"Nova Scotia",2040,"PHEV",0.0837355266469162
"Nova Scotia",2041,"BEV",0.58343490185924
"Nova Scotia",2041,"PHEV",0.0821257811430541
"Nova Scotia",2042,"BEV",0.593731773950947
"Nova Scotia",2042,"PHEV",0.0805991957516039
"Nova Scotia",2043,"BEV",0.602848825939263
"Nova Scotia",2043,"PHEV",0.0791837228988273
"Nova Scotia",2044,"BEV",0.610669839145174
"Nova Scotia",2044,"PHEV",0.0777963215547404
"Nova Scotia",2045,"BEV",0.618004515540184
"Nova Scotia",2045,"PHEV",0.0765011769227074
"Nova Scotia",2046,"BEV",0.630496195018212
"Nova Scotia",2046,"PHEV",0.0752291321149985
"Nova Scotia",2047,"BEV",0.637325762095548
"Nova Scotia",2047,"PHEV",0.0740671742980373
"Nova Scotia",2048,"BEV",0.643879179479195
"Nova Scotia",2048,"PHEV",0.0729594021252579
"Nova Scotia",2049,"BEV",0.650136575053832
"Nova Scotia",2049,"PHEV",0.0719476458438858
"Nova Scotia",2050,"BEV",0.655642591077365
"Nova Scotia",2050,"PHEV",0.0708615372291425
"Nunavut",2021,"BEV",0.0890310370579968
"Nunavut",2021,"PHEV",0.0309544904235531
"Nunavut",2022,"BEV",0.116307993075832
"Nunavut",2022,"PHEV",0.028682619296118
"Nunavut",2023,"BEV",0.134473805653468
"Nunavut",2023,"PHEV",0.0355167208284428
"Nunavut",2024,"BEV",0.165982876468299
"Nunavut",2024,"PHEV",0.0290096963916706
"Nunavut",2025,"BEV",0.0917027586781245
"Nunavut",2025,"PHEV",0.0182534485183124
"Nunavut",2026,"BEV",0.120280067870594
"Nunavut",2026,"PHEV",0.0241582261464459
"Nunavut",2027,"BEV",0.158748044238814
"Nunavut",2027,"PHEV",0.0352151169427675
"Nunavut",2028,"BEV",0.197954977003811
"Nunavut",2028,"PHEV",0.0369363803172861
"Nunavut",2029,"BEV",0.236018162433674
"Nunavut",2029,"PHEV",0.0477478176596069
"Nunavut",2030,"BEV",0.274984195478569
"Nunavut",2030,"PHEV",0.0535875276551706
"Nunavut",2031,"BEV",0.317077688445899
"Nunavut",2031,"PHEV",0.0662974664189993
"Nunavut",2032,"BEV",0.355770402744163
"Nunavut",2032,"PHEV",0.0782047152234856
"Nunavut",2033,"BEV",0.416707160211519
"Nunavut",2033,"PHEV",0.0861239232398301
"Nunavut",2034,"BEV",0.449648413666214
"Nunavut",2034,"PHEV",0.0887309071538417
"Nunavut",2035,"BEV",0.477789683736389
"Nunavut",2035,"PHEV",0.0893289103053558
"Nunavut",2036,"BEV",0.502299998084222
"Nunavut",2036,"PHEV",0.0891909668932252
"Nunavut",2037,"BEV",0.523929183082014
"Nunavut",2037,"PHEV",0.088319611832175
"Nunavut",2038,"BEV",0.54264345490167
"Nunavut",2038,"PHEV",0.0869730056351873
"Nunavut",2039,"BEV",0.558564013949359
"Nunavut",2039,"PHEV",0.0854061586110192
"Nunavut",2040,"BEV",0.571932595972004
"Nunavut",2040,"PHEV",0.0837355266469162
"Nunavut",2041,"BEV",0.58343490185924
"Nunavut",2041,"PHEV",0.0821257811430541
"Nunavut",2042,"BEV",0.593731773950947
"Nunavut",2042,"PHEV",0.0805991957516039
"Nunavut",2043,"BEV",0.602848825939263
"Nunavut",2043,"PHEV",0.0791837228988273
"Nunavut",2044,"BEV",0.610669839145174
"Nunavut",2044,"PHEV",0.0777963215547404
"Nunavut",2045,"BEV",0.618004515540184
"Nunavut",2045,"PHEV",0.0765011769227074
"Nunavut",2046,"BEV",0.630496195018212
"Nunavut",2046,"PHEV",0.0752291321149985
"Nunavut",2047,"BEV",0.637325762095548
"Nunavut",2047,"PHEV",0.0740671742980373
"Nunavut",2048,"BEV",0.643879179479195
"Nunavut",2048,"PHEV",0.0729594021252579
"Nunavut",2049,"BEV",0.650136575053832
"Nunavut",2049,"PHEV",0.0719476458438858
"Nunavut",2050,"BEV",0.655642591077365
"Nunavut",2050,"PHEV",0.0708615372291425
"Ontario",2021,"BEV",0.0890310370579968
"Ontario",2021,"PHEV",0.0309544904235531
"Ontario",2022,"BEV",0.116307993075832
"Ontario",2022,"PHEV",0.028682619296118
"Ontario",2023,"BEV",0.134473805653468
"Ontario",2023,"PHEV",0.0355167208284428
"Ontario",2024,"BEV",0.165982876468299
"Ontario",2024,"PHEV",0.0290096963916706
"Ontario",2025,"BEV",0.0917027586781245
"Ontario",2025,"PHEV",0.0182534485183124
"Ontario",2026,"BEV",0.120280067870594
"Ontario",2026,"PHEV",0.0241582261464459
"Ontario",2027,"BEV",0.158748044238814
"Ontario",2027,"PHEV",0.0352151169427675
"Ontario",2028,"BEV",0.197954977003811
