"State","Year","Propulsion","Fraction"
"Ontario",2031,"PHEV",0.122661691205412
"Ontario",2032,"BEV",0.680976264622944
"Ontario",2032,"PHEV",0.139005139197108
"Ontario",2033,"BEV",0.729988176751075
"Ontario",2033,"PHEV",0.149990255564073
"Ontario",2034,"BEV",0.785960286329472
"Ontario",2034,"PHEV",0.154013535074328
"Ontario",2035,"BEV",0.843431627819833
"Ontario",2035,"PHEV",0.156536290338104
"Ontario",2036,"BEV",0.850152048536328
"Ontario",2036,"PHEV",0.14981219036315
"Ontario",2037,"BEV",0.856651965107472
"Ontario",2037,"PHEV",0.143309929670462
"Ontario",2038,"BEV",0.862703992816305
"Ontario",2038,"PHEV",0.137254349160717
"Ontario",2039,"BEV",0.868126808431982
"Ontario",2039,"PHEV",0.13182928109353
"Ontario",2040,"BEV",0.872944090217096
"Ontario",2040,"PHEV",0.127008568730487
"Ontario",2041,"BEV",0.877175766246993
"Ontario",2041,"PHEV",0.122774755235961
"Ontario",2042,"BEV",0.880966666966809
"Ontario",2042,"PHEV",0.118981763054776
"Ontario",2043,"BEV",0.884343374617646
"Ontario",2043,"PHEV",0.1156029830039
"Ontario",2044,"BEV",0.887445826322306
"Ontario",2044,"PHEV",0.112498502319438
"Ontario",2045,"BEV",0.89028971374495
"Ontario",2045,"PHEV",0.109652641338131
"Ontario",2046,"BEV",0.893786633729952
"Ontario",2046,"PHEV",0.106155041939955
"Ontario",2047,"BEV",0.896207598166467
"Ontario",2047,"PHEV",0.103732269235259
"Ontario",2048,"BEV",0.898504309267709
"Ontario",2048,"PHEV",0.101434969409688
"Ontario",2049,"BEV",0.900652770400135
"Ontario",2049,"PHEV",0.0992859384143084
"Ontario",2050,"BEV",0.902740373978654
"Ontario",2050,"PHEV",0.0971978302829634
"Prince Edward Island",2021,"BEV",0.0890310370579968
"Prince Edward Island",2021,"PHEV",0.0309544904235531
"Prince Edward Island",2022,"BEV",0.116307993075832
"Prince Edward Island",2022,"PHEV",0.028682619296118
"Prince Edward Island",2023,"BEV",0.134473805653468
"Prince Edward Island",2023,"PHEV",0.0355167208284428
"Prince Edward Island",2024,"BEV",0.165982876468299
"Prince Edward Island",2024,"PHEV",0.0290096963916706
"Prince Edward Island",2025,"BEV",0.18744120874145
"Prince Edward Island",2025,"PHEV",0.0325517556486254
"Prince Edward Island",2026,"BEV",0.297563569996471
"Prince Edward Island",2026,"PHEV",0.0524266922364013
"Prince Edward Island",2027,"BEV",0.357239298408975
"Prince Edward Island",2027,"PHEV",0.0727497784025284
"Prince Edward Island",2028,"BEV",0.435924556708746
"Prince Edward Island",2028,"PHEV",0.0740633393061713
"Prince Edward Island",2029,"BEV",0.498864183508438
"Prince Edward Island",2029,"PHEV",0.091122818094756
"Prince Edward Island",2030,"BEV",0.57750419845118
"Prince Edward Island",2030,"PHEV",0.102480376518155
"Prince Edward Island",2031,"BEV",0.637320065824968
"Prince Edward Island",2031,"PHEV",0.122661691205412
"Prince Edward Island",2032,"BEV",0.680976264622944
"Prince Edward Island",2032,"PHEV",0.139005139197108
"Prince Edward Island",2033,"BEV",0.729988176751075
"Prince Edward Island",2033,"PHEV",0.149990255564073
"Prince Edward Island",2034,"BEV",0.785960286329472
"Prince Edward Island",2034,"PHEV",0.154013535074328
"Prince Edward Island",2035,"BEV",0.843431627819833
"Prince Edward Island",2035,"PHEV",0.156536290338104
"Prince Edward Island",2036,"BEV",0.850152048536328
"Prince Edward Island",2036,"PHEV",0.14981219036315
"Prince Edward Island",2037,"BEV",0.856651965107472
"Prince Edward Island",2037,"PHEV",0.143309929670462
"Prince Edward Island",2038,"BEV",0.862703992816305
"Prince Edward Island",2038,"PHEV",0.137254349160717
"Prince Edward Island",2039,"BEV",0.868126808431982
"Prince Edward Island",2039,"PHEV",0.13182928109353
"Prince Edward Island",2040,"BEV",0.872944090217096
"Prince Edward Island",2040,"PHEV",0.127008568730487
"Prince Edward Island",2041,"BEV",0.877175766246993
"Prince Edward Island",2041,"PHEV",0.122774755235961
"Prince Edward Island",2042,"BEV",0.880966666966809
"Prince Edward Island",2042,"PHEV",0.118981763054776
"Prince Edward Island",2043,"BEV",0.884343374617646
"Prince Edward Island",2043,"PHEV",0.1156029830039
"Prince Edward Island",2044,"BEV",0.887445826322306
"Prince Edward Island",2044,"PHEV",0.112498502319438
"Prince Edward Island",2045,"BEV",0.89028971374495
"Prince Edward Island",2045,"PHEV",0.109652641338131
"Prince Edward Island",2046,"BEV",0.893786633729952
"Prince Edward Island",2046,"PHEV",0.106155041939955
"Prince Edward Island",2047,"BEV",0.896207598166467
"Prince Edward Island",2047,"PHEV",0.103732269235259
"Prince Edward Island",2048,"BEV",0.898504309267709
"Prince Edward Island",2048,"PHEV",0.101434969409688
"Prince Edward Island",2049,"BEV",0.900652770400135
"Prince Edward Island",2049,"PHEV",0.0992859384143084
"Prince Edward Island",2050,"BEV",0.902740373978654
"Prince Edward Island",2050,"PHEV",0.0971978302829634
"Quebec",2021,"BEV",0.0890310370579968
"Quebec",2021,"PHEV",0.0309544904235531
"Quebec",2022,"BEV",0.116307993075832
"Quebec",2022,"PHEV",0.028682619296118
"Quebec",2023,"BEV",0.134473805653468
"Quebec",2023,"PHEV",0.0355167208284428
"Quebec",2024,"BEV",0.165982876468299
"Quebec",2024,"PHEV",0.0290096963916706
"Quebec",2025,"BEV",0.18744120874145
"Quebec",2025,"PHEV",0.0325517556486254
"Quebec",2026,"BEV",0.297563569996471
"Quebec",2026,"PHEV",0.0524266922364013
"Quebec",2027,"BEV",0.357239298408975
"Quebec",2027,"PHEV",0.0727497784025284
"Quebec",2028,"BEV",0.435924556708746
"Quebec",2028,"PHEV",0.0740633393061713
"Quebec",2029,"BEV",0.498864183508438
"Quebec",2029,"PHEV",0.091122818094756
"Quebec",2030,"BEV",0.57750419845118
"Quebec",2030,"PHEV",0.102480376518155
"Quebec",2031,"BEV",0.637320065824968
"Quebec",2031,"PHEV",0.122661691205412
"Quebec",2032,"BEV",0.680976264622944
"Quebec",2032,"PHEV",0.139005139197108
"Quebec",2033,"BEV",0.729988176751075
"Quebec",2033,"PHEV",0.149990255564073
"Quebec",2034,"BEV",0.785960286329472
"Quebec",2034,"PHEV",0.154013535074328
"Quebec",2035,"BEV",0.843431627819833
"Quebec",2035,"PHEV",0.156536290338104
"Quebec",2036,"BEV",0.850152048536328
"Quebec",2036,"PHEV",0.14981219036315
"Quebec",2037,"BEV",0.856651965107472
"Quebec",2037,"PHEV",0.143309929670462
"Quebec",2038,"BEV",0.862703992816305
"Quebec",2038,"PHEV",0.137254349160717
"Quebec",2039,"BEV",0.868126808431982
"Quebec",2039,"PHEV",0.13182928109353
"Quebec",2040,"BEV",0.872944090217096
"Quebec",2040,"PHEV",0.127008568730487
"Quebec",2041,"BEV",0.877175766246993
"Quebec",2041,"PHEV",0.122774755235961
"Quebec",2042,"BEV",0.880966666966809
"Quebec",2042,"PHEV",0.118981763054776
"Quebec",2043,"BEV",0.884343374617646
"Quebec",2043,"PHEV",0.1156029830039
"Quebec",2044,"BEV",0.887445826322306
"Quebec",2044,"PHEV",0.112498502319438
"Quebec",2045,"BEV",0.89028971374495
"Quebec",2045,"PHEV",0.109652641338131
"Quebec",2046,"BEV",0.893786633729952
"Quebec",2046,"PHEV",0.106155041939955
"Quebec",2047,"BEV",0.896207598166467
"Quebec",2047,"PHEV",0.103732269235259
"Quebec",2048,"BEV",0.898504309267709
"Quebec",2048,"PHEV",0.101434969409688
"Quebec",2049,"BEV",0.900652770400135
"Quebec",2049,"PHEV",0.0992859384143084
"Quebec",2050,"BEV",0.902740373978654
"Quebec",2050,"PHEV",0.0971978302829634
"Saskatchewan",2021,"BEV",0.0890310370579968
"Saskatchewan",2021,"PHEV",0.0309544904235531
"Saskatchewan",2022,"BEV",0.116307993075832
"Saskatchewan",2022,"PHEV",0.028682619296118
"Saskatchewan",2023,"BEV",0.134473805653468
"Saskatchewan",2023,"PHEV",0.0355167208284428
"Saskatchewan",2024,"BEV",0.165982876468299
"Saskatchewan",2024,"PHEV",0.0290096963916706
"Saskatchewan",2025,"BEV",0.18744120874145
"Saskatchewan",2025,"PHEV",0.0325517556486254
"Saskatchewan",2026,"BEV",0.297563569996471
"Saskatchewan",2026,"PHEV",0.0524266922364013
"Saskatchewan",2027,"BEV",0.357239298408975
"Saskatchewan",2027,"PHEV",0.0727497784025284
"Saskatchewan",2028,"BEV",0.435924556708746
"Saskatchewan",2028,"PHEV",0.0740633393061713
"Saskatchewan",2029,"BEV",0.498864183508438
"Saskatchewan",2029,"PHEV",0.091122818094756
"Saskatchewan",2030,"BEV",0.57750419845118
"Saskatchewan",2030,"PHEV",0.102480376518155
"Saskatchewan",2031,"BEV",0.637320065824968
"Saskatchewan",2031,"PHEV",0.122661691205412
"Saskatchewan",2032,"BEV",0.680976264622944
"Saskatchewan",2032,"PHEV",0.139005139197108
"Saskatchewan",2033,"BEV",0.729988176751075
"Saskatchewan",2033,"PHEV",0.149990255564073
"Saskatchewan",2034,"BEV",0.785960286329472
"Saskatchewan",2034,"PHEV",0.154013535074328
"Saskatchewan",2035,"BEV",0.843431627819833
"Saskatchewan",2035,"PHEV",0.156536290338104
"Saskatchewan",2036,"BEV",0.850152048536328
"Saskatchewan",2036,"PHEV",0.14981219036315
"Saskatchewan",2037,"BEV",0.856651965107472
"Saskatchewan",2037,"PHEV",0.143309929670462
"Saskatchewan",2038,"BEV",0.862703992816305
"Saskatchewan",2038,"PHEV",0.137254349160717
"Saskatchewan",2039,"BEV",0.868126808431982
"Saskatchewan",2039,"PHEV",0.13182928109353
"Saskatchewan",2040,"BEV",0.872944090217096
"Saskatchewan",2040,"PHEV",0.127008568730487
"Saskatchewan",2041,"BEV",0.877175766246993
"Saskatchewan",2041,"PHEV",0.122774755235961
"Saskatchewan",2042,"BEV",0.880966666966809
"Saskatchewan",2042,"PHEV",0.118981763054776
"Saskatchewan",2043,"BEV",0.884343374617646
"Saskatchewan",2043,"PHEV",0.1156029830039
"Saskatchewan",2044,"BEV",0.887445826322306
"Saskatchewan",2044,"PHEV",0.112498502319438
"Saskatchewan",2045,"BEV",0.89028971374495
"Saskatchewan",2045,"PHEV",0.109652641338131
"Saskatchewan",2046,"BEV",0.893786633729952
"Saskatchewan",2046,"PHEV",0.106155041939955
"Saskatchewan",2047,"BEV",0.896207598166467
"Saskatchewan",2047,"PHEV",0.103732269235259
"Saskatchewan",2048,"BEV",0.898504309267709
"Saskatchewan",2048,"PHEV",0.101434969409688
"Saskatchewan",2049,"BEV",0.900652770400135
"Saskatchewan",2049,"PHEV",0.0992859384143084
"Saskatchewan",2050,"BEV",0.902740373978654
"Saskatchewan",2050,"PHEV",0.0971978302829634
"Yukon",2021,"BEV",0.0890310370579968
"Yukon",2021,"PHEV",0.0309544904235531
"Yukon",2022,"BEV",0.116307993075832
"Yukon",2022,"PHEV",0.028682619296118
"Yukon",2023,"BEV",0.134473805653468
"Yukon",2023,"PHEV",0.0355167208284428
"Yukon",2024,"BEV",0.165982876468299
"Yukon",2024,"PHEV",0.0290096963916706
"Yukon",2025,"BEV",0.18744120874145
"Yukon",2025,"PHEV",0.0325517556486254
"Yukon",2026,"BEV",0.297563569996471
"Yukon",2026,"PHEV",0.0524266922364013
"Yukon",2027,"BEV",0.357239298408975
"Yukon",2027,"PHEV",0.0727497784025284
"Yukon",2028,"BEV",0.435924556708746
"Yukon",2028,"PHEV",0.0740633393061713
"Yukon",2029,"BEV",0.498864183508438
"Yukon",2029,"PHEV",0.091122818094756
"Yukon",2030,"BEV",0.57750419845118
"Yukon",2030,"PHEV",0.102480376518155
"Yukon",2031,"BEV",0.637320065824968
"Yukon",2031,"PHEV",0.122661691205412
"Yukon",2032,"BEV",0.680976264622944
"Yukon",2032,"PHEV",0.139005139197108
"Yukon",2033,"BEV",0.729988176751075
"Yukon",2033,"PHEV",0.149990255564073
"Yukon",2034,"BEV",0.785960286329472
"Yukon",2034,"PHEV",0.154013535074328
"Yukon",2035,"BEV",0.843431627819833
"Yukon",2035,"PHEV",0.156536290338104
"Yukon",2036,"BEV",0.850152048536328
"Yukon",2036,"PHEV",0.14981219036315
"Yukon",2037,"BEV",0.856651965107472
"Yukon",2037,"PHEV",0.143309929670462
"Yukon",2038,"BEV",0.862703992816305
"Yukon",2038,"PHEV",0.137254349160717
"Yukon",2039,"BEV",0.868126808431982
"Yukon",2039,"PHEV",0.13182928109353
"Yukon",2040,"BEV",0.872944090217096
"Yukon",2040,"PHEV",0.127008568730487
"Yukon",2041,"BEV",0.877175766246993
"Yukon",2041,"PHEV",0.122774755235961
"Yukon",2042,"BEV",0.880966666966809
"Yukon",2042,"PHEV",0.118981763054776
"Yukon",2043,"BEV",0.884343374617646
"Yukon",2043,"PHEV",0.1156029830039
"Yukon",2044,"BEV",0.887445826322306
"Yukon",2044,"PHEV",0.112498502319438
"Yukon",2045,"BEV",0.89028971374495
"Yukon",2045,"PHEV",0.109652641338131
"Yukon",2046,"BEV",0.893786633729952
"Yukon",2046,"PHEV",0.106155041939955
"Yukon",2047,"BEV",0.896207598166467
"Yukon",2047,"PHEV",0.103732269235259
"Yukon",2048,"BEV",0.898504309267709
"Yukon",2048,"PHEV",0.101434969409688
"Yukon",2049,"BEV",0.900652770400135
"Yukon",2049,"PHEV",0.0992859384143084
"Yukon",2050,"BEV",0.902740373978654
"Yukon",2050,"PHEV",0.0971978302829634
