"Province","Segment","ageID","ageFraction"
"Northwest Territories","SUV",28,0.00370685099246828
"Northwest Territories","SUV",29,0.00314800574244997
"Northwest Territories","SUV",30,0.023347162196505
"Nova Scotia","Car",0,0.0242388433769591
"Nova Scotia","Car",1,0.0470772953192002
"Nova Scotia","Car",2,0.0526232556777999
"Nova Scotia","Car",3,0.0600288582081655
"Nova Scotia","Car",4,0.0620108340977333
"Nova Scotia","Car",5,0.0669906035521271
"Nova Scotia","Car",6,0.0633281456896829
"Nova Scotia","Car",7,0.0652395562849377
"Nova Scotia","Car",8,0.0574536693866818
"Nova Scotia","Car",9,0.044971755547827
"Nova Scotia","Car",10,0.0423200306230946
"Nova Scotia","Car",11,0.0371514148699414
"Nova Scotia","Car",12,0.0459506602048986
"Nova Scotia","Car",13,0.0471076164746703
"Nova Scotia","Car",14,0.0414955072940522
"Nova Scotia","Car",15,0.0373843443342616
"Nova Scotia","Car",16,0.0315622002811396
"Nova Scotia","Car",17,0.0287399493634131
"Nova Scotia","Car",18,0.0240679550432331
"Nova Scotia","Car",19,0.0200172167647296
"Nova Scotia","Car",20,0.0180308587880783
"Nova Scotia","Car",21,0.0136188583164787
"Nova Scotia","Car",22,0.010630679309029
"Nova Scotia","Car",23,0.00864006131192991
"Nova Scotia","Car",24,0.00622644693765033
"Nova Scotia","Car",25,0.00568078972632631
"Nova Scotia","Car",26,0.00419759471623464
"Nova Scotia","Car",27,0.00335148703576888
"Nova Scotia","Car",28,0.00281172971101737
"Nova Scotia","Car",29,0.00260423469509167
"Nova Scotia","Car",30,0.0244475470578464
"Nova Scotia","SUV",0,0.0353883393121763
"Nova Scotia","SUV",1,0.0732878022875403
"Nova Scotia","SUV",2,0.0709852649399985
"Nova Scotia","SUV",3,0.0688271743840638
"Nova Scotia","SUV",4,0.0629267327103806
"Nova Scotia","SUV",5,0.0604951604852795
"Nova Scotia","SUV",6,0.051685687897779
"Nova Scotia","SUV",7,0.0455612660402467
"Nova Scotia","SUV",8,0.040373485550071
"Nova Scotia","SUV",9,0.040179157253915
"Nova Scotia","SUV",10,0.0303032573056669
"Nova Scotia","SUV",11,0.0232881484989922
"Nova Scotia","SUV",12,0.0383570579423809
"Nova Scotia","SUV",13,0.0392541171464062
"Nova Scotia","SUV",14,0.0381101545836058
"Nova Scotia","SUV",15,0.0373585926608049
"Nova Scotia","SUV",16,0.0367165170272045
"Nova Scotia","SUV",17,0.0315064648108437
"Nova Scotia","SUV",18,0.0277242497897665
"Nova Scotia","SUV",19,0.0237415640465509
"Nova Scotia","SUV",20,0.0210574359189778
"Nova Scotia","SUV",21,0.0177214883725271
"Nova Scotia","SUV",22,0.0133063662833976
"Nova Scotia","SUV",23,0.0125792961548219
"Nova Scotia","SUV",24,0.00871184593708024
"Nova Scotia","SUV",25,0.0084563006143226
"Nova Scotia","SUV",26,0.00701374464174648
"Nova Scotia","SUV",27,0.00488130847203016
"Nova Scotia","SUV",28,0.00370685099246828
"Nova Scotia","SUV",29,0.00314800574244997
"Nova Scotia","SUV",30,0.023347162196505
"Nunavut","Car",0,0.0242388433769591
"Nunavut","Car",1,0.0470772953192002
"Nunavut","Car",2,0.0526232556777999
"Nunavut","Car",3,0.0600288582081655
"Nunavut","Car",4,0.0620108340977333
"Nunavut","Car",5,0.0669906035521271
"Nunavut","Car",6,0.0633281456896829
"Nunavut","Car",7,0.0652395562849377
"Nunavut","Car",8,0.0574536693866818
"Nunavut","Car",9,0.044971755547827
"Nunavut","Car",10,0.0423200306230946
"Nunavut","Car",11,0.0371514148699414
"Nunavut","Car",12,0.0459506602048986
"Nunavut","Car",13,0.0471076164746703
"Nunavut","Car",14,0.0414955072940522
"Nunavut","Car",15,0.0373843443342616
"Nunavut","Car",16,0.0315622002811396
"Nunavut","Car",17,0.0287399493634131
"Nunavut","Car",18,0.0240679550432331
"Nunavut","Car",19,0.0200172167647296
"Nunavut","Car",20,0.0180308587880783
"Nunavut","Car",21,0.0136188583164787
"Nunavut","Car",22,0.010630679309029
"Nunavut","Car",23,0.00864006131192991
"Nunavut","Car",24,0.00622644693765033
"Nunavut","Car",25,0.00568078972632631
"Nunavut","Car",26,0.00419759471623464
"Nunavut","Car",27,0.00335148703576888
"Nunavut","Car",28,0.00281172971101737
"Nunavut","Car",29,0.00260423469509167
"Nunavut","Car",30,0.0244475470578464
"Nunavut","SUV",0,0.0353883393121763
"Nunavut","SUV",1,0.0732878022875403
"Nunavut","SUV",2,0.0709852649399985
"Nunavut","SUV",3,0.0688271743840638
"Nunavut","SUV",4,0.0629267327103806
"Nunavut","SUV",5,0.0604951604852795
"Nunavut","SUV",6,0.051685687897779
"Nunavut","SUV",7,0.0455612660402467
"Nunavut","SUV",8,0.040373485550071
"Nunavut","SUV",9,0.040179157253915
"Nunavut","SUV",10,0.0303032573056669
"Nunavut","SUV",11,0.0232881484989922
"Nunavut","SUV",12,0.0383570579423809
"Nunavut","SUV",13,0.0392541171464062
"Nunavut","SUV",14,0.0381101545836058
"Nunavut","SUV",15,0.0373585926608049
"Nunavut","SUV",16,0.0367165170272045
"Nunavut","SUV",17,0.0315064648108437
"Nunavut","SUV",18,0.0277242497897665
"Nunavut","SUV",19,0.0237415640465509
"Nunavut","SUV",20,0.0210574359189778
"Nunavut","SUV",21,0.0177214883725271
"Nunavut","SUV",22,0.0133063662833976
"Nunavut","SUV",23,0.0125792961548219
"Nunavut","SUV",24,0.00871184593708024
"Nunavut","SUV",25,0.0084563006143226
"Nunavut","SUV",26,0.00701374464174648
"Nunavut","SUV",27,0.00488130847203016
"Nunavut","SUV",28,0.00370685099246828
"Nunavut","SUV",29,0.00314800574244997
"Nunavut","SUV",30,0.023347162196505
"Ontario","Car",0,0.0242388433769591
"Ontario","Car",1,0.0470772953192002
"Ontario","Car",2,0.0526232556777999
"Ontario","Car",3,0.0600288582081655
"Ontario","Car",4,0.0620108340977333
"Ontario","Car",5,0.0669906035521271
"Ontario","Car",6,0.0633281456896829
"Ontario","Car",7,0.0652395562849377
"Ontario","Car",8,0.0574536693866818
"Ontario","Car",9,0.044971755547827
"Ontario","Car",10,0.0423200306230946
"Ontario","Car",11,0.0371514148699414
"Ontario","Car",12,0.0459506602048986
"Ontario","Car",13,0.0471076164746703
"Ontario","Car",14,0.0414955072940522
"Ontario","Car",15,0.0373843443342616
"Ontario","Car",16,0.0315622002811396
"Ontario","Car",17,0.0287399493634131
"Ontario","Car",18,0.0240679550432331
"Ontario","Car",19,0.0200172167647296
"Ontario","Car",20,0.0180308587880783
"Ontario","Car",21,0.0136188583164787
"Ontario","Car",22,0.010630679309029
