Year,Mineral,Total_Minerals_Exported,Scenario
2041,Graphite,203345.34350678563,Increasing Batt Cap - Benchmark Chemistry
2041,Lithium,19149.62551578086,Increasing Batt Cap - Benchmark Chemistry
2041,Manganese,9560.014236907326,Increasing Batt Cap - Benchmark Chemistry
2041,Nickel,94461.67131802379,Increasing Batt Cap - Benchmark Chemistry
2041,Cobalt,16500.564471619025,Increasing Batt Cap - High LFP Chemistry
2041,Copper,102718.01268671868,Increasing Batt Cap - High LFP Chemistry
2041,Graphite,205094.98143127738,Increasing Batt Cap - High LFP Chemistry
2041,Lithium,19091.95199332184,Increasing Batt Cap - High LFP Chemistry
2041,Manganese,8665.780128404029,Increasing Batt Cap - High LFP Chemistry
2041,Nickel,86239.74592228819,Increasing Batt Cap - High LFP Chemistry
2042,Cobalt,14337.734855202161,Decreasing Batt Cap - Benchmark Chemistry
2042,Copper,75841.9838645945,Decreasing Batt Cap - Benchmark Chemistry
2042,Graphite,155525.88410665325,Decreasing Batt Cap - Benchmark Chemistry
2042,Lithium,14714.75417865928,Decreasing Batt Cap - Benchmark Chemistry
2042,Manganese,7707.303846878894,Decreasing Batt Cap - Benchmark Chemistry
2042,Nickel,74901.4953760769,Decreasing Batt Cap - Benchmark Chemistry
2042,Cobalt,13008.877088237101,Decreasing Batt Cap - High LFP Chemistry
2042,Copper,78620.31330602049,Decreasing Batt Cap - High LFP Chemistry
2042,Graphite,157660.7690378383,Decreasing Batt Cap - High LFP Chemistry
2042,Lithium,14717.502846605357,Decreasing Batt Cap - High LFP Chemistry
2042,Manganese,6934.707846572935,Decreasing Batt Cap - High LFP Chemistry
2042,Nickel,67849.73503965286,Decreasing Batt Cap - High LFP Chemistry
2042,Cobalt,22106.46593965314,Increasing Batt Cap - Benchmark Chemistry
2042,Copper,122640.37014994063,Increasing Batt Cap - Benchmark Chemistry
2042,Graphite,249902.4696228114,Increasing Batt Cap - Benchmark Chemistry
2042,Lithium,23526.37116237373,Increasing Batt Cap - Benchmark Chemistry
2042,Manganese,12152.419453880802,Increasing Batt Cap - Benchmark Chemistry
2042,Nickel,116533.95362704889,Increasing Batt Cap - Benchmark Chemistry
2042,Cobalt,19687.1203455039,Increasing Batt Cap - High LFP Chemistry
2042,Copper,126856.73974731448,Increasing Batt Cap - High LFP Chemistry
2042,Graphite,252326.34841612724,Increasing Batt Cap - High LFP Chemistry
2042,Lithium,23410.09720909171,Increasing Batt Cap - High LFP Chemistry
2042,Manganese,10742.225198276752,Increasing Batt Cap - High LFP Chemistry
2042,Nickel,103599.15343958576,Increasing Batt Cap - High LFP Chemistry
2043,Cobalt,17069.144420232537,Decreasing Batt Cap - Benchmark Chemistry
2043,Copper,91022.43193037399,Decreasing Batt Cap - Benchmark Chemistry
2043,Graphite,186822.91839051255,Decreasing Batt Cap - Benchmark Chemistry
2043,Lithium,17659.00482396506,Decreasing Batt Cap - Benchmark Chemistry
2043,Manganese,9500.479062096645,Decreasing Batt Cap - Benchmark Chemistry
2043,Nickel,90137.34005409788,Decreasing Batt Cap - Benchmark Chemistry
2043,Cobalt,15069.090495998755,Decreasing Batt Cap - High LFP Chemistry
2043,Copper,94981.43134248156,Decreasing Batt Cap - High LFP Chemistry
2043,Graphite,189617.2191032674,Decreasing Batt Cap - High LFP Chemistry
2043,Lithium,17628.071495108667,Decreasing Batt Cap - High LFP Chemistry
2043,Manganese,8328.725436442184,Decreasing Batt Cap - High LFP Chemistry
2043,Nickel,79419.26680298649,Decreasing Batt Cap - High LFP Chemistry
2043,Cobalt,26788.76453333154,Increasing Batt Cap - Benchmark Chemistry
2043,Copper,148319.51831490005,Increasing Batt Cap - Benchmark Chemistry
2043,Graphite,303009.42634971905,Increasing Batt Cap - Benchmark Chemistry
2043,Lithium,28529.385151152834,Increasing Batt Cap - Benchmark Chemistry
2043,Manganese,15188.23783124692,Increasing Batt Cap - Benchmark Chemistry
2043,Nickel,142767.71677932632,Increasing Batt Cap - Benchmark Chemistry
2043,Cobalt,23212.822797862467,Increasing Batt Cap - High LFP Chemistry
2043,Copper,154399.10916104293,Increasing Batt Cap - High LFP Chemistry
2043,Graphite,306262.90204201685,Increasing Batt Cap - High LFP Chemistry
2043,Lithium,28329.5584670153,Increasing Batt Cap - High LFP Chemistry
2043,Manganese,13085.921791665229,Increasing Batt Cap - High LFP Chemistry
2043,Nickel,123473.6623003362,Increasing Batt Cap - High LFP Chemistry
2044,Cobalt,20088.58710433837,Decreasing Batt Cap - Benchmark Chemistry
2044,Copper,107700.60999453648,Decreasing Batt Cap - Benchmark Chemistry
2044,Graphite,221450.70113095478,Decreasing Batt Cap - Benchmark Chemistry
2044,Lithium,20918.806703285965,Decreasing Batt Cap - Benchmark Chemistry
2044,Manganese,11492.347118141077,Decreasing Batt Cap - Benchmark Chemistry
2044,Nickel,107506.90385962803,Decreasing Batt Cap - Benchmark Chemistry
2044,Cobalt,17261.693388535594,Decreasing Batt Cap - High LFP Chemistry
2044,Copper,113082.26902353227,Decreasing Batt Cap - High LFP Chemistry
2044,Graphite,224969.81343287978,Decreasing Batt Cap - High LFP Chemistry
2044,Lithium,20838.76675674163,Decreasing Batt Cap - High LFP Chemistry
2044,Manganese,9823.362273123588,Decreasing Batt Cap - High LFP Chemistry
2044,Nickel,92187.30362379609,Decreasing Batt Cap - High LFP Chemistry
2044,Cobalt,32198.83289235085,Increasing Batt Cap - Benchmark Chemistry
2044,Copper,177509.53734822618,Increasing Batt Cap - Benchmark Chemistry
2044,Graphite,363846.4443075751,Increasing Batt Cap - Benchmark Chemistry
2044,Lithium,34270.4444555524,Increasing Batt Cap - Benchmark Chemistry
2044,Manganese,18689.778219586267,Increasing Batt Cap - Benchmark Chemistry
2044,Nickel,173831.54933680128,Increasing Batt Cap - Benchmark Chemistry
2044,Cobalt,27175.404983254622,Increasing Batt Cap - High LFP Chemistry
2044,Copper,185913.77913757996,Increasing Batt Cap - High LFP Chemistry
2044,Graphite,368071.20455696085,Increasing Batt Cap - High LFP Chemistry
2044,Lithium,33959.888671408364,Increasing Batt Cap - High LFP Chemistry
2044,Manganese,15712.880881417115,Increasing Batt Cap - High LFP Chemistry
2044,Nickel,146440.24183564217,Increasing Batt Cap - High LFP Chemistry
2045,Cobalt,23406.94022998734,Decreasing Batt Cap - Benchmark Chemistry
2045,Copper,125884.81684384229,Decreasing Batt Cap - Benchmark Chemistry
2045,Graphite,259412.42864754965,Decreasing Batt Cap - Benchmark Chemistry
2045,Lithium,24495.556260142672,Decreasing Batt Cap - Benchmark Chemistry
2045,Manganese,13668.734853831449,Decreasing Batt Cap - Benchmark Chemistry
2045,Nickel,126994.75381541127,Decreasing Batt Cap - Benchmark Chemistry
2045,Cobalt,19601.45284076007,Decreasing Batt Cap - High LFP Chemistry
2045,Copper,132925.97623406717,Decreasing Batt Cap - High LFP Chemistry
2045,Graphite,263713.90701372206,Decreasing Batt Cap - High LFP Chemistry
2045,Lithium,24350.770638904058,Decreasing Batt Cap - High LFP Chemistry
2045,Manganese,11405.140802595672,Decreasing Batt Cap - High LFP Chemistry
2045,Nickel,106142.50615474823,Decreasing Batt Cap - High LFP Chemistry
2045,Cobalt,38367.29576794439,Increasing Batt Cap - Benchmark Chemistry
2045,Copper,210327.38663151785,Increasing Batt Cap - Benchmark Chemistry
2045,Graphite,432638.86079094844,Increasing Batt Cap - Benchmark Chemistry
2045,Lithium,40771.858068276066,Increasing Batt Cap - Benchmark Chemistry
2045,Manganese,22656.04816984502,Increasing Batt Cap - Benchmark Chemistry
2045,Nickel,209814.28451823958,Increasing Batt Cap - Benchmark Chemistry
2045,Cobalt,31588.795844417542,Increasing Batt Cap - High LFP Chemistry
2045,Copper,221547.95731988875,Increasing Batt Cap - High LFP Chemistry
2045,Graphite,437982.570946968,Increasing Batt Cap - High LFP Chemistry
2045,Lithium,40321.56304411649,Increasing Batt Cap - High LFP Chemistry
2045,Manganese,18609.50358100557,Increasing Batt Cap - High LFP Chemistry
2045,Nickel,172466.80586400052,Increasing Batt Cap - High LFP Chemistry
2046,Cobalt,27052.837995694004,Decreasing Batt Cap - Benchmark Chemistry
2046,Copper,145739.40813680238,Decreasing Batt Cap - Benchmark Chemistry
2046,Graphite,301040.00881358766,Decreasing Batt Cap - Benchmark Chemistry
2046,Lithium,28420.421626557392,Decreasing Batt Cap - Benchmark Chemistry
2046,Manganese,16038.018748525059,Decreasing Batt Cap - Benchmark Chemistry
2046,Nickel,148753.52924113075,Decreasing Batt Cap - Benchmark Chemistry
2046,Cobalt,22099.628789078302,Decreasing Batt Cap - High LFP Chemistry
