Year,State_Province,Tonnes_Scrap_proj_down,Tonnes_Scrap_15_down,Tonnes_Prod_proj_down,Tonnes_Prod_15_down,Tonnes_Scrap_proj_mid,Tonnes_Scrap_15_mid,Tonnes_Prod_proj_mid,Tonnes_Prod_15_mid
2026,CA,23237.680969914287,23237.680969914287,441515.93842837145,441515.93842837145,1584.4786736790645,1453.2075599736636,14072.23490478589,12601.880937806234
2027,CA,23237.68096991429,23237.68096991429,441515.9384283714,441515.9384283714,1267.776805332282,1267.776805332282,11773.313413262542,11773.313413262542
2028,CA,24088.65955706394,24088.65955706394,457684.53158421465,457684.53158421465,1180.7752585133612,1180.7752585133612,11860.314960081463,11860.314960081463
2029,CA,24088.65955706394,24088.65955706394,457684.53158421465,457684.53158421465,1093.773711694441,1093.773711694441,11947.316506900384,11947.316506900384
2030,CA,24088.65955706394,24088.65955706394,457684.5315842148,457684.5315842148,1006.7721648755206,1006.7721648755206,12034.318053719304,12034.318053719304
2031,CA,24088.65955706394,24088.65955706394,457684.5315842148,457684.5315842148,1006.7721648755206,1006.7721648755206,12034.318053719304,12034.318053719304
2032,CA,24088.65955706394,24088.65955706394,457684.5315842148,457684.5315842148,1073.0538718424896,1006.7721648755206,12882.444832759405,12034.318053719306
2033,CA,24088.65955706394,24088.65955706394,457684.5315842148,457684.5315842148,1223.3680197805716,1006.7721648755206,15333.054518169916,12034.318053719306
2034,CA,25919.966198166614,24088.65955706394,495342.2317332327,457684.5315842148,1301.9143595412913,1006.7721648755206,17025.444327720572,12034.318053719304
2035,CA,28061.10864168603,24088.65955706394,548065.79405053,457684.5315842148,1370.3726860570146,1006.7721648755206,18837.609771097657,12034.318053719304
2036,CA,29160.31199746556,24088.65955706394,579744.5832686544,457684.5315842148,1405.5172989083876,1006.7721648755206,19926.443768383877,12034.318053719304
2037,CA,30032.03407762974,24088.65955706394,607596.2347072699,457684.5315842148,1433.3886976448277,1006.7721648755206,20883.734931190687,12034.318053719304
2038,CA,30785.635578537484,24088.65955706394,633924.0731528271,457684.5315842148,1457.4834503167147,1023.3260311999493,21788.651005387765,12235.50045224539
2039,CA,31430.433750873097,24088.65955706394,658331.780908764,457684.5315842148,1478.09945554892,1049.1772668970873,22627.57012623869,12563.490507326042
2040,CA,31974.113677465622,24088.65955706394,680421.3468108381,457684.5315842148,1495.482426984271,1070.0568540334532,23386.81222270467,12841.52333927763
2041,CA,32280.681540574784,24088.65955706394,693543.3241686601,457684.5315842148,1505.2842610170683,1088.042863832298,23837.828672873857,13091.08292736868
2042,CA,32745.596548510206,24088.65955706394,714437.861294271,457684.5315842148,1520.1488971890487,1115.1032308735812,24555.996347252894,13485.376453594366
2043,CA,33193.88745245172,24088.65955706394,735813.2045321513,457684.5315842148,1534.4820141514183,1141.1596951540855,25290.68984392702,13888.158914377358
2044,CA,33631.18307400444,24088.65955706394,757933.7107432188,457684.5315842148,1548.4635811110386,1166.481473419397,26050.995392032088,14303.32631065094
2045,CA,34032.485600267726,24088.65955706394,779437.0188283456,457684.5315842148,1561.2943479092341,1189.6256101648135,26790.087177895228,14705.111258824307
2046,CA,34434.68922785294,24088.65955706394,802248.693088747,457684.5315842148,1574.1539254428883,1212.742727788279,27574.1489139269,15129.610642695656
2047,CA,34777.77853704084,24088.65955706394,822789.9160004767,457684.5315842148,1585.1234524930521,1232.413725136184,28280.172799439857,15510.61546963372
2048,CA,35089.57932216221,24305.367462327216,842391.9669181141,461839.3597087741,1595.0925977128404,1250.2911115016682,28953.916335175996,15873.914645958328
2049,CA,35355.50523282496,24780.82237620078,859863.2742550856,471224.6875830023,1603.5949945880425,1265.492738014644,29554.4239263767,16196.498441531267
2050,CA,35577.057894081685,25177.587399811015,874982.4049938242,479353.7160698089,1610.6786542813277,1278.178428132337,30074.08468248713,16475.90187833558
2025,CO,0,0,0,0,283.1517780277773,273.58136297216663,2458.984913093323,2322.059282949938
2026,CO,0,0,0,0,244.77013496586986,224.49138413599331,2173.8776886898904,1946.7375290122914
2027,CO,0,0,0,0,195.84605643650076,195.84605643650076,1818.7404860858717,1818.7404860858717
2028,CO,0,0,0,0,182.40606465190956,182.40606465190956,1832.1804778704625,1832.1804778704625
2029,CO,0,0,0,0,168.96607286731836,168.96607286731836,1845.620469655054,1845.620469655054
2030,CO,0,0,0,0,155.5260810827272,155.5260810827272,1859.0604614396452,1859.0604614396452
2031,CO,0,0,0,0,155.5260810827272,155.5260810827272,1859.0604614396452,1859.0604614396452
2032,CO,0,0,0,0,165.76527371408181,155.5260810827272,1990.0790163891972,1859.0604614396455
2033,CO,0,0,0,0,188.98579090328087,155.52608108272716,2368.648998687422,1859.0604614396452
2034,CO,0,0,0,0,201.11962299813973,155.5260810827272,2630.0892370320144,1859.0604614396455
2035,CO,0,0,0,0,211.6950596380558,155.5260810827272,2910.0324054218836,1859.0604614396455
2036,CO,0,0,0,0,217.12419653579622,155.5260810827272,3078.2353916143993,1859.0604614396455
2037,CO,0,0,0,0,221.42976791629675,155.5260810827272,3226.117651574257,1859.0604614396455
2038,CO,0,0,0,0,225.15192332390032,158.08332098866362,3365.909012160829,1890.1391017886801
2039,CO,0,0,0,0,228.33668211363337,162.0768177492926,3495.5051688319295,1940.8069784746717
2040,CO,0,0,0,0,231.02200210879568,165.30229464986402,3612.7928253405776,1983.757467447626
2041,CO,0,0,0,0,232.5361886226161,168.080771961735,3682.465809403789,2022.309412054894
2042,CO,0,0,0,0,234.83247639377683,172.261055232788,3793.408292572538,2083.2198435006744
2043,CO,0,0,0,0,237.04665512122835,176.28625568806677,3906.9036834078815,2145.4416448574702
2044,CO,0,0,0,0,239.20652643321912,180.19796190824874,4024.355621838119,2209.5766700284667
2045,CO,0,0,0,0,241.1886222310866,183.77326624585172,4138.53046002501,2271.644375719512
2046,CO,0,0,0,0,243.17516870899405,187.34439667172177,4259.652252408893,2337.2210055657556
2047,CO,0,0,0,0,244.86974034393185,190.38317072134663,4368.718764074129,2396.078599840431
2048,CO,0,0,0,0,246.40977307613394,193.1448678941815,4472.798609965396,2452.2010266670954
2049,CO,0,0,0,0,247.72322264490873,195.49321390545475,4565.564973178688,2502.0337448297532
2050,CO,0,0,0,0,248.81750581070972,197.452898269671,4645.842123968146,2545.1959647274325
2025,FL,0,0,0,0,566.3035560555546,547.1627259443333,4917.969826186646,4644.118565899876
2026,FL,0,0,0,0,489.5402699317397,448.98276827198663,4347.755377379781,3893.4750580245827
2027,FL,0,0,0,0,391.6921128730015,391.6921128730015,3637.4809721717434,3637.4809721717434
2028,FL,0,0,0,0,364.8121293038191,364.8121293038191,3664.360955740925,3664.360955740925
2029,FL,0,0,0,0,337.9321457346367,337.9321457346367,3691.240939310108,3691.240939310108
2030,FL,0,0,0,0,311.0521621654544,311.0521621654544,3718.1209228792904,3718.1209228792904
2031,FL,0,0,0,0,311.0521621654544,311.0521621654544,3718.1209228792904,3718.1209228792904
2032,FL,0,0,0,0,331.53054742816363,311.0521621654544,3980.1580327783945,3718.120922879291
2033,FL,0,0,0,0,377.97158180656174,311.0521621654543,4737.297997374844,3718.1209228792904
2034,FL,0,0,0,0,402.23924599627946,311.0521621654544,5260.178474064029,3718.120922879291
2035,FL,0,0,0,0,423.3901192761116,311.0521621654544,5820.064810843767,3718.120922879291
2036,FL,0,0,0,0,434.24839307159243,311.0521621654544,6156.470783228799,3718.120922879291
2037,FL,0,0,0,0,442.8595358325935,311.0521621654544,6452.235303148514,3718.120922879291
2038,FL,0,0,0,0,450.30384664780064,316.16664197732723,6731.818024321658,3780.2782035773603
2039,FL,0,0,0,0,456.67336422726675,324.1536354985852,6991.010337663859,3881.6139569493434
2040,FL,0,0,0,0,462.04400421759135,330.60458929972805,7225.585650681155,3967.514934895252
2041,FL,0,0,0,0,465.0723772452322,336.16154392347,7364.931618807578,4044.618824109788
2042,FL,0,0,0,0,469.66495278755366,344.522110465576,7586.816585145076,4166.439687001349
2043,FL,0,0,0,0,474.0933102424567,352.57251137613355,7813.807366815763,4290.8832897149405
2044,FL,0,0,0,0,478.41305286643825,360.3959238164975,8048.711243676238,4419.153340056933
2045,FL,0,0,0,0,482.3772444621732,367.54653249170343,8277.06092005002,4543.288751439024
2046,FL,0,0,0,0,486.3503374179881,374.68879334344354,8519.304504817786,4674.442011131511
2047,FL,0,0,0,0,489.7394806878637,380.76634144269326,8737.437528148257,4792.157199680862
2048,FL,0,0,0,0,492.8195461522679,386.289735788363,8945.597219930793,4904.402053334191
2049,FL,0,0,0,0,495.44644528981746,390.9864278109095,9131.129946357376,5004.0674896595065
2050,FL,0,0,0,0,497.63501162141944,394.905796539342,9291.684247936291,5090.391929454865
2025,GA,425.48929357482456,425.48929357482456,8084.296577921665,8084.296577921665,3699.8498995629575,3574.7964761696444,32130.736197752765,30341.574630545863
2026,GA,14253.891334756623,14253.891334756623,270823.9353603758,270823.9353603758,3198.3297635540334,2933.3540860436465,28405.335132214568,25437.370379093943
2027,GA,16283.049775814961,16283.049775814961,309377.94574048417,309377.94574048417,25484.988855355266,25484.988855355266,208207.05007723992,208207.05007723992
2028,GA,26920.282115185575,26920.282115185575,511485.36018852575,511485.36018852575,23925.949808342684,23925.949808342684,209766.0891242525,209766.0891242525
2029,GA,26920.282115185575,26920.282115185575,511485.36018852575,511485.36018852575,37215.31342837566,37215.31342837566,330782.49500571104,330782.49500571104
2030,GA,26920.282115185575,26920.282115185575,511485.3601885258,511485.3601885258,34760.274929057,34760.274929057,333237.53350502974,333237.53350502974
2031,GA,26920.282115185575,26920.282115185575,511485.3601885258,511485.3601885258,32480.85232239033,32480.85232239033,335516.9561116964,335516.9561116964
2032,GA,26920.282115185575,26920.282115185575,511485.3601885258,511485.3601885258,32189.766684345166,30201.42971572366,361602.809076523,337796.3787183631
2033,GA,26920.282115185575,26920.282115185575,511485.3601885258,511485.3601885258,35610.16825947659,29305.43026341758,431531.61452089885,338692.37817066914
2034,GA,28966.858899631017,26920.282115185575,553569.7239705423,511485.3601885258,36737.851134326855,28409.430811111495,480429.63396451453,339588.3776229752
2035,GA,31359.692693134388,26920.282115185575,612490.9424109845,511485.3601885258,38669.63089388485,28409.430811111495,531565.9193903974,339588.3776229752
2036,GA,32588.10743200541,26920.282115185575,647893.57412651,511485.3601885258,39661.35323387211,28409.430811111495,562290.9982015635,339588.3776229752
2037,GA,33562.30046538964,26920.282115185575,679019.1879168994,511485.3601885258,40447.83760604354,28409.430811111495,589304.1576875641,339588.3776229752
2038,GA,34404.48784235037,26920.282115185575,708441.8644572214,511485.3601885258,41127.75132716579,28876.55330059589,614839.3795547114,345265.4092600655
2039,GA,35125.08205663244,26920.282115185575,735718.6988953643,511485.3601885258,41709.50059942369,29606.03204220411,638512.2775066324,354520.74140137335
2040,GA,35732.67157275154,26920.282115185575,760404.8938443663,511485.3601885258,42200.01905187334,30195.21915604183,659936.822762212,362366.3640537663
2041,GA,36075.27649615119,26920.282115185575,775069.3599822529,511485.3601885258,42476.61045506454,30702.75434501026,672663.7545177587,369408.5192686939
2042,GA,36594.84227537427,26920.282115185575,798420.0504910038,511485.3601885258,42896.0656879299,31466.352755855944,692929.2481099168,380534.82474612317
2043,GA,37095.82978674612,26920.282115185575,822308.0658830401,511485.3601885258,43300.52233547771,32201.622705686863,713661.0728358397,391900.67379396455
2044,GA,37584.52951999808,26920.282115185575,847028.838175163,511485.3601885258,43695.05882846803,32916.16104190677,735115.6269224297,403616.0050585332
2045,GA,38033.00516867221,26920.282115185575,871059.8606855713,511485.3601885258,44057.12166087849,33569.24996757558,755971.5640312351,414953.7059647641
2046,GA,38482.48784315211,26920.282115185575,896553.0478492233,511485.3601885258,44419.997484176245,34221.57645870117,778096.478106691,426932.3703500113
2047,GA,38865.907309567956,26920.282115185575,919508.892049052,511485.3601885258,44729.53923615821,34776.65918509931,798019.2942375407,437683.6909041853
2048,GA,39214.36028509859,27162.464040354906,941415.1645624301,516128.58846730494,45010.85188190713,35281.129202003816,817031.2127536789,447935.387537856
2049,GA,39511.54579348359,27693.808691733575,960940.2245317575,526617.1618775115,45250.77533647,35710.093740063065,833976.5351006401,457038.16405556817
2050,GA,39759.141975839535,28137.213454199635,977836.6094824867,535701.7578745952,45450.664394756306,36068.062750593235,848640.4946448479,464922.4628902109
2025,IL,0,0,0,0,17737.70044092352,17138.17337267013,165161.9149612688,155965.07151528314
2026,IL,2127.4464678741224,2127.4464678741224,40421.48288960833,40421.48288960833,15270.094391211474,14004.995447048002,146004.1094432618,130748.6988444648
2027,IL,2127.4464678741224,2127.4464678741224,40421.48288960832,40421.48288960832,12160.404310127306,12160.404310127306,122145.36519136418,122145.36519136418
2028,IL,2127.4464678741224,2127.4464678741224,40421.48288960832,40421.48288960832,11264.404857821224,11264.404857821224,123041.36464367027,123041.36464367027
2029,IL,2127.4464678741224,2127.4464678741224,40421.48288960832,40421.48288960832,22247.127539151585,22247.127539151585,219503.2575635331,219503.2575635331
2030,IL,2127.4464678741224,2127.4464678741224,40421.48288960833,40421.48288960833,21530.32797730672,21530.32797730672,220220.057125378,220220.057125378
2031,IL,2127.4464678741224,2127.4464678741224,40421.48288960833,40421.48288960833,20813.528415461853,20813.528415461853,220936.85668722287,220936.85668722287
2032,IL,2127.4464678741224,2127.4464678741224,40421.48288960833,40421.48288960833,21419.814194414794,20096.72885361699,237274.84896624734,221653.65624906772
2033,IL,2127.4464678741224,2127.4464678741224,40421.48288960833,40421.48288960833,23549.305938642196,19379.929291772125,283324.5977843544,222370.45581091256
2034,IL,2289.18260914753,2127.4464678741224,43747.31100306172,40421.48288960833,24134.35475977677,18663.129729927263,315610.7084438417,223087.25537275747
2035,IL,2478.282626020198,2127.4464678741224,48403.71607034919,40421.48288960833,25403.407156566696,18663.129729927263,349203.88865062606,223087.25537275747
2036,IL,2575.361348528142,2127.4464678741224,51201.50264161833,40421.48288960833,26054.90358429555,18663.129729927263,369388.2469937279,223087.25537275747
2037,IL,2652.3495286308967,2127.4464678741224,53661.28656347496,40421.48288960833,26571.572149955613,18663.129729927263,387134.1181889109,223087.25537275747
2038,IL,2718.9056127290114,2127.4464678741224,55986.4913668006,40421.48288960833,27018.230798868037,18969.998518639637,403909.08145929954,226816.69221464166
2039,IL,2775.8524756699517,2127.4464678741224,58142.115324674356,40421.48288960833,27400.401853636005,19449.218129915113,419460.6202598316,232896.83741696062
2040,IL,2823.8688435688514,2127.4464678741224,60093.007147605174,40421.48288960833,27722.640253055484,19836.275357983686,433535.1390408693,238050.89609371513
2041,IL,2850.944103443328,2127.4464678741224,61251.9053550912,40421.48288960833,27904.342634713932,20169.692635408202,441895.8971284547,242677.1294465873
2042,IL,2892.004162810718,2127.4464678741224,63097.25540873128,40421.48288960833,28179.89716725322,20671.326627934563,455208.99510870455,249986.38122008098
2043,IL,2931.596025442643,2127.4464678741224,64985.068981890036,40421.48288960833,28445.5986145474,21154.350682568012,468828.44200894586,257452.99738289646
2044,IL,2970.2168139213577,2127.4464678741224,66938.69337077899,40421.48288960833,28704.783171986295,21623.75542898985,482922.6746205743,265149.20040341606
2045,IL,3005.6587877690654,2127.4464678741224,68837.8084595593,40421.48288960833,28942.634667730395,22052.791949502207,496623.6552030012,272597.3250863415
2046,IL,3041.18034449352,2127.4464678741224,70852.47497583518,40421.48288960833,29181.02024507929,22481.32760060661,511158.27028906724,280466.52066789067
2047,IL,3071.4810815381898,2127.4464678741224,72666.62125599047,40421.48288960833,29384.368841271822,22845.9804865616,524246.25168889546,287529.4319808517
2048,IL,3099.0184991938063,2146.585534808113,74397.82235869305,40788.42628042999,29569.172769136076,23177.384147301782,536735.8331958476,294264.1232000514
2049,IL,3122.5043697137285,2188.5764506894034,75940.84184448604,41617.31352459431,29726.786717389048,23459.185668654573,547867.7967814426,300244.0493795704
2050,IL,3142.0713126364826,2223.6176843477556,77276.12333705976,42335.24774175309,29858.10069728517,23694.347792360524,557501.0548761776,305423.5157672919
2025,IN,1161.585771459271,1161.585771459271,22070.12965772615,22070.12965772615,400.1878462792586,386.6616596673289,3475.365343838563,3281.8437865692454
2026,IN,1161.5857714592707,1161.5857714592707,22070.129657726146,22070.129657726146,11807.451369548737,10829.22596516127,98010.9381721726,87770.15035673892
2027,IN,7969.414468656463,7969.414468656463,151418.8749044728,151418.8749044728,9485.381881491636,9485.381881491636,82003.70830292437,82003.70830292437
2028,IN,7969.414468656464,7969.414468656464,151418.87490447276,151418.87490447276,8875.027054580733,8875.027054580733,82614.06312983525,82614.06312983525
2029,IN,7969.414468656464,7969.414468656464,151418.87490447276,151418.87490447276,29052.435961533592,29052.435961533592,250464.7315249705,250464.7315249705
2030,IN,7969.414468656465,7969.414468656465,151418.8749044728,151418.8749044728,27187.681901394182,27187.681901394182,252329.48558510994,252329.48558510994
2031,IN,7969.414468656465,7969.414468656465,151418.8749044728,151418.8749044728,25341.923029643654,25341.923029643654,254175.24445686047,254175.24445686047
2032,IN,7969.414468656465,7969.414468656465,151418.8749044728,151418.8749044728,25673.34653718518,24087.523796415146,273431.2221764812,255429.64369008897
2033,IN,7969.414468656465,7969.414468656465,151418.8749044728,151418.8749044728,27745.41783812874,22833.124563186633,327043.90946947905,256684.04292331747
2034,IN,8575.278053866648,7969.414468656465,163877.4270174692,151418.8749044728,27904.67729224856,21578.72532995812,364916.11467406846,257938.442156546
2035,IN,9283.646717071664,7969.414468656465,181320.32039952808,151418.8749044728,29371.98387458145,21578.72532995812,403757.29614426824,257938.442156546
2036,IN,9647.303611586422,7969.414468656465,191800.82889550226,151418.8749044728,30125.258522019943,21578.72532995812,427094.8998018591,257938.442156546
2037,IN,9935.70133425134,7969.414468656465,201015.17946677722,151418.8749044728,30722.642199159793,21578.72532995812,447613.07043042284,257938.442156546
2038,IN,10185.020425282879,7969.414468656465,209725.39666003504,151418.8749044728,31239.07885478009,21933.533842773784,467008.65574060776,262250.4999095067
2039,IN,10398.343373859641,7969.414468656465,217800.36400623014,151418.8749044728,31680.95352099292,22487.618206655185,484989.6904915341,269280.4989067658
2040,IN,10578.21268800892,7969.414468656465,225108.404774929,151418.8749044728,32053.53271925504,22935.142375019805,501262.9618732539,275239.73608346656
2041,IN,10679.636611498709,7969.414468656465,229449.63746017162,151418.8749044728,32263.62105075924,23320.64684045086,510929.8561687443,280588.689891243
2042,IN,10833.447593888952,7969.414468656465,236362.31876110737,151418.8749044728,32582.22332471522,23900.647210031897,526322.755900131,289039.80921957357
2043,IN,10981.758711308143,7969.414468656465,243434.06840616008,151418.8749044728,32889.433242553365,24459.13035586697,542069.8630605655,297672.87675182446
2044,IN,11126.432184949408,7969.414468656465,250752.34536693807,151418.8749044728,33189.108187521044,25001.86655489649,558365.9280112995,306571.397710883
2045,IN,11259.19781898292,7969.414468656465,257866.4304895091,151418.8749044728,33464.11737248917,25497.928114057773,574207.3062269366,315183.08498316316
2046,IN,11392.261570472729,7969.414468656465,265413.3712594786,151418.8749044728,33739.74407447723,25993.410556879157,591012.5511808925,324281.62378556334
2047,IN,11505.768131442062,7969.414468656465,272209.16322494025,151418.8749044728,33974.86024025273,26415.030327017776,606145.1661194051,332447.9187991936
2048,IN,11608.923297980002,8041.109413391194,278694.24255566415,152793.44484649075,34188.53464840333,26798.20660409137,620585.8978039988,340234.7184466372
2049,IN,11696.901368947629,8198.407384282506,284474.39354944474,155898.4564631303,34370.771397905606,27124.031785335497,633456.9214786323,347148.84198264545
2050,IN,11770.199137136267,8329.671845566694,289476.3580206259,158587.83804060708,34522.59953954994,27395.93145858929,644595.1085601669,353137.4561193821
2025,KS,0,0,0,0,0,0,0,0
2026,KS,0,0,0,0,0,0,0,0
2027,KS,0,0,0,0,8909.041600227327,8909.041600227327,71674.42010066757,71674.42010066757
2028,KS,0,0,0,0,8371.441928843678,8371.441928843678,72212.01977205121,72212.01977205121
2029,KS,0,0,0,0,7833.842257460032,7833.842257460032,72749.61944343486,72749.61944343486
2030,KS,0,0,0,0,7296.242586076384,7296.242586076384,73287.21911481852,73287.21911481852
2031,KS,0,0,0,0,6758.642914692735,6758.642914692735,73824.81878620217,73824.81878620217
2032,KS,0,0,0,0,6630.610948563271,6221.043243309087,79603.1606555679,74362.41845758582
2033,KS,0,0,0,0,7559.431636131235,6221.043243309087,94745.9599474969,74362.41845758582
2034,KS,0,0,0,0,8044.78491992559,6221.043243309087,105203.56948128057,74362.41845758582
2035,KS,0,0,0,0,8467.802385522233,6221.043243309087,116401.29621687536,74362.41845758582
2036,KS,0,0,0,0,8684.967861431849,6221.043243309087,123129.41566457598,74362.41845758582
2037,KS,0,0,0,0,8857.19071665187,6221.043243309087,129044.70606297029,74362.41845758582
2038,KS,0,0,0,0,9006.076932956013,6323.332839546545,134636.36048643317,75605.56407154723
2039,KS,0,0,0,0,9133.467284545335,6483.072709971704,139820.2067532772,77632.27913898688
2040,KS,0,0,0,0,9240.880084351827,6612.091785994562,144511.7130136231,79350.29869790505
2041,KS,0,0,0,0,9301.447544904644,6723.2308784694005,147298.63237615157,80892.37648219577
2042,KS,0,0,0,0,9393.299055751073,6890.442209311521,151736.33170290152,83328.79374002699
2043,KS,0,0,0,0,9481.866204849135,7051.450227522671,156276.14733631528,85817.66579429882
2044,KS,0,0,0,0,9568.261057328766,7207.91847632995,160974.22487352477,88383.06680113869
2045,KS,0,0,0,0,9647.544889243465,7350.930649834069,165541.2184010004,90865.7750287805
2046,KS,0,0,0,0,9727.006748359763,7493.77586686887,170386.09009635574,93488.84022263023
