Year,State_Province,Mineral,Demanded Minerals (kg),Demand Minerals (Tonne),Scenario,Country
2026,CT,Manganese,76337.49725517168,76.33749725517168,Decreasing Batt Cap - Benchmark Chemistry,US
2026,CT,Nickel,714772.6607952421,714.772660795242,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DC,Cobalt,20342.886644859027,20.34288664485903,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DC,Copper,126839.04544951773,126.83904544951773,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DC,Graphite,265134.27157537156,265.13427157537154,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DC,Lithium,27754.795437784414,27.754795437784413,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DC,Manganese,10821.86617461636,10.82186617461636,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DC,Nickel,101079.95119059447,101.07995119059447,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DE,Cobalt,55276.025381946296,55.2760253819463,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DE,Copper,293825.7882359393,293.8257882359393,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DE,Graphite,627782.3502914489,627.7823502914489,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DE,Lithium,66786.14356279525,66.78614356279525,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DE,Manganese,28840.841955732863,28.840841955732863,Decreasing Batt Cap - Benchmark Chemistry,US
2026,DE,Nickel,270423.787551573,270.423787551573,Decreasing Batt Cap - Benchmark Chemistry,US
2026,FL,Cobalt,890582.0015963378,890.5820015963378,Decreasing Batt Cap - Benchmark Chemistry,US
2026,FL,Copper,5064583.424249077,5064.583424249077,Decreasing Batt Cap - Benchmark Chemistry,US
2026,FL,Graphite,10717180.036215272,10717.180036215272,Decreasing Batt Cap - Benchmark Chemistry,US
2026,FL,Lithium,1132162.0530334665,1132.1620530334665,Decreasing Batt Cap - Benchmark Chemistry,US
2026,FL,Manganese,468342.47544099897,468.34247544099895,Decreasing Batt Cap - Benchmark Chemistry,US
2026,FL,Nickel,4384474.655206368,4384.474655206368,Decreasing Batt Cap - Benchmark Chemistry,US
2026,GA,Cobalt,477617.56978498737,477.6175697849874,Decreasing Batt Cap - Benchmark Chemistry,US
2026,GA,Copper,2659310.485455476,2659.3104854554763,Decreasing Batt Cap - Benchmark Chemistry,US
2026,GA,Graphite,5644034.820061453,5644.034820061453,Decreasing Batt Cap - Benchmark Chemistry,US
2026,GA,Lithium,597529.2267382545,597.5292267382546,Decreasing Batt Cap - Benchmark Chemistry,US
2026,GA,Manganese,250540.16953196906,250.54016953196907,Decreasing Batt Cap - Benchmark Chemistry,US
2026,GA,Nickel,2346654.674204639,2346.6546742046394,Decreasing Batt Cap - Benchmark Chemistry,US
2026,HI,Cobalt,61746.09291440926,61.74609291440926,Decreasing Batt Cap - Benchmark Chemistry,US
2026,HI,Copper,346521.82099574193,346.5218209957419,Decreasing Batt Cap - Benchmark Chemistry,US
2026,HI,Graphite,734629.7744954412,734.6297744954412,Decreasing Batt Cap - Benchmark Chemistry,US
2026,HI,Lithium,77711.3782498056,77.71137824980559,Decreasing Batt Cap - Benchmark Chemistry,US
2026,HI,Manganese,32419.971595035353,32.419971595035356,Decreasing Batt Cap - Benchmark Chemistry,US
2026,HI,Nickel,303601.17355022253,303.60117355022254,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IA,Cobalt,131580.0331981719,131.58003319817192,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IA,Copper,741658.0817391903,741.6580817391903,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IA,Graphite,1571364.3843455925,1571.3643843455925,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IA,Lithium,166149.43427158348,166.1494342715835,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IA,Manganese,69122.31370001113,69.12231370001113,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IA,Nickel,647238.2894026762,647.2382894026762,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ID,Cobalt,100611.85769481616,100.61185769481617,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ID,Copper,539751.3838403962,539.7513838403962,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ID,Graphite,1151673.0470635148,1151.6730470635148,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ID,Lithium,122400.70516758577,122.40070516758577,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ID,Manganese,52550.132473813755,52.550132473813754,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ID,Nickel,492628.93971398904,492.62893971398904,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IL,Cobalt,422916.06832578254,422.91606832578253,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IL,Copper,2507768.148894802,2507.7681488948024,Decreasing Batt Cap - Benchmark Chemistry,US
2026,IL,Graphite,5276576.095215677,5276.576095215677,Decreasing Batt Cap - Benchmark Chemistry,US
