Year,Scenario,Mineral,Minerals Lost From Non-Recovery,Cum_Tonne
2028,Decreasing Batt Cap - Benchmark Chemistry,Manganese,248.0385840199611,542.8798594254911
2028,Decreasing Batt Cap - High LFP Chemistry,Manganese,247.33856528734688,541.9678624284088
2028,Increasing Batt Cap - Benchmark Chemistry,Manganese,252.01915125142904,548.8937204641836
2028,Increasing Batt Cap - High LFP Chemistry,Manganese,251.2101075298584,547.8461007150881
2029,Decreasing Batt Cap - Benchmark Chemistry,Manganese,367.23154791564986,910.1114073411409
2029,Decreasing Batt Cap - High LFP Chemistry,Manganese,365.4957140227265,907.4635764511353
2029,Increasing Batt Cap - Benchmark Chemistry,Manganese,375.75785747037315,924.6515779345568
2029,Increasing Batt Cap - High LFP Chemistry,Manganese,373.69160606593596,921.5377067810241
2030,Decreasing Batt Cap - Benchmark Chemistry,Manganese,531.5674030463931,1441.678810387534
2030,Decreasing Batt Cap - High LFP Chemistry,Manganese,527.8524716532414,1435.3160481043767
2030,Increasing Batt Cap - Benchmark Chemistry,Manganese,548.3516494462143,1473.003227380771
2030,Increasing Batt Cap - High LFP Chemistry,Manganese,543.8006458054917,1465.3383525865158
2031,Decreasing Batt Cap - Benchmark Chemistry,Manganese,739.6167840845297,2181.295594472064
2031,Decreasing Batt Cap - High LFP Chemistry,Manganese,732.4816889889954,2167.7977370933722
2031,Increasing Batt Cap - Benchmark Chemistry,Manganese,770.1689444200359,2243.172171800807
2031,Increasing Batt Cap - High LFP Chemistry,Manganese,761.2120635573962,2226.550416143912
2032,Decreasing Batt Cap - Benchmark Chemistry,Manganese,999.6789011283129,3180.974495600377
2032,Decreasing Batt Cap - High LFP Chemistry,Manganese,986.8338125046931,3154.6315495980652
2032,Increasing Batt Cap - Benchmark Chemistry,Manganese,1052.7021193503913,3295.874291151198
2032,Increasing Batt Cap - High LFP Chemistry,Manganese,1036.2299820043283,3262.7803981482402
2033,Decreasing Batt Cap - Benchmark Chemistry,Manganese,1320.2468511956063,4501.221346795983
2033,Decreasing Batt Cap - High LFP Chemistry,Manganese,1298.0440580289378,4452.675607627003
2033,Increasing Batt Cap - Benchmark Chemistry,Manganese,1408.9602692428007,4704.834560393999
2033,Increasing Batt Cap - High LFP Chemistry,Manganese,1379.9336120155779,4642.714010163818
2034,Decreasing Batt Cap - Benchmark Chemistry,Manganese,1793.9636988379182,6295.185045633901
2034,Decreasing Batt Cap - High LFP Chemistry,Manganese,1756.6057925032183,6209.281400130221
2034,Increasing Batt Cap - Benchmark Chemistry,Manganese,1937.4165239752483,6642.251084369247
2034,Increasing Batt Cap - High LFP Chemistry,Manganese,1887.691799134805,6530.405809298623
2035,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2035,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2035,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2035,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2036,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2036,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2036,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2036,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2037,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2037,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2037,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2037,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2038,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2038,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2038,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2038,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2039,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2039,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2039,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2039,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2040,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2040,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2040,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2040,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2041,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2041,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2041,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2041,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2042,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2042,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2042,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2042,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2043,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2043,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2043,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2043,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2044,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2044,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2044,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2044,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2045,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2045,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2045,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2045,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2046,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2046,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2046,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2046,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2047,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2047,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2047,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2047,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2048,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2048,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2048,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2048,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2049,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2049,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2049,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2049,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
2050,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6295.185045633901
2050,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6209.281400130221
2050,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,6642.251084369247
2050,Increasing Batt Cap - High LFP Chemistry,Manganese,0,6530.405809298623
