Year,Scenario,Mineral,Recycling Scenario,Tonne
2030,Decreasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2030,Decreasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,527.8524716532414
2030,Decreasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,5144.63979120341
2030,Decreasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,5144.63979120341
2030,Increasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,1186.8614223581465
2030,Increasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,1186.8614223581465
2030,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,5494.752128472213
2030,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,5800.016135609562
2030,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2030,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,11716.725632721516
2030,Increasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2030,Increasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,1118.621669180946
2030,Increasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2030,Increasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,548.3516494462143
2030,Increasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,5329.362907620239
2030,Increasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,5329.362907620239
2030,Increasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,1178.4648746629955
2030,Increasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,1178.4648746629955
2030,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,5505.293550923591
2030,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,5811.143192641569
2030,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2030,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,11720.490367040517
2030,Increasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2030,Increasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,1117.8483054339824
2030,Increasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2030,Increasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,543.8006458054917
2030,Increasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,5287.648587536983
2030,Increasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,5287.648587536983
2031,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,1701.5013735510008
2031,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,1701.5013735510008
2031,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,7727.892304442457
2031,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,8157.21965468926
2031,Decreasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2031,Decreasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,16598.046805119746
2031,Decreasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2031,Decreasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,1588.037759574867
2031,Decreasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2031,Decreasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,739.6167840845297
2031,Decreasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,7835.724954000857
2031,Decreasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,7835.724954000857
2031,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,1688.510281767447
2031,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,1688.510281767447
2031,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,7744.405921206502
2031,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,8174.650694606864
2031,Decreasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2031,Decreasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,16603.931982649246
2031,Decreasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2031,Decreasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,1586.8429763172353
2031,Decreasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2031,Decreasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,732.4816889889954
2031,Decreasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,7770.441924327085
2031,Decreasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,7770.441924327085
2031,Increasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,1748.7552327962899
2031,Increasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,1748.7552327962899
2031,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,8380.642050024499
2031,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,8846.233275025861
2031,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2031,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,17865.139308241418
2031,Increasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2031,Increasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,1698.9578019015557
2031,Increasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2031,Increasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,770.1689444200359
2031,Increasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,8109.485718806236
2031,Increasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,8109.485718806236
2031,Increasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,1732.5105993147645
2031,Increasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,1732.5105993147645
2031,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,8401.35046582473
2031,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,8868.092158370548
2031,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2031,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,17872.51671845098
2031,Increasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2031,Increasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,1697.464423394672
2031,Increasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2031,Increasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,761.2120635573962
2031,Increasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,8027.6441751539905
2031,Increasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,8027.6441751539905
2032,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,2362.2113582716825
2032,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,2362.2113582716825
2032,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,11031.980454275295
2032,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,11644.868257290585
2032,Decreasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2032,Decreasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,23688.361854449933
2032,Decreasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2032,Decreasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,2259.3573402897964
2032,Decreasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2032,Decreasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,999.6789011283129
2032,Decreasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,11163.499781398245
2032,Decreasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,11163.499781398245
2032,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,2339.0492224911186
2032,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,2339.0492224911186
2032,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,11061.749052704366
2032,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,11676.290666743495
2032,Decreasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2032,Decreasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,23698.94845039983
2032,Decreasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2032,Decreasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,2257.229524543589
2032,Decreasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2032,Decreasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,986.8338125046931
2032,Decreasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,11045.895919928991
2032,Decreasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,11045.895919928991
2032,Increasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,2444.2208457393185
2032,Increasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,2444.2208457393185
2032,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,12126.262341195297
2032,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,12799.94358237281
2032,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2032,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,25817.417077435195
2032,Increasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2032,Increasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,2446.1648963295047
2032,Increasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2032,Increasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,1052.7021193503913
2032,Increasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,11638.397087591275
2032,Increasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,11638.397087591275
2032,Increasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,2414.655797690508
2032,Increasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,2414.655797690508
2032,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,12164.409938565153
2032,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,12840.210490707665
2032,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2032,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,25830.975381623088
2032,Increasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2032,Increasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,2443.4502763253213
2032,Increasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2032,Increasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,1036.2299820043283
2032,Increasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,11487.743372608347
2032,Increasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,11487.743372608347
2033,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,3158.9623432827148
2033,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,3158.9623432827148
2033,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,15139.304367722978
2033,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,15980.37683259647
2033,Decreasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2033,Decreasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,32496.695943311
2033,Decreasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2033,Decreasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,3090.965996953231
2033,Decreasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2033,Decreasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,1320.2468511956063
2033,Decreasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,15280.824657682662
2033,Decreasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,15280.824657682662
2033,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,3119.199660456341
2033,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,3119.199660456341
2033,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,15190.827197081388
2033,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,16034.76204136368
2033,Decreasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2033,Decreasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,32514.989753338337
2033,Decreasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2033,Decreasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,3087.316099749013
2033,Decreasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2033,Decreasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,1298.0440580289378
2033,Decreasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,15077.373702151188
2033,Decreasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,15077.373702151188
2033,Increasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,3296.5726566353933
2033,Increasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,3296.5726566353933
2033,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,16899.834466582353
2033,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,17838.714159170253
2033,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2033,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,35931.67932856125
2033,Increasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2033,Increasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,3393.18623575746
2033,Increasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2033,Increasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,1408.9602692428007
2033,Increasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,16075.539597249977
2033,Increasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,16075.539597249977
2033,Increasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,3244.8612732525175
2033,Increasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,3244.8612732525175
2033,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,16967.166153646405
2033,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,17909.786495515647
2033,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2033,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,35955.567295284476
2033,Increasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2033,Increasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,3388.4423823309767
2033,Increasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2033,Increasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,1379.9336120155779
2033,Increasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,15809.764956359117
2033,Increasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,15809.764956359117
2034,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,4250.611026548434
2034,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,4250.611026548434
2034,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,20506.04227835868
2034,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,21645.266849378608
2034,Decreasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2034,Decreasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,44111.80939400053
2034,Decreasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2034,Decreasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,4193.054432130801
2034,Decreasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2034,Decreasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,1793.9636988379182
2034,Decreasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,20933.694688067553
2034,Decreasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,20933.694688067553
2034,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,4184.060021532955
2034,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,4184.060021532955
2034,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,20592.872524021073
2034,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,21736.92099757781
2034,Decreasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2034,Decreasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,44142.596298712364
2034,Decreasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2034,Decreasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,4186.949469660453
2034,Decreasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2034,Decreasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,1756.6057925032183
2034,Decreasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,20590.942301500894
2034,Decreasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,20590.942301500894
2034,Increasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,4474.692008577648
2034,Increasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,4474.692008577648
2034,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,23227.366156537915
2034,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,24517.775387456677
2034,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2034,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,49444.02589207687
2034,Increasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2034,Increasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,4663.500959182131
2034,Increasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2034,Increasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,1937.4165239752483
2034,Increasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,22222.438654345922
2034,Increasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,22222.438654345922
2034,Increasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,4386.619627499684
2034,Increasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,4386.619627499684
2034,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,23342.93907387866
2034,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,24639.769022427474
2034,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0
2034,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,49484.96323686986
2034,Increasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0
2034,Increasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,4655.42716731789
2034,Increasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0
2034,Increasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,1887.691799134805
2034,Increasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,21766.414555090385
2034,Increasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,21766.414555090385
2035,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,5712.338745716773
2035,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,5712.338745716773
2035,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,29010.765708477655
2035,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,29010.765708477655
2035,Decreasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,59364.562328894026
2035,Decreasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,59364.562328894026
2035,Decreasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,5644.849911312615
2035,Decreasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,5644.849911312615
2035,Decreasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,2453.8478337167035
2035,Decreasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,2453.8478337167035
2035,Decreasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,28678.28614475587
2035,Decreasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,28678.28614475587
2035,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,5603.809032820798
2035,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,5603.809032820798
2035,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,29161.09961632214
2035,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,29161.09961632214
2035,Decreasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,59415.0001933073
2035,Decreasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,59415.0001933073
2035,Decreasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,5634.899342206232
2035,Decreasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,5634.899342206232
2035,Decreasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,2392.6604641666527
2035,Decreasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,2392.6604641666527
2035,Decreasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,28116.250625440254
2035,Decreasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,28116.250625440254
2035,Increasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,6066.987576704614
2035,Increasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,6066.987576704614
2035,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,33271.44128105741
2035,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,33271.44128105741
2035,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,67316.57755877182
2035,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,67316.57755877182
2035,Increasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,6349.00170231995
2035,Increasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,6349.00170231995
2035,Increasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,2678.779125642516
2035,Increasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,2678.779125642516
2035,Increasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,30705.50546246602
2035,Increasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,30705.50546246602
2035,Increasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,5921.11963516488
2035,Increasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,5921.11963516488
2035,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,33474.832010969054
2035,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,33474.832010969054
2035,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,67384.73573205213
