"State","Segment","Year","LIB_recycling","LIB_available","LIB_reuse_EV","LIB_new_add","EV_stock","LIB_recycling_vector","LIB_available_vector","LIB_reuse_vector","LIB_newadd_vector","EV_stock_vector"
"New Jersey","SUV",2042,80926,13330,10637,66844,1434081,"1093|1638|2387|3406|4756|6407|8205|9760|10566|9594|7998|6049|4019|2354|1260|629|258|348|149|39|10|1|0|0|0|0|0|0|0|0","0|845|958|1050|1123|1173|1184|1133|1030|890|705|546|835|619|441|293|179|89|142|69|20|5|1|0|0|0|0|0|0|0|0","0|846|958|1048|1122|1174|1184|1134|1226|693|706|546|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|730|1158|1766|2626|3812|5317|7035|8629|8783|8015|6734|5114|3326|1782|770|204|0|801|242|0|0|0|0|0|0|0|0|0|0|0","120209|120613|122907|121612|118794|115540|111176|105774|98660|89082|72727|60013|49196|37958|26801|17825|11255|5529|15324|9236|2902|826|94|15|8|3|0|0|0|0|0"
"New Jersey","SUV",2043,89608,14760,11622,73623,1512126,"1132|1677|2488|3572|4983|6740|8679|10461|11509|11382|9278|6958|4761|2889|1558|774|361|138|176|70|18|4|0|0|0|0|0|0|0|0","0|920|1051|1154|1221|1256|1255|1208|1108|970|840|636|974|739|533|359|222|125|57|82|37|10|3|0|0|0|0|0|0|0|0","0|920|1051|1152|1221|1258|1256|1208|1120|1267|534|635|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|727|1135|1784|2686|3913|5512|7367|9195|9544|9629|7896|5946|4081|2421|1165|407|16|0|199|0|0|0|0|0|0|0|0|0|0|0","120092|120177|120564|122829|121490|118607|115255|110747|105134|96809|86727|69937|56738|45425|33877|22783|14192|8245|3763|10708|5809|1715|448|45|7|4|2|0|0|0|0"
"New Jersey","SUV",2044,98084,16395,12746,80049,1585632,"1173|1738|2545|3721|5223|7059|9128|11062|12335|12360|11076|8070|5471|3420|1913|957|443|193|70|85|33|8|1|0|0|0|0|0|0|0","0|988|1175|1288|1361|1384|1360|1292|1184|1041|887|782|1123|852|632|437|273|155|80|33|44|18|5|1|0|0|0|0|0|0|0","0|989|1174|1289|1360|1384|1361|1293|1184|1177|1141|394|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|727|1132|1750|2713|4002|5658|7637|9627|10162|10433|9481|6975|4754|3003|1653|342|0|0|0|0|0|0|0|0|0|0|0|0|0|0","120158|120061|120130|120486|122705|121299|118315|114810|110076|103152|94219|83486|66184|52454|40683|29032|18371|10562|5654|2391|6709|3470|967|233|21|3|2|0|0|0|0"
"New Jersey","SUV",2045,106150,18460,14109,86575,1654267,"1212|1799|2634|3801|5434|7389|9552|11630|13042|13245|11995|9722|6348|3930|2265|1177|550|238|97|34|38|15|3|0|0|0|0|0|0|0","0|1112|1310|1469|1545|1564|1519|1420|1282|1120|954|808|1413|983|727|517|333|191|98|46|17|21|9|2|0|0|0|0|0|0|0","0|1112|1310|1469|1545|1564|1520|1421|1282|1135|1192|559|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|727|1131|1744|2661|4042|5787|7839|9980|10563|11059|10235|8377|5574|3499|2079|1073|205|0|0|0|0|0|0|0|0|0|0|0|0|0","120515|120127|120014|120052|120365|122512|121000|117856|114114|107925|100334|90628|79084|61237|47030|34996|23638|13901|7267|3626|1421|3991|1983|524|116|9|1|0|0|0|0"
"New Jersey","SUV",2046,113515,20933,15952,91698,1717035,"1255|1858|2724|3928|5541|7676|9988|12157|13701|13997|12821|10504|7631|4562|2602|1394|676|295|120|46|16|16|6|1|0|0|0|0|0|0","0|1348|1486|1670|1780|1793|1732|1601|1422|1224|1034|862|1481|1215|840|593|395|234|120|56|24|8|10|4|1|0|0|0|0|0|0","0|1348|1486|1671|1780|1792|1731|1601|1422|1226|1184|711|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|730|1131|1742|2652|3965|5845|8018|10245|10755|11463|10800|9002|6708|4108|2427|1380|648|79|0|0|0|0|0|0|0|0|0|0|0|0","121318|120484|120078|119937|119933|120176|122210|120533|117142|111689|104860|96403|85747|73250|54949|40498|28617|18103|9769|4669|2181|794|2271|1089|273|56|4|0|0|0|0"
"New Jersey","SUV",2047,120112,23751,18171,95497,1773179,"1290|1918|2809|4055|5712|7808|10352|12688|14298|14686|13538|11199|8258|5472|3022|1601|801|363|149|57|20|7|7|2|0|0|0|0|0|0","0|1566|1761|1899|2038|2067|1987|1828|1606|1362|1131|933|1570|1292|1026|688|453|277|148|69|29|12|4|4|1|0|0|0|0|0|0","0|1566|1760|1898|2037|2068|1986|1826|1606|1361|1134|929|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|734|1134|1743|2649|3951|5733|8098|10478|10858|11663|11158|9452|7167|4969|2861|1620|873|328|28|0|0|0|0|0|0|0|0|0|0|0","122678|121287|120435|120002|119816|119745|119879|121738|119803|114470|108294|100600|91068|79297|65813|47359|33156|22040|12937|6304|2815|1236|420|1245|579|138|26|1|0|0|0"
"New Jersey","SUV",2048,125877,26752,20613,98055,1822458,"1320|1969|2894|4174|5886|8028|10496|13113|14886|15295|14182|11772|8807|5928|3620|1861|920|430|183|70|26|10|3|3|1|0|0|0|0|0","0|1763|2006|2201|2306|2361|2280|2085|1823|1528|1249|1016|1660|1375|1101|832|526|318|176|86|37|15|5|1|1|1|0|0|0|0|0","0|1763|2007|2200|2306|2360|2280|2084|1822|1528|1248|1015|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|742|1142|1748|2650|3946|5713|7943|10582|10944|11771|11332|9719|7478|5275|3503|1935|1047|500|85|0|0|0|0|0|0|0|0|0|0|0","124466|122645|121237|120358|119881|119627|119450|119416|121001|116910|110787|103656|94851|84053|71114|56827|38829|25584|15879|8563|3811|1602|663|211|659|298|68|12|1|0|0"
"New Jersey","SUV",2049,130823,29791,23101,99678,1864837,"1348|2014|2965|4287|6042|8246|10756|13247|15340|15885|14740|12312|9254|6323|3926|2225|1068|494|216|87|32|11|3|1|1|0|0|0|0|0","0|1926|2219|2463|2620|2652|2583|2370|2057|1716|1385|1108|1789|1453|1173|898|633|369|202|102|45|18|6|2|1|1|0|0|0|0|0","0|1926|2220|2464|2622|2652|2583|2369|2057|1714|1386|1108|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|754|1155|1760|2659|3949|5706|7915|10381|10907|11870|11425|9839|7644|5462|3699|2425|1288|631|209|0|0|0|0|0|0|0|0|0|0|0","126422|124434|122597|121160|120239|119692|119331|118988|118693|117932|112979|105829|97487|87352|75213|61289|46720|30038|18495|10647|5291|2179|865|340|101|338|149|32|5|0|0"
"New Jersey","SUV",2050,134968,32705,25470,100509,1900338,"1369|2051|3029|4385|6190|8442|11012|13527|15436|16320|15268|12769|9664|6642|4187|2414|1277|573|249|103|40|15|5|1|0|0|0|0|0|0","0|2066|2389|2682|2886|2962|2874|2656|2309|1907|1530|1210|1923|1549|1239|958|685|442|235|116|53|22|8|3|1|0|0|0|0|0|0","0|2066|2390|2681|2886|2961|2873|2655|2309|1907|1532|1210|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|765|1172|1779|2676|3960|5710|7907|10344|10522|11840|11520|9899|7702|5542|3803|2556|1679|821|312|0|0|0|0|0|0|0|0|0|0|0","128136|126390|124384|122518|121039|120049|119397|118870|118268|115505|113816|107754|99321|89543|77976|64670|50298|36298|21809|12483|6612|3099|1186|446|166|47|168|72|15|2|0"
"New Mexico","Car",2020,2,0,0,2,2627,"0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","433|607|688|298|222|175|205|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2021,4,0,0,4,3328,"0|0|1|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","706|433|606|688|296|221|174|204|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2022,11,2,0,11,4257,"0|0|1|2|1|2|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|2|1|2|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","933|706|432|605|688|296|221|173|203|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2023,17,4,0,17,5255,"1|1|1|1|3|2|2|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|1|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1|1|1|1|3|2|2|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1005|933|706|433|605|686|296|221|172|201|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2024,28,10,0,28,6088,"1|1|1|1|3|5|3|3|4|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|1|2|1|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1|1|1|1|3|5|3|3|4|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","842|1005|933|705|431|604|686|295|219|171|197|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2025,37,14,3,34,9902,"0|1|1|1|1|4|6|4|5|5|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|1|1|1|2|2|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|1|1|1|1|4|6|4|5|5|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","3835|841|1005|932|704|431|602|683|293|217|168|193|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2026,60,22,6,54,14845,"2|1|1|2|3|3|6|10|6|7|7|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1|1|1|1|1|1|2|2|2|2|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|1|2|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|2|1|1|2|3|3|6|10|6|7|7|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","4972|3833|841|1004|930|703|430|601|679|290|214|164|186|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2027,88,30,11,77,21288,"4|4|1|2|3|4|4|8|15|9|9|10|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|2|2|1|1|1|1|1|2|3|2|2|5|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1|1|0|0|0|0|2|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|4|4|1|2|3|4|4|8|14|8|9|10|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","6491|4971|3832|841|1002|929|701|428|597|672|284|209|158|176|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2028,131,44,17,112,28858,"4|5|6|2|4|6|6|7|13|21|13|13|12|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|2|2|2|2|1|1|2|2|3|5|3|6|5|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1|1|1|0|1|2|1|2|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|4|5|6|2|4|6|6|7|12|20|12|13|10|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","7642|6489|4970|3830|839|1001|927|698|426|591|661|277|201|148|162|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2029,184,63,29,151,37772,"5|6|7|10|3|6|9|10|9|19|31|18|17|15|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|2|2|3|3|2|2|2|2|2|4|7|9|7|7|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|3|3|2|2|1|2|4|2|4|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|5|6|7|10|3|6|9|10|6|16|28|16|15|8|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","9028|7640|6486|4965|3827|838|998|923|694|419|579|644|266|190|135|142|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2030,252,96,36,209,47731,"6|7|10|12|15|6|10|13|15|13|26|43|23|20|16|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|4|3|4|4|4|2|3|4|4|4|6|20|10|9|7|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|4|4|4|3|4|2|2|4|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|6|7|10|12|15|6|10|13|11|9|22|38|18|16|11|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0","10124|9026|7636|6481|4960|3821|837|995|917|683|409|561|619|249|173|119|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2031,334,131,53,269,58424,"6|10|12|16|19|23|8|14|20|22|19|37|54|27|20|14|13|0|0|0|0|0|0|0|0|0|0|0|0|0","0|6|6|5|4|5|6|3|4|5|5|4|18|25|12|9|7|7|0|0|0|0|0|0|0|0|0|0|0|0|0","0|5|5|6|6|6|6|2|3|9|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|6|9|12|16|19|23|8|14|15|17|13|30|44|18|15|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0","10933|10120|9022|7631|6475|4952|3811|834|989|904|668|394|537|582|224|153|99|94|0|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2032,437,173,78,343,69954,"7|11|15|19|25|30|35|12|22|29|32|26|47|62|27|18|11|9|0|0|0|0|0|0|0|0|0|0|0|0","0|7|8|7|8|7|8|9|4|6|6|7|13|22|29|13|9|5|5|0|0|0|0|0|0|0|0|0|0|0|0","2|7|7|7|7|8|8|8|3|5|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2","0|7|10|14|19|25|30|35|12|16|22|24|18|36|48|16|8|3|0|0|0|0|0|0|0|0|0|0|0|0|0","11861|10930|10117|9016|7624|6466|4940|3797|829|974|884|646|373|502|531|192|129|77|68|0|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2033,560,225,106,431,82650,"7|11|16|23|30|39|46|54|18|31|42|43|33|54|63|24|13|7|6|0|0|0|0|0|0|0|0|0|0|0","0|9|10|10|9|10|11|12|13|5|8|9|22|16|25|30|12|7|4|3|0|0|0|0|0|0|0|0|0|0|0","2|9|8|10|10|10|11|14|9|7|10|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2","0|7|11|16|22|30|38|46|54|11|23|30|31|21|38|36|12|5|0|0|0|0|0|0|0|0|0|0|0|0|0","13143|11857|10926|10110|9007|7612|6448|4922|3773|815|951|853|613|344|453|464|157|100|55|46|0|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2034,720,283,143,547,95440,"9|12|17|25|35|46|60|70|82|27|45|57|54|38|55|55|18|9|4|2|0|0|0|0|0|0|0|0|0|0","0|12|12|12|13|13|13|15|16|18|6|10|25|26|19|26|28|10|5|2|2|0|0|0|0|0|0|0|0|0|0","0|12|13|11|12|12|14|16|27|11|11|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|8|12|17|25|35|45|60|70|71|16|33|43|39|21|32|15|5|0|0|0|0|0|0|0|0|0|0|0|0|0","13373|13139|11853|10919|10100|8993|7594|6423|4891|3728|792|920|812|571|304|390|383|118|72|38|29|0|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2035,938,360,192,700,108127,"8|13|20|27|40|55|71|92|106|121|38|61|70|63|39|49|44|13|6|2|0|0|0|0|0|0|0|0|0|0","0|11|14|14|16|16|17|20|22|24|28|9|28|33|29|19|25|23|7|3|2|0|0|0|0|0|0|0|0|0|0","0|12|16|16|14|16|17|18|22|43|14|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|8|13|18|27|39|54|70|91|93|105|23|44|51|40|9|7|8|0|0|0|0|0|0|0|0|0|0|0|0|0","13447|13369|13134|11844|10907|10084|8971|7564|6384|4833|3659|760|873|755|510|254|313|288|84|50|24|18|0|0|0|0|0|0|0|0|0"
"New Mexico","Car",2036,1224,443,255,913,120592,"9|14|21|30|43|61|84|109|139|156|173|52|77|82|62|34|38|30|8|2|0|0|0|0|0|0|0|0|0|0","0|12|15|16|18|20|20|22|26|32|35|40|24|36|37|31|17|20|16|4|2|0|0|0|0|0|0|0|0|0|0","0|12|14|18|18|18|21|24|28|41|55|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|8|13|21|29|42|60|83|108|125|140|150|32|54|38|6|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0","13434|13443|13363|13126|11833|10891|10059|8936|7518|6312|4748|3559|718|810|677|432|192|226|202|56|32|16|10|0|0|0|0|0|0|0|0"
"New Mexico","Car",2037,1610,595,304,1238,132839,"9|14|22|33|47|66|94|128|164|205|223|235|64|89|83|57|28|26|18|4|1|0|0|0|0|0|0|0|0|0","0|13|16|19|20|22|24|27|32|38|45|49|109|30|41|39|28|15|14|10|3|1|0|0|0|0|0|0|0|0|0","0|13|16|18|21|22|24|27|46|46|55|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|8|13|21|33|45|66|94|127|148|185|200|202|39|57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13448|13430|13437|13355|13114|11814|10865|10021|8882|7434|6203|4625|3416|659|726|578|339|133|154|134|36|21|9|6|0|0|0|0|0|0|0"
"New Mexico","Car",2038,2105,800,361,1644,144833,"9|14|23|34|52|72|102|144|193|242|292|304|295|75|91|74|44|19|15|10|1|0|0|0|0|0|0|0|0|0","0|20|19|21|23|24|28|30|36|45|54|65|137|136|35|43|37|23|10|8|5|1|0|0|0|0|0|0|0|0|0","0|18|19|21|22|25|27|30|41|78|68|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|8|13|21|33|51|71|101|143|173|218|262|269|237|41|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13521|13444|13424|13428|13341|13093|11784|10823|9960|8780|7305|6042|4445|3216|584|620|461|239|88|102|87|23|13|5|4|0|0|0|0|0|0"
"New Mexico","Car",2039,2714,1080,436,2142,156568,"9|14|22|35|53|80|112|157|217|286|344|398|381|338|76|81|57|29|11|9|5|0|0|0|0|0|0|0|0|0","0|29|26|24|27|28|31|34|42|50|63|78|180|172|158|37|40|30|17|7|4|3|0|0|0|0|0|0|0|0|0","0|29|27|26|26|28|31|37|42|85|96|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|8|13|21|33|52|79|109|154|185|253|308|353|332|242|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13706|13517|13438|13416|13415|13321|13062|11738|10757|9837|8625|7115|5808|4190|2947|489|496|330|159|56|65|54|15|7|3|2|0|0|0|0|0"
"New Mexico","Car",2040,3426,1444,529,2709,167987,"10|15|22|35|54|82|125|170|236|320|406|471|500|436|345|68|63|39|18|5|4|2|0|0|0|0|0|0|0|0","0|46|41|36|33|33|35|39|46|56|72|91|217|226|202|165|34|32|21|10|4|3|2|0|0|0|0|0|0|0|0","0|47|40|36|33|33|35|43|49|83|114|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|9|14|21|33|51|79|121|167|184|274|359|414|436|368|179|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13989|13702|13512|13429|13402|13393|13288|13011|11667|10609|9653|8395|6840|5478|3842|2597|378|355|220|102|35|40|33|9|4|2|1|0|0|0|0"
"New Mexico","Car",2041,4191,1885,663,3281,179077,"10|15|23|35|54|83|127|189|256|347|456|554|590|570|445|308|52|42|23|9|2|1|0|0|0|0|0|0|0|0","0|72|62|53|47|42|42|44|52|63|79|103|254|271|264|213|153|28|23|13|5|1|1|0|0|0|0|0|0|0|0","0|73|63|54|46|42|42|46|70|86|118|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|9|14|21|33|52|80|124|186|178|275|389|482|511|485|355|87|0|0|0|0|0|0|0|0|0|0|0|0|0|0","14423|13985|13698|13503|13416|13381|13360|13236|12933|11485|10390|9383|8062|6448|5028|3393|2177|262|237|139|63|22|25|20|6|3|1|1|0|0|0"
"New Mexico","Car",2042,4992,2403,840,3814,189761,"11|16|24|36|55|85|129|193|285|377|493|620|696|674|583|398|239|36|24|12|5|1|0|0|0|0|0|0|0|0","0|104|93|80|67|58|53|53|58|72|88|112|287|318|314|278|198|125|19|14|8|3|1|0|0|0|0|0|0|0|0","0|105|94|79|67|58|52|52|59|128|122|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|9|14|22|34|52|80|124|189|173|274|399|525|596|568|470|281|4|0|0|0|0|0|0|0|0|0|0|0|0|0","14964|14419|13980|13690|13490|13396|13348|13308|13157|12706|11223|10077|8995|7593|5915|4448|2854|1709|172|150|85|39|12|15|12|3|1|0|0|0|0"
"New Mexico","Car",2043,5779,2972,1061,4280,199874,"12|17|25|37|57|86|130|196|291|418|538|672|780|796|688|520|310|162|22|14|6|2|0|0|0|0|0|0|0|0","0|139|129|114|96|81|70|63|68|78|98|128|318|358|369|330|260|161|88|12|8|3|1|0|0|0|0|0|0|0|0","0|139|130|114|95|80|69|64|66|79|205|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|9|15|22|34|52|81|124|190|144|278|405|544|652|664|551|386|129|0|0|0|0|0|0|0|0|0|0|0|0|0","15540|14959|14414|13971|13676|13470|13363|13297|13228|12894|12391|10857|9637|8455|6958|5231|3752|2255|1229|108|93|50|22|7|9|7|2|1|0|0|0"
"New Mexico","Car",2044,6506,3560,1312,4667,209303,"13|18|27|40|59|87|131|197|294|427|592|732|842|892|812|614|404|209|96|11|6|3|0|0|0|0|0|0|0|0","0|176|168|151|130|108|92|82|78|86|105|134|356|391|415|389|307|211|114|54|7|4|2|0|0|0|0|0|0|0|0","0|176|167|152|131|110|91|80|78|86|140|101|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|10|15|23|34|53|80|124|189|109|247|423|561|681|730|648|454|253|33|0|0|0|0|0|0|0|0|0|0|0|0","16111|15536|14954|14405|13957|13654|13435|13311|13216|12928|12538|11960|10353|9034|7734|6150|4412|2983|1645|808|65|55|29|13|4|5|4|1|0|0|0"
"New Mexico","Car",2045,7170,4128,1581,4925,217980,"13|19|28|41|61|90|134|199|297|431|605|801|917|964|909|725|477|274|125|51|5|3|1|0|0|0|0|0|0|0","0|212|205|190|168|141|118|101|94|96|113|140|365|432|451|435|362|249|149|71|30|3|2|1|0|0|0|0|0|0|0","0|212|206|190|167|142|118|102|93|97|148|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|10|16|24|35|54|82|124|190|73|211|395|601|716|769|713|535|302|75|0|0|0|0|0|0|0|0|0|0|0|0","16600|16106|15530|14945|14390|13935|13621|13383|13231|12880|12533|12066|11384|9682|8244|6821|5186|3511|2206|1111|512|39|32|17|8|3|3|2|0|0|0"
"New Mexico","Car",2046,7750,4668,1844,5134,225854,"14|19|31|43|63|92|138|204|298|432|611|817|1006|1047|982|811|562|322|163|66|25|3|1|0|0|0|0|0|0|0","0|239|242|226|203|175|148|125|110|110|121|146|378|457|493|471|405|294|176|92|39|16|1|1|0|0|0|0|0|0|0","0|238|240|226|203|176|147|124|112|109|136|133|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|10|16|25|36|55|84|126|191|47|176|362|578|775|815|756|593|362|126|1|0|0|0|0|0|0|0|0|0|0|0","16995|16595|16100|15521|14929|14367|13901|13568|13302|12869|12451|12025|11450|10627|8814|7255|5743|4131|2607|1500|729|314|23|18|9|4|1|2|2|0|0"
"New Mexico","Car",2047,8256,5156,2098,5282,232880,"14|21|32|46|66|97|141|208|303|436|613|822|1026|1152|1066|877|631|380|192|88|33|11|1|0|0|0|0|0|0|0","0|263|267|258|235|206|176|150|130|124|131|154|384|470|531|514|438|329|208|109|52|19|7|1|0|0|0|0|0|0|0","6|256|267|260|235|206|176|148|130|123|131|154|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6","0|11|17|25|38|58|86|129|193|30|150|327|550|761|890|807|630|405|174|1|0|0|0|0|0|0|0|0|0|0|0","17248|16990|16589|16090|15506|14906|14332|13847|13486|12920|12414|11911|11378|10659|9659|7742|6096|4574|3080|1777|990|465|188|13|10|5|2|1|1|0|0"
"New Mexico","Car",2048,8678,5577,2330,5374,239066,"14|22|33|48|69|101|149|215|309|442|617|823|1033|1175|1177|952|680|426|226|103|44|15|5|0|0|0|0|0|0|0","0|282|291|282|263|234|202|172|149|138|142|162|389|474|544|560|476|356|232|128|61|26|10|4|0|0|0|0|0|0|0","11|273|292|283|263|232|200|171|150|140|143|161|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11","0|11|17|26|40|60|90|133|197|17|127|304|521|741|885|887|675|429|200|14|0|0|0|0|0|0|0|0|0|0|0","17371|17243|16984|16579|16073|15482|14870|14276|13764|13086|12439|11850|11240|10566|9667|8476|6496|4845|3411|2119|1174|638|292|111|7|6|3|1|0|0|0"
