"State","Year","add_BEV","add_PHEV","add_ICE","ret_ICE","ret_BEV","ret_PHEV","Growth_from_pop","exp_ICE","exp_BEV","exp_PHEV","ret_EV","Demand_total","Export_All"
"Arizona",2023,30636.7855434262,6430.38304517568,254068,296046.684075578,67,28,0,24786.0078487489,5.60946166666817,2.34425263681655,95,291135.168588602,24793.9615630524
"Arizona",2024,34571.6525899187,7402.58337981037,249480,291248.052084968,107,50,0,26344.3789630859,9.67851468489076,4.52267041350036,157,291454.235969729,26358.5801481843
"Arizona",2025,29716.0860839684,6035.3725075085,297491.12835554,286937.347854201,178,74,46053.2390928162,22577.0390750107,14.0055415769504,5.82252852075468,252,333242.586947017,22596.8671451084
"Arizona",2026,39156.4895641873,7929.23496290772,282880.956440908,283384.441875186,357,172,46053.2390928169,22297.4864210327,28.0897659717489,13.5334446698622,529,329966.680968003,22339.1096316743
"Arizona",2027,51370.2055168789,11441.9084077974,264512.422395464,280379.297227324,610,282,46053.2390928162,22061.0331720979,47.996518887302,22.1885546331462,892,327324.53632014,22131.2182456183
"Arizona",2028,63559.0641743216,11893.0704303202,249921.879900107,277886.775411932,967,467,46053.2390928162,21864.9145321152,76.086284859051,36.7448759350329,1434,325374.014504749,21977.7456929093
"Arizona",2029,75567.8670757695,15330.9013006733,233173.246595312,275861.775878938,1467,690,46053.2390928169,21705.5818627183,115.427693783069,54.2911443151449,2157,324072.014971755,21875.3007008165
"Arizona",2030,88025.226785865,17201.6784622184,218329.187635608,274204.853790875,2329,969,46053.2390928162,21575.2105638748,183.252282768076,76.243650494747,3298,323556.092883692,21834.7064971377
"Arizona",2031,101109.66090172,21212.3861115617,199126.619538134,272812.619069276,3385,1216,44035.0474821397,21465.6656128735,266.341338415602,95.678306503212,4601,321448.666551416,21827.6852577923
"Arizona",2032,113711.170626778,25078.6066209133,183034.708363544,271551.438129095,4758,1480,44035.0474821397,21366.4323426839,374.372847320956,116.450570415093,6238,321824.485611235,21857.2557604199
"Arizona",2033,133812.71452137,27760.6281544361,161472.600442284,270320.89563595,6780,1910,44035.0474821397,21269.6097918415,533.469505009685,150.284182089749,8690,323045.94311809,21953.3634789409
"Arizona",2034,145207.189243239,28756.9875912744,151085.336617111,268997.465969484,9599,2418,44035.0474821397,21165.4786164602,755.276368523299,190.255053556551,12017,325049.513451624,22111.0100385401
"Arizona",2035,155789.203751788,29234.4989959348,142949.677896936,267533.33316252,13296,3109,44035.0474821397,21050.2765215045,1046.16674610749,244.624880689544,16405,327973.380644659,22341.0681483015
"Arizona",2036,165664.432419221,29494.687863283,136306.053087363,265859.125887727,17623,3948,44035.0474821397,20918.5451754622,1386.62729893594,310.639764864047,21571,331465.173369867,22615.8122392622
"Arizona",2037,174299.777376187,29460.4839544282,130834.305314379,263906.519162854,21891,4762,44035.0474821397,20764.9085762001,1722.44556551136,374.687578592348,26653,334594.566644994,22862.0417203038
"Arizona",2038,182305.650560347,29295.3299913666,126488.365101316,261606.29817089,26757,5691,44035.0474821397,20583.9207068792,2105.3161571599,447.783916373174,32448,338089.345653029,23137.0207804122
"Arizona",2039,189872.0175427,29106.1386618702,123089.948335003,258887.057057434,32318,6828,44035.0474821397,20369.9631536642,2542.87130721283,537.246280266391,39146,342068.104539573,23450.0807411434
"Arizona",2040,196875.790742827,28910.3272716506,120713.25199169,255676.322524028,38756,8032,44035.0474821397,20117.3335132139,3049.43128851849,631.980392955426,46788,346499.370006168,23798.7451946878
"Arizona",2041,201203.734847164,28421.5612655247,117585.912571195,251963.007636532,46266,9503,39479.2010473527,19825.1594343086,3640.33925055724,747.722818009888,55769,347211.208683884,24213.2215028757
"Arizona",2042,208327.806262059,28383.4066890607,116537.524601399,247614.536505165,54991,11164,39479.2010473534,19483.0094723618,4326.84683628136,878.414978455476,66155,353248.737552518,24688.2712870986
"Arizona",2043,215551.553017087,28420.6239173615,116168.047204952,242594.023092048,64915,13152,39479.201047352,19087.9813299739,5107.69512060527,1034.83642033737,78067,360140.2241394,25230.5128709166
"Arizona",2044,222912.474165655,28497.6441289807,116212.356101155,236892.273348437,75817,15434,39479.2010473534,18639.3515934822,5965.49520078456,1214.39061066659,91251,367622.47439579,25819.2374049334
"Arizona",2045,230455.171029432,28641.428715092,116721.748608663,230542.147305833,87912,17885,39479.2010473534,18139.70578276,6917.16388265655,1407.24219721213,105797,375818.348353187,26464.1118626287
"Arizona",2046,238046.316496109,28756.9858780853,117090.421290202,223613.522617045,100470,20331,39479.201047352,17594.5420684346,7905.26270919219,1599.70036966842,120801,383893.723664397,27099.5051472952
"Arizona",2047,245409.504352429,28873.136977314,117194.941572869,216194.381855259,113202,22602,39479.2010473534,17010.7831672861,8907.05234603339,1778.38904900131,135804,391477.582902612,27696.2245623208
"Arizona",2048,252060.243679394,28920.8399698245,117270.562148187,208426.444750052,125766,24580,39479.2010473534,16399.5799869821,9895.62326947611,1934.02366270473,150346,398251.645797406,28229.226919163
"Arizona",2049,257946.965825287,28917.514720687,117048.255329011,200448.534827632,137820,26165,39479.201047352,15771.8555537483,10844.0659558163,2058.73592899387,163985,403912.735874984,28674.6574385585
