"State","Segment","Year","ret_ICE","ret_BEV","ret_PHEV","ret_EV","Growth_seg","add_BEV","add_PHEV","add_ICE","Demand_total","exp_ICE","exp_BEV","exp_PHEV"
"Delaware","SUV",2048,17752.9637120564,4931,952,5883,2452.93902790931,16392.7176923749,1896.66941512671,7799.51563246413,26088.9027399657,1396.25449346978,387.818677431519,74.8739365067545
"Delaware","SUV",2049,17093.1030478066,5408,1017,6425,2452.93902790942,16499.4934771176,1863.71298955288,7607.83560904557,25971.042075716,1344.35705074043,425.334294777866,79.9861275497577
"Delaware","SUV",2050,16427.6191244556,5842,1068,6910,2452.93902790931,16551.4215703511,1825.27797250206,7413.85860951168,25790.5581523649,1292.01734378323,459.468001126533,83.997231291191
"District of Columbia","Car",2020,9750.38015429833,0,0,0,0,299.143782510551,91.8977119784657,7844,8235.04149448902,642.825799294759,0,0
"District of Columbia","Car",2021,9872.12897665396,0,0,0,0,486.14652090209,137.741484494154,7994,8617.88800539624,754.683850967395,0,0
"District of Columbia","Car",2022,9994.83107990598,1,1,2,0,690.401220161323,83.3536151718688,7418,8191.75483533319,769.466020891198,0.0769863957419114,0.0769863957419114
"District of Columbia","Car",2023,10110.2386651826,3,1,4,0,732.255125284738,55.766064871481,7605,8393.02119015622,845.574504586085,0.250906392793095,0.0836354642643651
"District of Columbia","Car",2024,10216.1024811238,6,5,11,0,594.084282460137,65.9189871481028,7468,8128.00326960824,922.892264239287,0.54202212592004,0.451685104933366
"District of Columbia","Car",2025,10304.6631816152,9,6,15,1847.43902698203,2276.0617599698,400.483162730682,9490.55728589673,12167.1022085972,810.452412587969,0.70784183672352,0.47189455781568
"District of Columbia","Car",2026,10379.5113172972,18,8,26,1847.43902698203,3639.77922756309,648.719296480813,7964.45182023528,12252.9503442792,816.339150569797,1.41568367344704,0.62919274375424
"District of Columbia","Car",2027,10417.62033145,25,13,38,1847.43902698206,4386.44000701077,903.817780128068,7012.80157129324,12303.0593584321,819.336389966874,1.966227324232,1.02243820860064
