"Year","Metric","Tonnes"
2040,"Cell Manufacturing",7.59000782566356
2040,"Decreasing Batt Cap Cell Manufacturing",5.12865965489295
2040,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",2.38183695823009
2040,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",2.16139960677197
2040,"Black Mass",0.91838736185
2040,"Refining",1.402880881403
2041,"LIB Demand (Increasing Batt Cap - Benchmark Chemistry)",12.8611315263382
2041,"LIB Demand (Decreasing Batt Cap - Benchmark Chemistry)",8.86752220168404
2041,"Pack Manufacturing",12.255144827105
2041,"Decreasing Batt Cap Pack Manufacturing",8.26912941696353
2041,"Cell Manufacturing",7.73667719123048
2041,"Decreasing Batt Cap Cell Manufacturing",5.22030427662172
2041,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",2.93308615358181
2041,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",2.60096053084247
2041,"Black Mass",0.91838736185
2041,"Refining",1.402880881403
2042,"LIB Demand (Increasing Batt Cap - Benchmark Chemistry)",13.2104074330503
2042,"LIB Demand (Decreasing Batt Cap - Benchmark Chemistry)",9.07478473266745
2042,"Pack Manufacturing",12.5987221164903
2042,"Decreasing Batt Cap Pack Manufacturing",8.47096337141466
2042,"Cell Manufacturing",7.95357765350274
2042,"Decreasing Batt Cap Cell Manufacturing",5.34772212225699
2042,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",3.54701876067127
2042,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",3.06723809888231
2042,"Black Mass",0.91838736185
2042,"Refining",1.402880881403
2043,"LIB Demand (Increasing Batt Cap - Benchmark Chemistry)",13.5645090073182
2043,"LIB Demand (Decreasing Batt Cap - Benchmark Chemistry)",9.28593681912327
2043,"Pack Manufacturing",12.9466190883348
2043,"Decreasing Batt Cap Pack Manufacturing",8.67618267627414
2043,"Cell Manufacturing",8.17320513281362
2043,"Decreasing Batt Cap Cell Manufacturing",5.47727714078235
2043,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",4.2215654953054
2043,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",3.55514263520363
2043,"Black Mass",0.91838736185
2043,"Refining",1.402880881403
2044,"LIB Demand (Increasing Batt Cap - Benchmark Chemistry)",13.9124643704256
2044,"LIB Demand (Decreasing Batt Cap - Benchmark Chemistry)",9.49178503528908
2044,"Pack Manufacturing",13.2887659068208
2044,"Decreasing Batt Cap Pack Manufacturing",8.8764925669206
2044,"Cell Manufacturing",8.38920253830964
2044,"Decreasing Batt Cap Cell Manufacturing",5.60373284440772
2044,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",4.94751548859738
2044,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",4.05678354335235
2044,"Black Mass",0.91838736185
2044,"Refining",1.402880881403
2045,"LIB Demand (Increasing Batt Cap - Benchmark Chemistry)",14.2296253920325
2045,"LIB Demand (Decreasing Batt Cap - Benchmark Chemistry)",9.67680877052477
2045,"Pack Manufacturing",13.601196314576
2045,"Decreasing Batt Cap Pack Manufacturing",9.0570369495511
2045,"Cell Manufacturing",8.58643996337709
2045,"Decreasing Batt Cap Cell Manufacturing",5.7177105759489
2045,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",5.71811312792148
2045,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",4.56658610854542
2045,"Black Mass",0.91838736185
2045,"Refining",1.402880881403
2046,"LIB Demand (Increasing Batt Cap - Benchmark Chemistry)",14.523702738301
2046,"LIB Demand (Decreasing Batt Cap - Benchmark Chemistry)",9.84777487020214
2046,"Pack Manufacturing",13.8908227147526
2046,"Decreasing Batt Cap Pack Manufacturing",9.22378620121825
2046,"Cell Manufacturing",8.76928121052979
2046,"Decreasing Batt Cap Cell Manufacturing",5.82297943651551
2046,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",6.53073897081572
2046,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",5.0820102435977
2046,"Black Mass",0.91838736185
2046,"Refining",1.402880881403
2047,"LIB Demand (Increasing Batt Cap - Benchmark Chemistry)",14.79031774958
2047,"LIB Demand (Decreasing Batt Cap - Benchmark Chemistry)",10.0054667034786
2047,"Pack Manufacturing",14.1523579308453
2047,"Decreasing Batt Cap Pack Manufacturing",9.37660535854191
2047,"Cell Manufacturing",8.93438848340122
2047,"Decreasing Batt Cap Cell Manufacturing",5.91945422367869
2047,"EoL Batteries (Increasing Batt Cap - Benchmark Chemistry)",7.36563690882575
2047,"EoL Batteries (Decreasing Batt Cap - Benchmark Chemistry)",5.59068108287177
2047,"Black Mass",0.91838736185
2047,"Refining",1.402880881403
2048,"LIB Demand (Increasing Batt Cap - Benchmark Chemistry)",15.050286272695
2048,"LIB Demand (Decreasing Batt Cap - Benchmark Chemistry)",10.1703173507568
2048,"Pack Manufacturing",14.4038371102944
