"Year","State_Province","Add_LIB_proj_tonnes","Add_LIB_15_tonnes","Add_LIB_proj_LFP_tonnes","Add_LIB_15_LFP_tonnes","Country","Tonnes_Scrap_proj_down","Tonnes_Scrap_15_down","Tonnes_Prod_proj_down","Tonnes_Prod_15_down","Tonnes_Scrap_proj_mid","Tonnes_Scrap_15_mid","Tonnes_Prod_proj_mid","Tonnes_Prod_15_mid","Cumulative_black_mass_cap","Cumulative_refining_cap","Recycle_Batt_15","Recycle_Batt_15_LFP","Recycle_Batt_Proj","Recycle_Batt_Proj_LFP"
2050,"NE",71185.1816583129,48407.4783831909,74636.1979995076,50254.271948559,"US",0,0,0,0,0,0,0,0,0,0,29811.3448873531,30624.119673764,40341.9009337393,41763.7614899486
2050,"NH",51028.8209320318,34192.0586346712,53600.8724991737,35578.3050649928,"US",3.47075380034393,3.06971069532418,109.667452008234,72.5580742493763,0,0,0,0,0,0,21842.7829562526,22489.7762599335,30074.6856890148,31197.3348229685
2050,"NJ",422133.752063098,274658.819275835,444789.059682583,286927.537730326,"US",0,0,0,0,0,0,0,0,500,500,188385.825585546,194922.576150328,270500.611513913,281751.259807899
2050,"NL",24476.9343747173,15763.5043279104,25779.0607664654,16451.9479981031,"CA",0,0,0,0,0,0,0,0,0,0,11144.0765095244,11518.210508,16092.5903158002,16751.5009348295
2050,"NM",72939.8236571415,49035.5599704409,76579.2185947883,50991.3890198862,"US",0,0,0,0,0,0,0,0,0,0,36181.9934115439,37318.9439314613,50690.5783884834,52651.720245361
2050,"NS",49427.7912161535,33408.2245537664,51861.5711140756,34713.7540136057,"CA",0,0,0,0,0,0,0,0,0,0,22421.8467743305,23106.880065127,31185.5697831291,32374.288468272
2050,"NT",1865.59495975731,1231.24726687368,1958.50627518382,1279.48177689862,"CA",0,0,0,0,0,0,0,0,0,0,814.661634458017,840.643524696302,1174.38633547711,1221.14416443508
2050,"NU",607.763251639451,607.763251639451,607.763251639451,607.763251639451,"CA",0,0,0,0,0,0,0,0,0,0,366.753952268463,366.753952268463,366.753952268463,366.753952268463
2050,"NV",132253.595549832,91169.0977635853,138591.768788939,94613.7094224926,"US",57267.4377056748,50650.226472849,1809512.95813586,1197208.22511471,3687.34765677635,3377.83609227888,90986.2906819496,60198.2622381028,216075,216075,53320.1820847401,54791.7876780858,71712.3773758659,74249.3544836849
2050,"NY",712219.352784635,480359.189306456,747547.353343741,499357.389158006,"US",11279.9498511178,9976.55975980359,356419.219026761,235813.741310473,195.94601074657,179.498536304675,4835.02027778476,3198.94147159,10120,120,334153.519070715,344368.464840339,464572.717606908,482279.934980986
2050,"OH",359377.141629278,248145.133559256,376464.903290348,257398.8779539,"US",32010.762300572,28311.9417429749,1011462.90987194,669203.118801998,29213.7688749431,26761.5999581515,720857.56868791,476933.092127964,17600,54005.69026,163630.671682498,168021.555911169,218943.37638172,226527.895139941
