"Year","State_Province","Tonnes_Scrap_proj_down","Tonnes_Scrap_15_down","Tonnes_Prod_proj_down","Tonnes_Prod_15_down","Tonnes_Scrap_proj_mid","Tonnes_Scrap_15_mid","Tonnes_Prod_proj_mid","Tonnes_Prod_15_mid"
2041,"AZ",6640.76347179165,5724.44541445698,182311.863425089,123014.490173591,19615.2798448001,17675.2383303417,414946.483841806,279984.139266384
2042,"AZ",6692.60347415168,5791.57085438725,187423.040546378,126017.043375333,19725.0362289323,17817.3572584788,426579.654250616,286818.027474229
2043,"AZ",6742.29167704814,5856.62009477404,192598.478789802,129069.958245583,19830.2367928919,17955.0804276603,438359.084623954,293766.540133137
2044,"AZ",6788.62111089076,5917.21244823881,197688.375720696,132049.83893581,19928.3261236396,18083.3674129919,449943.820772842,300548.825122431
2045,"AZ",6828.89068569975,5969.52934264947,202336.200828609,134735.680946873,20013.585435375,18194.1334796996,460522.390097994,306661.870525551
2046,"AZ",6864.60304787255,6016.02945848785,206644.78546455,137216.301716767,20089.1961522434,18292.584180776,470328.839395537,312307.827112658
2047,"AZ",6895.59571213438,6057.19259349191,210535.475723198,139489.693482576,20154.8142581296,18379.7353507589,479184.150356729,317482.125163781
2048,"AZ",6924.33530013182,6097.99022129361,214276.568828567,141818.470127351,20215.6621191722,18466.1126637379,487698.974354649,322782.480621997
2049,"AZ",6947.29253390508,6130.77766335323,217361.855926856,143747.138459439,20264.2674982987,18535.5306984906,494721.167036057,327172.179283739
2050,"AZ",6967.53825419043,6162.44422086329,220157.40990653,145660.334055623,20307.1320228263,18602.5755806663,501083.919697693,331526.661601146
2025,"CA",11749.470043394,11749.470043394,223239.930824486,223239.930824486,1854.17847016076,1804.67302385557,16246.3141786599,15500.8411099858
2026,"CA",23237.6809699143,23237.6809699143,441515.938428371,441515.938428371,1945.86806260855,1871.44804569916,20731.4361753889,18890.5843778432
2027,"CA",23237.6809699143,23237.6809699143,441515.938428371,441515.938428371,1267.77680533228,1267.77680533228,11773.3134132625,11773.3134132625
2028,"CA",24088.6595570639,24088.6595570639,457684.531584215,457684.531584215,1381.53703767706,1192.88063297249,14289.9733096868,11983.1670637884
2029,"CA",24088.6595570639,24088.6595570639,457684.531584215,457684.531584215,1093.77371169444,1093.77371169444,11947.3165069004,11947.3165069004
2030,"CA",24088.6595570639,24088.6595570639,457684.531584215,457684.531584215,1111.99234949484,1006.77216487552,13438.8440212848,12034.3180537193
2031,"CA",24088.6595570639,24088.6595570639,457684.531584215,457684.531584215,1247.45566216327,1006.77216487552,15815.1620724183,12034.3180537193
2032,"CA",27302.544681799,24088.6595570639,528149.748473063,457684.531584215,1349.91938005014,1113.40376297384,18257.0237077496,13459.9160252516
