"Year","State_Province","Add_LIB_proj_tonnes","Add_LIB_15_tonnes","Tonnes_Prod_proj_down","Tonnes_Prod_15_down","Tonnes_Prod_proj_mid","Tonnes_Prod_15_mid","Recycle_Batt_Proj","Recycle_Batt_15","Cumulative_black_mass_cap","Cumulative_refining_cap"
2025,"AB",16118.8547947586,15219.459844111,0,0,0,0,21.9542356197785,21.9542356197785,0,0
2025,"AK",1841.24796149439,1771.355024018,0,0,0,0,5.44705106384826,5.44705106384826,0,0
2025,"AL",13735.344748561,13191.3048394842,133390.893535707,133390.893535707,0,0,17.8073838765155,17.8073838765155,0,0
2025,"AR",7450.21411934759,7161.744416506,0,0,0,0,10.8871466371202,10.8871466371202,0,0
2025,"AZ",21442.6779591566,20572.8663028964,36379.3346006475,36379.3346006475,0,0,89.0628055884012,89.0628055884012,9100,0
2025,"BC",16170.8390526833,15304.6295659717,0,0,0,0,115.961851810543,115.961851810543,0,0
2025,"CA",225214.59858651,213310.386616803,223239.930824486,223239.930824486,16246.3141786599,15500.8411099858,1457.52300336714,1457.52300336714,45823.36185,45823.36185
2025,"CO",32166.4910085496,30574.1297108919,0,0,2509.72927579711,2394.56865756732,90.5784139614489,90.5784139614489,0,0
2025,"CT",9447.52521482095,9088.59967486645,0,0,0,0,37.5670498627087,37.5670498627087,0,0
2025,"DC",2257.03617609963,2169.19364770476,0,0,0,0,15.4496416048392,15.4496416048392,0,0
2025,"DE",3334.23074795294,3193.84467119538,0,0,0,0,11.8314031604296,11.8314031604296,0,0
2025,"FL",57568.1557568579,55396.63107073,0,0,5019.45855159421,4789.13731513464,212.035401978471,212.035401978471,15,0
2025,"GA",30737.1130307985,29511.5499203896,8084.29657792166,8084.29657792166,32793.7958704155,31289.0304588796,153.139176305613,153.139176305613,12000,12000
2025,"HI",4007.3669624845,3849.62031244987,0,0,0,0,48.627297299482,48.627297299482,0,0
2025,"IA",8635.67691358763,8290.08335560226,0,0,0,0,16.1021189891511,16.1021189891511,0,0
2025,"ID",6217.89403678014,5946.13403134457,0,0,0,0,14.8457504145312,14.8457504145312,0,0
2025,"IL",29052.0456027862,28010.1740069898,0,0,168570.246615936,160835.287310705,98.5385940355276,98.5385940355276,24000,0
2025,"IN",17964.2919903671,17262.270555547,22070.1296577261,22070.1296577261,3547.08404312658,3384.32370269514,28.9739374901066,28.9739374901066,0,0
2025,"KS",7940.84218246232,7624.17721323478,0,0,0,0,17.8433817043352,17.8433817043352,0,0
2025,"KY",11806.6210232908,11346.3164493775,109138.003801942,109138.003801942,0,0,17.0489039196422,17.0489039196422,270,270
2025,"LA",10628.8634375575,10239.5574328691,0,0,0,0,13.1333395868524,13.1333395868524,0,0
2025,"MA",29317.9811390057,28015.7986908823,44475.757623436,44475.757623436,0,0,71.7239475093378,71.7239475093378,30000,0
2025,"MB",4211.26583678393,3980.95703731667,0,0,0,0,6.27868510496921,6.27868510496921,0,0
2025,"MD",27841.493566007,26578.9300599753,0,0,669.261140212562,638.551642017952,63.8867212383757,63.8867212383757,0,0
2025,"ME",3531.58832188554,3393.34951126026,0,0,0,0,12.8929506989309,12.8929506989309,0,0
2025,"MI",23380.758993994,22517.6057902308,653623.462621544,653623.462621544,62007.0446406938,59161.8096329632,48.8397765045464,48.8397765045464,22680,0
2025,"MN",15365.4719829789,14758.2735508813,0,0,0,0,37.7371035184045,37.7371035184045,0,0
2025,"MO",15854.5061594642,15240.2830574778,0,0,669.261140212562,638.551642017952,30.082966679011,30.082966679011,0,0
2025,"MS",7817.79768559903,7510.17580116143,0,0,0,0,3.39738629882595,3.39738629882595,0,0
2025,"MT",3001.07734326608,2877.09607461188,0,0,0,0,6.53217420222173,6.53217420222173,0,0
2025,"MX",1567.71946100778,1567.71946100778,0,0,0,0,13.2291371168989,13.2291371168989,0,0
2025,"NB",2863.95246411527,2709.56785155554,0,0,0,0,0.325640010475007,0.325640010475007,0,0
2025,"NC",29086.8347771059,27929.6886004444,148185.156273304,148185.156273304,100389.171031884,95782.7463026928,58.9116879808441,58.9116879808441,500,500
2025,"ND",2323.51236366484,2225.50799419262,0,0,0,0,0.121364519760008,0.121364519760008,0,0
2025,"NE",5562.40750768449,5335.9875528954,0,0,0,0,11.7717625955015,11.7717625955015,0,0
2025,"NH",3889.82414483018,3731.46672929501,40.4214828896083,40.4214828896083,0,0,16.3554531092637,16.3554531092637,0,0
2025,"NJ",39878.6906517409,38091.4460970539,0,0,0,0,100.188760363922,100.188760363922,500,500
2025,"NL",1841.76913242692,1740.1331489477,0,0,0,0,0,0,0,0
2025,"NM",10143.6345681505,9658.0400581809,0,0,0,0,16.8908707450241,16.8908707450241,0,0
2025,"NS",3197.55586005221,3028.86446836304,0,0,0,0,2.05491728194336,2.05491728194336,0,0
2025,"NT",119.541795484966,112.672257094009,0,0,0,0,0,0,0,0
2025,"NU",8.46215486575028,8.46215486575028,0,0,0,0,0,0,0,0
2025,"NV",8873.30468118274,8523.73100046703,105095.855512982,105095.855512982,1171.20699537198,1117.46537353142,41.303471544355,41.303471544355,86075,86075
2025,"NY",64661.9864612115,61976.3271265493,2021.07414448042,2021.07414448042,1840.46813558454,1756.01701554937,123.916071716775,123.916071716775,120,120
2025,"OH",30807.6362178851,29626.2971393612,198065.266159081,198065.266159081,140544.839444638,134095.84482377,49.9692653539735,49.9692653539735,4500,4500
2025,"OK",10323.2025576881,9917.57561043504,0,0,0,0,23.9868781467304,23.9868781467304,20000,0
2025,"ON",46635.2949093792,44159.0327840181,0,0,3346.30570106281,3192.75821008976,127.081705003581,127.081705003581,20000,2500
2025,"OR",23746.4790434625,22577.5249655613,0,0,0,0,95.3529613854793,95.3529613854793,0,0
2025,"PA",40174.2435789631,38475.3216641161,0,0,234.241399074397,223.493074706283,64.5959810452858,64.5959810452858,15000,0
2025,"PE",526.238964036515,498.406070973499,0,0,0,0,0,0,0,0
2025,"QC",28876.8850313449,27377.4693280351,0,0,669.261140212562,638.551642017952,167.175530625409,167.175530625409,0,0
2025,"RI",4859.9970575941,4639.3387942914,0,0,0,0,11.3623848108726,11.3623848108726,0,0
2025,"SC",15418.092750897,14789.1249259712,24091.2038022066,24091.2038022066,0,0,23.4175391920478,23.4175391920478,21840,20040
2025,"SD",2598.42023855435,2489.57209032924,0,0,0,0,1.22197174173845,1.22197174173845,0,0
2025,"SK",4132.95694939734,3899.89100301666,0,0,0,0,0.19731426425662,0.19731426425662,0,0
2025,"TN",19576.0853889826,18791.0670966062,356517.479086345,356517.479086345,177354.202156329,169216.185134757,35.1475543980489,35.1475543980489,0,0
2025,"TX",82421.0780200554,79132.8254548486,424425.570340887,424425.570340887,33463.0570106281,31927.5821008976,201.395035121014,201.395035121014,10000,10000
2025,"UT",10304.949547561,9879.98202094677,0,0,0,0,42.3989527232993,42.3989527232993,0,0
2025,"VA",26499.9409814104,25412.1119172969,8084.29657792166,8084.29657792166,0,0,69.3886190003722,69.3886190003722,0,0
2025,"VT",2958.9019600025,2819.46082814,0,0,0,0,14.4731880297108,14.4731880297108,0,0
2025,"WA",44685.4980158606,42506.4376685087,0,0,0,0,198.858235871842,198.858235871842,0,0
2025,"WI",14989.6867132251,14412.8808862671,0,0,0,0,34.345058368944,34.345058368944,0,0
2025,"WV",4203.01854773788,4043.20539113197,0,0,0,0,3.42867429426353,3.42867429426353,0,0
2025,"WY",1706.21890735015,1632.32502322113,0,0,0,0,0.89633173126344,0.89633173126344,0,0
2025,"YT",176.645421005482,166.573564151366,0,0,0,0,0,0,0,0
2026,"AB",31443.1305674748,28069.1057156547,0,0,0,0,49.1435267908833,48.7783357719793,0,0
2026,"AK",2470.0060243105,2284.717548786,0,0,0,0,14.253681464176,14.1987872909954,0,0
2026,"AL",18293.1982890126,16871.5223451664,133390.893535707,133390.893535707,0,0,58.4691422831317,58.2631643124732,0,0
2026,"AR",9984.71649296038,9221.81459399037,0,0,0,0,34.0081883279291,33.8516725372433,0,0
2026,"AZ",28758.9487395579,26475.6406208178,36682.4957223196,36682.4957223196,0,0,190.136975612895,189.785524758971,9100,0
2026,"BC",26977.9733445548,24224.5012138135,0,0,0,0,194.870287717127,194.538046499479,0,0
2026,"CA",322346.078552238,292583.701518352,441515.938428371,441515.938428371,20731.4361753889,18890.5843778432,2607.34586067979,2602.89959000297,45823.36185,45823.36185
2026,"CO",51152.2697682189,46130.1845205654,0,0,3202.59055232578,2918.21591830739,190.327527598403,189.735175786153,0,0
2026,"CT",12733.4556183649,11772.6725808994,0,0,0,0,78.9931034641262,78.8139192303678,0,0
2026,"DC",3535.46120319971,3252.43348224321,0,0,0,0,25.6562570632867,25.5821532538298,0,0
2026,"DE",4525.87201853732,4151.74795877973,0,0,0,0,25.4220864690369,25.3122981226756,0,0
2026,"FL",78725.5274816189,72828.690844629,0,0,6405.18110465156,5836.43183661478,486.814458807084,486.014784846706,15,0
2026,"GA",41268.1804407271,38037.4520290208,270823.935360376,270823.935360376,41847.1832170569,38131.3546658833,311.511325293237,311.06656099358,22000,12000
2026,"HI",5383.92449420974,4966.45079654188,0,0,0,0,83.6681709360966,83.554923782939,0,0
2026,"IA",11551.0852690564,10641.3585039635,0,0,0,0,42.3692069403473,42.2016482422414,0,0
2026,"ID",8357.60280166838,7645.58222313339,0,0,0,0,33.9824761996931,33.8294192158037,0,0
2026,"IL",39241.8705282959,36429.4640130965,40421.4828896083,40421.4828896083,215095.533633968,195996.085029235,236.599510632725,236.215834048692,24000,0
2026,"IN",24026.1707871894,22177.0184778968,22070.1296577261,22070.1296577261,144391.24438687,131569.996522963,88.8616204076875,88.639167536401,5,5
2026,"KS",10591.4217213766,9761.64612978841,0,0,0,0,44.4878219320025,44.3278473345204,0,0
2026,"KY",15737.6561135348,14531.2080035642,230402.452470767,230402.452470767,0,0,56.4521080895271,56.2104455819643,270,270
2026,"LA",14337.0783954968,13291.3324917941,0,0,0,0,51.4490704176347,51.2266175463482,0,0
2026,"MA",47391.1267006916,43112.7401777424,44475.757623436,44475.757623436,0,0,163.573683718172,163.132378225311,30000,0
2026,"MB",7047.019255763,6313.73734940464,0,0,0,0,13.4002427949551,13.28287034797,0,0
2026,"MD",44526.1409310145,40464.5230230182,0,0,854.024147286875,778.190911548638,146.704856212151,146.301969991842,0,0
2026,"ME",4819.75190092976,4443.97469548791,0,0,0,0,27.9718789608043,27.862090614443,0,0
2026,"MI",31514.0592998385,29194.6590251477,740529.650834202,740529.650834202,79125.3372461289,72099.3879549813,137.777066032144,137.444824814496,22680,0
2026,"MN",20635.2255555889,19027.1183485461,0,0,0,0,91.4663512751407,91.2795829407586,0,0
2026,"MO",21311.08886545,19679.3338188842,0,0,854.024147286875,778.190911548638,83.797543119765,83.6107747853828,0,0
2026,"MS",10498.3170749431,9683.6171751878,0,0,0,0,29.3004924974316,29.1439767067458,0,0
2026,"MT",3933.20446385138,3617.11485327988,0,0,0,0,18.8389487530364,18.7483700429514,0,0
2026,"MX",2039.15629244705,2039.15629244705,35368.7975284073,35368.7975284073,0,0,48.5184197493594,48.1120747222548,0,0
2026,"NB",5184.42964849479,4648.38878572769,0,0,0,0,6.04833359639054,5.93854525002928,0,0
2026,"NC",38680.8960057574,35679.052309212,156269.452851226,156269.452851226,128103.622093031,116728.636732296,162.312152122147,161.925016731318,10500,14504.625929
2026,"ND",3122.78258025421,2864.84996796569,0,0,0,0,6.98175344710322,6.89117473701822,0,0
2026,"NE",7406.53806120629,6815.51344970091,0,0,0,0,31.1606198444535,31.0432473974684,0,0
2026,"NH",5288.82244761603,4864.38674442909,40.4214828896083,40.4214828896083,0,0,31.0992861271535,30.9894977807922,0,0
2026,"NJ",64074.2569629804,58270.5747829166,0,0,0,0,229.363413403105,228.73475694763,500,500
2026,"NL",3079.01659775701,2755.45274884152,0,0,0,0,3.00755956231654,2.91698085223154,0,0
2026,"NM",15887.538019683,14374.4057564766,0,0,0,0,37.8909549934905,37.7041866591083,0,0
2026,"NS",5663.71248060855,5090.9717402811,0,0,0,0,11.0013728125816,10.8915844662203,0,0
2026,"NT",201.324293989155,179.383666707963,0,0,0,0,0,0,0,0
2026,"NU",14.7948987549999,14.7948987549999,0,0,0,0,0,0,0,0
2026,"NV",11935.2151554052,11012.183681853,105095.855512982,105095.855512982,1494.54225775203,1361.83409521012,83.2568823289532,83.0701139945711,206075,206075
2026,"NY",102472.916146664,93695.5715090039,2021.07414448042,2021.07414448042,2348.5664050389,2140.02500675875,344.670765674167,343.700977201039,120,120
2026,"OH",41465.4333696861,38317.7579215288,359751.197717514,359751.197717514,179345.070930244,163420.091425214,159.549049385609,159.1070198216,17600,17600
