Year,Mineral,Total_Minerals_Exported,Scenario
2046,Copper,219464.12209483553,Decreasing Batt Cap - Benchmark Chemistry
2046,Graphite,450311.0974119057,Decreasing Batt Cap - Benchmark Chemistry
2046,Lithium,42342.76774611015,Decreasing Batt Cap - Benchmark Chemistry
2046,Manganese,23317.822159182673,Decreasing Batt Cap - Benchmark Chemistry
2046,Nickel,215682.0102524257,Decreasing Batt Cap - Benchmark Chemistry
2046,Cobalt,31942.743882866074,Decreasing Batt Cap - High LFP Chemistry
2046,Copper,231545.1816989694,Decreasing Batt Cap - High LFP Chemistry
2046,Graphite,456159.50619994383,Decreasing Batt Cap - High LFP Chemistry
2046,Lithium,41874.99058731556,Decreasing Batt Cap - High LFP Chemistry
2046,Manganese,18997.664166089166,Decreasing Batt Cap - High LFP Chemistry
2046,Nickel,175741.4205373397,Decreasing Batt Cap - High LFP Chemistry
2046,Cobalt,62395.39360967075,Increasing Batt Cap - Benchmark Chemistry
2046,Copper,355285.68348317925,Increasing Batt Cap - Benchmark Chemistry
2046,Graphite,727959.4313889989,Increasing Batt Cap - Benchmark Chemistry
2046,Lithium,68339.62686892215,Increasing Batt Cap - Benchmark Chemistry
2046,Manganese,37455.86519603071,Increasing Batt Cap - Benchmark Chemistry
2046,Nickel,346036.85639143304,Increasing Batt Cap - Benchmark Chemistry
2046,Cobalt,50233.13271248252,Increasing Batt Cap - High LFP Chemistry
2046,Copper,374595.5168214569,Increasing Batt Cap - High LFP Chemistry
2046,Graphite,735924.941308402,Increasing Batt Cap - High LFP Chemistry
2046,Lithium,67395.06081698762,Increasing Batt Cap - High LFP Chemistry
2046,Manganese,30155.629825053926,Increasing Batt Cap - High LFP Chemistry
2046,Nickel,278447.42399127514,Increasing Batt Cap - High LFP Chemistry
2047,Cobalt,43458.79947203622,Decreasing Batt Cap - Benchmark Chemistry
2047,Copper,245099.79169506568,Decreasing Batt Cap - Benchmark Chemistry
2047,Graphite,503608.09847356286,Decreasing Batt Cap - Benchmark Chemistry
2047,Lithium,47323.152579468064,Decreasing Batt Cap - Benchmark Chemistry
2047,Manganese,26174.029813965357,Decreasing Batt Cap - Benchmark Chemistry
2047,Nickel,242467.2830048968,Decreasing Batt Cap - Benchmark Chemistry
2047,Cobalt,34639.815945329756,Decreasing Batt Cap - High LFP Chemistry
2047,Copper,259826.00349678373,Decreasing Batt Cap - High LFP Chemistry
2047,Graphite,510492.4601071553,Decreasing Batt Cap - High LFP Chemistry
2047,Lithium,46728.42160909076,Decreasing Batt Cap - High LFP Chemistry
2047,Manganese,20862.706885624706,Decreasing Batt Cap - High LFP Chemistry
2047,Nickel,193159.36559605223,Decreasing Batt Cap - High LFP Chemistry
2047,Cobalt,71358.82765174157,Increasing Batt Cap - Benchmark Chemistry
2047,Copper,405920.30536748463,Increasing Batt Cap - Benchmark Chemistry
2047,Graphite,833762.942000944,Increasing Batt Cap - Benchmark Chemistry
2047,Lithium,78279.7912817752,Increasing Batt Cap - Benchmark Chemistry
2047,Manganese,43251.656040074435,Increasing Batt Cap - Benchmark Chemistry
2047,Nickel,400525.0957348698,Increasing Batt Cap - Benchmark Chemistry
2047,Cobalt,56182.55182000233,Increasing Batt Cap - High LFP Chemistry
2047,Copper,430083.2843166181,Increasing Batt Cap - High LFP Chemistry
2047,Graphite,843466.2696155034,Increasing Batt Cap - High LFP Chemistry
2047,Lithium,77077.61200201944,Increasing Batt Cap - High LFP Chemistry
