Year,Scenario,Mineral,Minerals Lost From Non-Recovery,Cum_Tonne
2028,Increasing Batt Cap - High LFP Chemistry,Manganese,259.1358523724357,560.2654428311188
2029,Decreasing Batt Cap - Benchmark Chemistry,Manganese,381.2651143463847,935.6031180045452
2029,Decreasing Batt Cap - High LFP Chemistry,Manganese,378.9898324861056,932.1785837121574
2029,Increasing Batt Cap - Benchmark Chemistry,Manganese,391.661468254121,953.2493822388465
2029,Increasing Batt Cap - High LFP Chemistry,Manganese,388.9475757180581,949.2130185491769
2030,Decreasing Batt Cap - Benchmark Chemistry,Manganese,556.7463576369274,1492.3494756414725
2030,Decreasing Batt Cap - High LFP Chemistry,Manganese,551.8573500816019,1484.0359337937593
2030,Increasing Batt Cap - Benchmark Chemistry,Manganese,577.6030198825392,1530.8524021213857
2030,Increasing Batt Cap - High LFP Chemistry,Manganese,571.6055101058803,1520.8185286550572
2031,Decreasing Batt Cap - Benchmark Chemistry,Manganese,782.626635772557,2274.9761114140297
2031,Decreasing Batt Cap - High LFP Chemistry,Manganese,773.2221958076759,2257.258129601435
2031,Increasing Batt Cap - Benchmark Chemistry,Manganese,821.1740079895434,2352.026410110929
2031,Increasing Batt Cap - High LFP Chemistry,Manganese,809.3573829512766,2330.175911606334
2032,Decreasing Batt Cap - Benchmark Chemistry,Manganese,1069.0327605992688,3344.0088720132985
2032,Decreasing Batt Cap - High LFP Chemistry,Manganese,1052.1444723906022,3309.4026019920375
2032,Increasing Batt Cap - Benchmark Chemistry,Manganese,1135.9871173298393,3488.0135274407685
2032,Increasing Batt Cap - High LFP Chemistry,Manganese,1114.3262846847879,3444.502196291122
2033,Decreasing Batt Cap - Benchmark Chemistry,Manganese,1428.6711440184981,4772.680016031796
2033,Decreasing Batt Cap - High LFP Chemistry,Manganese,1399.5912324770627,4708.9938344691
2033,Increasing Batt Cap - Benchmark Chemistry,Manganese,1540.2980463600463,5028.311573800815
2033,Increasing Batt Cap - High LFP Chemistry,Manganese,1502.3126430188915,4946.814839310014
2034,Decreasing Batt Cap - Benchmark Chemistry,Manganese,1959.8681316881803,6732.548147719976
2034,Decreasing Batt Cap - High LFP Chemistry,Manganese,1911.124215080331,6620.118049549431
2034,Increasing Batt Cap - Benchmark Chemistry,Manganese,2140.2196334155306,7168.531207216345
2034,Increasing Batt Cap - High LFP Chemistry,Manganese,2075.476811908411,7022.291651218425
2035,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2035,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2035,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2035,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2036,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2036,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2036,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2036,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2037,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2037,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2037,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2037,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2038,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2038,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2038,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2038,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2039,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2039,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2039,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2039,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2040,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2040,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2040,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2040,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2041,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2041,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2041,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2041,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2042,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2042,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2042,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2042,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2043,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2043,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2043,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2043,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2044,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2044,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2044,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2044,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2045,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2045,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2045,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2045,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2046,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2046,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2046,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2046,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2047,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2047,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2047,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2047,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2048,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2048,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2048,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2048,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2049,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2049,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2049,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2049,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
2050,Decreasing Batt Cap - Benchmark Chemistry,Manganese,0,6732.548147719976
2050,Decreasing Batt Cap - High LFP Chemistry,Manganese,0,6620.118049549431
2050,Increasing Batt Cap - Benchmark Chemistry,Manganese,0,7168.531207216345
2050,Increasing Batt Cap - High LFP Chemistry,Manganese,0,7022.291651218425
