Sales Region,Sales Sub-Region,Sales Country,Vehicle Production Region,Vehicle Production Country,OEM Group,Brand,Make Model,Global Segment,LCV Details,Architecture,Propulsion,Fast-Charging,Battery kWh,ED Wh/kg Cell,Cathode Chemistry,Cathode Mix,Cell Type,Cell Supplier,Cathode Supplier,Reg_2013-01-01,Reg_2013-02-01,Reg_2013-03-01,Reg_2013-04-01,Reg_2013-05-01,Reg_2013-06-01,Reg_2013-07-01,Reg_2013-08-01,Reg_2013-09-01,Reg_2013-10-01,Reg_2013-11-01,Reg_2013-12-01,Reg_2014-01-01,Reg_2014-02-01,Reg_2014-03-01,Reg_2014-04-01,Reg_2014-05-01,Reg_2014-06-01,Reg_2014-07-01,Reg_2014-08-01,Reg_2014-09-01,Reg_2014-10-01,Reg_2014-11-01,Reg_2014-12-01,Reg_2015-01-01,Reg_2015-02-01,Reg_2015-03-01,Reg_2015-04-01,Reg_2015-05-01,Reg_2015-06-01,Reg_2015-07-01,Reg_2015-08-01,Reg_2015-09-01,Reg_2015-10-01,Reg_2015-11-01,Reg_2015-12-01,Reg_2016-01-01,Reg_2016-02-01,Reg_2016-03-01,Reg_2016-04-01,Reg_2016-05-01,Reg_2016-06-01,Reg_2016-07-01,Reg_2016-08-01,Reg_2016-09-01,Reg_2016-10-01,Reg_2016-11-01,Reg_2016-12-01,Reg_2017-01-01,Reg_2017-02-01,Reg_2017-03-01,Reg_2017-04-01,Reg_2017-05-01,Reg_2017-06-01,Reg_2017-07-01,Reg_2017-08-01,Reg_2017-09-01,Reg_2017-10-01,Reg_2017-11-01,Reg_2017-12-01,Reg_2018-01-01,Reg_2018-02-01,Reg_2018-03-01,Reg_2018-04-01,Reg_2018-05-01,Reg_2018-06-01,Reg_2018-07-01,Reg_2018-08-01,Reg_2018-09-01,Reg_2018-10-01,Reg_2018-11-01,Reg_2018-12-01,Reg_2019-01-01,Reg_2019-02-01,Reg_2019-03-01,Reg_2019-04-01,Reg_2019-05-01,Reg_2019-06-01,Reg_2019-07-01,Reg_2019-08-01,Reg_2019-09-01,Reg_2019-10-01,Reg_2019-11-01,Reg_2019-12-01,Reg_2020-01-01,Reg_2020-02-01,Reg_2020-03-01,Reg_2020-04-01,Reg_2020-05-01,Reg_2020-06-01,Reg_2020-07-01,Reg_2020-08-01,Reg_2020-09-01,Reg_2020-10-01,Reg_2020-11-01,Reg_2020-12-01,Reg_2021-01-01,Reg_2021-02-01,Reg_2021-03-01,Reg_2021-04-01,Reg_2021-05-01,Reg_2021-06-01,Reg_2021-07-01,Reg_2021-08-01,Reg_2021-09-01,Reg_2021-10-01,Reg_2021-11-01,Reg_2021-12-01,Reg_2022-01-01,Reg_2022-02-01,Reg_2022-03-01,Reg_2022-04-01,Reg_2022-05-01,Reg_2022-06-01,Reg_2022-07-01,Reg_2022-08-01,Reg_2022-09-01,Reg_2022-10-01,Reg_2022-11-01,Reg_2022-12-01,Reg_2023-01-01,Reg_2023-02-01,Reg_2023-03-01,Reg_2023-04-01,Reg_2023-05-01,Reg_2023-06-01,Reg_2023-07-01,Reg_2023-08-01,Reg_2023-09-01,Reg_2023-10-01,Reg_2023-11-01,Reg_2023-12-01,Reg_2024-01-01,Reg_2024-02-01,Reg_2024-03-01,Reg_2024-04-01,Reg_2024-05-01,Reg_2024-06-01,Reg_2024-07-01,Reg_2024-08-01,Reg_2024-09-01,Reg_2024-10-01,Reg_2024-11-01,Reg_2024-12-01,Reg_2025-01-01,Mwh_2013-01-01,Mwh_2013-02-01,Mwh_2013-03-01,Mwh_2013-04-01,Mwh_2013-05-01,Mwh_2013-06-01,Mwh_2013-07-01,Mwh_2013-08-01,Mwh_2013-09-01,Mwh_2013-10-01,Mwh_2013-11-01,Mwh_2013-12-01,Mwh_2014-01-01,Mwh_2014-02-01,Mwh_2014-03-01,Mwh_2014-04-01,Mwh_2014-05-01,Mwh_2014-06-01,Mwh_2014-07-01,Mwh_2014-08-01,Mwh_2014-09-01,Mwh_2014-10-01,Mwh_2014-11-01,Mwh_2014-12-01,Mwh_2015-01-01,Mwh_2015-02-01,Mwh_2015-03-01,Mwh_2015-04-01,Mwh_2015-05-01,Mwh_2015-06-01,Mwh_2015-07-01,Mwh_2015-08-01,Mwh_2015-09-01,Mwh_2015-10-01,Mwh_2015-11-01,Mwh_2015-12-01,Mwh_2016-01-01,Mwh_2016-02-01,Mwh_2016-03-01,Mwh_2016-04-01,Mwh_2016-05-01,Mwh_2016-06-01,Mwh_2016-07-01,Mwh_2016-08-01,Mwh_2016-09-01,Mwh_2016-10-01,Mwh_2016-11-01,Mwh_2016-12-01,Mwh_2017-01-01,Mwh_2017-02-01,Mwh_2017-03-01,Mwh_2017-04-01,Mwh_2017-05-01,Mwh_2017-06-01,Mwh_2017-07-01,Mwh_2017-08-01,Mwh_2017-09-01,Mwh_2017-10-01,Mwh_2017-11-01,Mwh_2017-12-01,Mwh_2018-01-01,Mwh_2018-02-01,Mwh_2018-03-01,Mwh_2018-04-01,Mwh_2018-05-01,Mwh_2018-06-01,Mwh_2018-07-01,Mwh_2018-08-01,Mwh_2018-09-01,Mwh_2018-10-01,Mwh_2018-11-01,Mwh_2018-12-01,Mwh_2019-01-01,Mwh_2019-02-01,Mwh_2019-03-01,Mwh_2019-04-01,Mwh_2019-05-01,Mwh_2019-06-01,Mwh_2019-07-01,Mwh_2019-08-01,Mwh_2019-09-01,Mwh_2019-10-01,Mwh_2019-11-01,Mwh_2019-12-01,Mwh_2020-01-01,Mwh_2020-02-01,Mwh_2020-03-01,Mwh_2020-04-01,Mwh_2020-05-01,Mwh_2020-06-01,Mwh_2020-07-01,Mwh_2020-08-01,Mwh_2020-09-01,Mwh_2020-10-01,Mwh_2020-11-01,Mwh_2020-12-01,Mwh_2021-01-01,Mwh_2021-02-01,Mwh_2021-03-01,Mwh_2021-04-01,Mwh_2021-05-01,Mwh_2021-06-01,Mwh_2021-07-01,Mwh_2021-08-01,Mwh_2021-09-01,Mwh_2021-10-01,Mwh_2021-11-01,Mwh_2021-12-01,Mwh_2022-01-01,Mwh_2022-02-01,Mwh_2022-03-01,Mwh_2022-04-01,Mwh_2022-05-01,Mwh_2022-06-01,Mwh_2022-07-01,Mwh_2022-08-01,Mwh_2022-09-01,Mwh_2022-10-01,Mwh_2022-11-01,Mwh_2022-12-01,Mwh_2023-01-01,Mwh_2023-02-01,Mwh_2023-03-01,Mwh_2023-04-01,Mwh_2023-05-01,Mwh_2023-06-01,Mwh_2023-07-01,Mwh_2023-08-01,Mwh_2023-09-01,Mwh_2023-10-01,Mwh_2023-11-01,Mwh_2023-12-01,Mwh_2024-01-01,Mwh_2024-02-01,Mwh_2024-03-01,Mwh_2024-04-01,Mwh_2024-05-01,Mwh_2024-06-01,Mwh_2024-07-01,Mwh_2024-08-01,Mwh_2024-09-01,Mwh_2024-10-01,Mwh_2024-11-01,Mwh_2024-12-01,Mwh_2025-01-01
Americas,Northern America,USA,Europe,Italy,Stellantis,Dodge,Dodge Hornet PHEV,SUV-C,SUV-C,SUSW,PHEV,NA,15.5,NA,NMC,NA,Pouch,LG Energy Solution,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300,250,300,350,400,500,550,741,1500,1800,2683,800,1500,583,600,600,496,487,668,641,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,4.65,3.875,4.65,5.425,6.2,7.75,8.525,11.4855,23.25,27.9,41.5865,12.4,23.25,9.0365,9.3,9.3,7.688,7.5485,10.354,9.9355,9.765
Americas,Northern America,USA,Americas,USA,Other,Faraday Future,Faraday FF91 BEV,SUV-F,SUV-F,tba,BEV,CCS,142,NA,NMC,NA,NA,tba,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Northern America,USA,Europe,Italy,Other,Ferrari,Ferrari 296 PHEV,SS,SS,tba,PHEV,NA,7.45,NA,NMC,NA,NA,tba,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,28,33,49,27,28,10,8,35,66,42,68,79,40,36,67,73,85,91,64,148,120,123,122,124,175,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00745,0.0298,0.0596,0.2086,0.24585,0.36505,0.20115,0.2086,0.0745,0.0596,0.26075,0.4917,0.3129,0.5066,0.58855,0.298,0.2682,0.49915,0.54385,0.63325,0.67795,0.4768,1.1026,0.894,0.91635,0.9089,0.9238,1.30375,0.58855
Americas,Northern America,USA,Europe,Italy,Other,Ferrari,Ferrari SF90 PHEV,SS,SS,tba,PHEV,NA,7.9,NA,NMC,NA,NA,SK On,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,11,43,38,28,33,46,46,18,28,34,44,31,33,24,31,50,43,43,25,20,24,32,64,47,64,42,39,60,50,51,62,60,35,19,80,70,50,35,45,55,40,65,41,40,54,66,82,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0553,0.0711,0.0869,0.3397,0.3002,0.2212,0.2607,0.3634,0.3634,0.1422,0.2212,0.2686,0.3476,0.2449,0.2607,0.1896,0.2449,0.395,0.3397,0.3397,0.1975,0.158,0.1896,0.2528,0.5056,0.3713,0.5056,0.3318,0.3081,0.474,0.395,0.4029,0.4898,0.474,0.2765,0.1501,0.632,0.553,0.395,0.2765,0.3555,0.4345,0.316,0.5135,0.3239,0.316,0.4266,0.5214,0.6478,0.3081
Americas,Northern America,USA,Europe,Italy,Stellantis,Fiat,Fiat 500 / Abarth 500 BEV,Car-A,Car-A,FCA Small EV,BEV,CCS,24 / 42,NA,NMC,NA,Prismatic,Samsung SDI,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,11,23,70,70,58,89,88,153,168,210,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,1.015,0.035,0.385,0.805,2.45,2.45,2.03,3.115,3.08,5.355,5.88,7.35,4.34
Americas,Northern America,USA,Americas,Mexico,Stellantis,Fiat,Fiat 500e BEV,Car-A,Car-A,Fiat Mini,BEV,NA,24,NA,NMC,LMO+NMC+NCA,Prismatic,Samsung SDI,Mitsui / L&F / Toda,0,0,0,0,0,0,150,160,50,40,125,120,35,40,166,152,167,166,119,166,137,140,100,115,259,315,1310,717,420,363,485,610,635,425,390,265,217,195,373,372,388,278,274,311,370,319,287,353,752,590,785,541,473,359,395,290,285,310,215,385,136,125,132,117,106,446,182,282,265,264,354,209,131,104,155,137,168,153,150,163,126,100,115,135,75,75,14,20,45,55,40,20,44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.84,0.96,3.984,3.648,4.008,3.984,2.856,3.984,3.288,3.36,2.4,2.76,6.216,7.56,31.44,17.208,10.08,8.712,11.64,14.64,15.24,10.2,9.36,6.36,5.208,4.68,8.952,8.928,9.312,6.672,6.576,7.464,8.88,7.656,6.888,8.472,18.048,14.16,18.84,12.984,11.352,8.616,9.48,6.96,6.84,7.44,5.16,9.24,3.264,3,3.168,2.808,2.544,10.704,4.368,6.768,6.36,6.336,8.496,5.016,3.144,2.496,3.72,3.288,4.032,3.672,3.6,3.912,3.024,2.4,2.76,3.24,1.8,1.8,0.336,0.48,1.08,1.32,0.96,0.48,1.056,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Northern America,USA,Europe,Finland,Fisker Inc.,Fisker,Fisker Karma EREV,Car-F,Car-F,tba,PHEV,NA,21.4,NA,LFP,LFP,NA,Wanxiang 123,NA,20,13,19,14,29,5,2,5,3,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Northern America,USA,Europe,Austria,Fisker Inc.,Fisker,Fisker Ocean BEV,SUV-D,SUV-D,FM29,BEV,CCS,113,NA,NMC,NA,Prismatic,CATL,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,5,70,100,150,200,350,400,400,600,700,400,400,150,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.486,0.565,0.565,7.91,11.3,16.95,22.6,39.55,45.2,45.2,67.8,79.1,45.2,45.2,16.95,5.65,5.65,0,0,0
Americas,Northern America,USA,Americas,USA,Ford,Ford,Ford C-Max Energi PHEV,MPV-C,MPV-C,C1,PHEV,NA,7.6,NA,NMC,NMC 111,Prismatic,Panasonic-Sanyo,NA,338,334,494,411,450,455,433,621,758,1092,941,827,471,552,610,525,782,988,831,1050,677,644,644,659,395,498,715,1237,715,665,693,723,719,695,639,579,350,490,610,607,538,630,755,707,689,571,721,1289,473,639,662,720,950,936,844,705,683,569,523,436,234,142,105,57,18,6,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5796,4.1952,4.636,3.99,5.9432,7.5088,6.3156,7.98,5.1452,4.8944,4.8944,5.0084,3.002,3.7848,5.434,9.4012,5.434,5.054,5.2668,5.4948,5.4644,5.282,4.8564,4.4004,2.66,3.724,4.636,4.6132,4.0888,4.788,5.738,5.3732,5.2364,4.3396,5.4796,9.7964,3.5948,4.8564,5.0312,5.472,7.22,7.1136,6.4144,5.358,5.1908,4.3244,3.9748,3.3136,1.7784,1.0792,0.798,0.4332,0.1368,0.0456,0.0304,0.0304,0.0912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Northern America,USA,Americas,USA,Ford,Ford,Ford E-Transit Van BEV,LCV,LCV-L/XL,V3,BEV,CCS,77 / 89,NA,NMC,NA,NA,SK On,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,52,528,857,874,559,526,404,449,770,654,689,357,404,407,558,820,366,791,889,937,387,271,1485,1121,860,910,1036,1451,923,828,949,1178,1088,1240,1026,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.626,4.004,40.656,65.989,67.298,43.043,40.502,31.108,34.573,59.29,50.358,53.053,27.489,31.108,31.339,42.966,63.14,28.182,60.907,68.453,72.149,29.799,20.867,114.345,93.043,71.38,75.53,85.988,120.433,76.609,68.724,78.767,97.774,90.304,102.92,85.158,20.47
Americas,Northern America,USA,Americas,USA,Ford,Ford,Ford F-150 Lightning BEV,PUP-E,PUP-E,T3,BEV,CCS,105 / 145,NA,NMC,NA,NA,SK On,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,63,43,148,4,201,1837,2173,2373,1918,2436,2062,2359,2264,1336,691,1335,1707,1424,1552,1018,933,3712,4393,3800,2258,2578,2907,2090,3260,2552,2822,2654,1686,1863,3643,5197,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02,8.505,5.805,19.98,0.54,27.135,247.995,293.355,320.355,258.93,328.86,278.37,318.465,305.64,180.36,93.285,180.225,230.445,192.24,209.52,137.43,125.955,501.12,593.055,513,304.83,348.03,392.445,282.15,440.1,344.52,380.97,358.29,227.61,251.505,491.805,701.595,257.445
Americas,Northern America,USA,Americas,USA,Ford,Ford,Ford Focus Electric BEV,Car-C,Car-C,C1,BEV,NA,23,NA,NMC,NA,Pouch,LG Energy Solution,NA,81,158,180,147,157,177,150,175,110,115,130,158,100,129,177,116,177,197,198,264,176,186,191,53,85,145,140,124,165,152,135,176,145,126,93,96,66,81,110,81,54,54,58,75,82,73,66,101,56,228,407,125,132,110,148,131,131,115,121,113,73,70,137,83,88,50,46,7,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.967,4.071,2.668,4.071,4.531,4.554,6.072,4.048,4.278,4.393,1.219,1.955,3.335,3.22,2.852,3.795,3.496,3.105,4.048,3.335,2.898,2.139,2.208,1.518,1.863,2.53,1.863,1.242,1.242,1.334,1.725,1.886,1.679,1.518,2.323,1.288,5.244,9.361,2.875,3.036,2.53,3.404,3.013,3.013,2.645,2.783,2.599,1.679,1.61,3.151,1.909,2.024,1.15,1.058,0.161,0.092,0,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Northern America,USA,Americas,Mexico,Ford,Ford,Ford Fusion Energi PHEV,Car-D,Car-D,CD4,PHEV,NA,7.6,NA,NMC,NMC 111,Prismatic,Panasonic-Sanyo,Nichia,0,119,295,365,416,390,407,600,750,1087,870,791,533,779,899,743,1342,1939,1226,1222,640,686,752,789,426,603,837,711,986,727,852,949,808,849,944,1058,581,932,1238,1331,1453,1700,1341,1422,1652,1372,1817,1099,606,837,1002,905,1000,707,703,762,763,741,731,875,640,794,782,742,740,604,522,396,480,453,1131,790,557,573,611,753,1064,847,842,750,485,590,645,440,364,528,263,206,319,231,349,405,291,196,216,262,81,95,129,67,71,25,11,5,0,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0508,5.9204,6.8324,5.6468,10.1992,14.7364,9.3176,9.2872,4.864,5.2136,5.7152,5.9964,3.2376,4.5828,6.3612,5.4036,7.4936,5.5252,6.4752,7.2124,6.1408,6.4524,7.1744,8.0408,4.4156,7.0832,9.4088,10.1156,11.0428,12.92,10.1916,10.8072,12.5552,10.4272,13.8092,8.3524,4.6056,6.3612,7.6152,6.878,7.6,5.3732,5.3428,5.7912,5.7988,5.6316,5.5556,6.65,4.864,6.0344,5.9432,5.6392,5.624,4.5904,3.9672,3.0096,3.648,3.4428,8.5956,6.004,4.2332,4.3548,4.6436,5.7228,8.0864,6.4372,6.3992,5.7,3.686,4.484,4.902,3.344,2.7664,4.0128,1.9988,1.5656,2.4244,1.7556,2.6524,3.078,2.2116,1.4896,1.6416,1.9912,0.6156,0.722,0.9804,0.5092,0.5396,0.19,0.0836,0.038,0,0.0228,0,0.0456,0,0,0.0228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
