sale_year,year,all_active_ev,battery_replaced,ev_retired,all_fail,recycle_from_both_fail,recycle_from_battery_only,reuse_from_ev_fail,repurpose_from_ev_fail,recycle_from_ev_fail
2014,2047,13913.5337931313,1137.246812262434,17976.464218427875,1353.2559061471736,1353.2559061471736,1137.246812262434,8988.232109213937,4494.116054606969,4494.116054606969
2014,2048,22184.95675579224,1729.5758773502305,34.008248663526246,2.452998622085977,2.452998622085977,1729.5758773502305,17.004124331763123,8.502062165881561,8.502062165881561
2014,2049,22094.963418343174,1639.6091600271754,55.70129139917983,3.454926958242112,3.454926958242112,1639.6091600271754,27.850645699589915,13.925322849794957,13.925322849794957
2014,2050,21998.30661748353,1552.7354825909963,90.53984105419909,5.432792451342662,5.432792451342662,1552.7354825909963,45.26992052709954,22.63496026354977,22.63496026354977
2015,2015,115839.85957648538,16.70936103035982,2.430711865381382,3.5061888254983315e-4,3.5061888254983315e-4,16.70936103035982,1.215355932690691,0.6076779663453455,0.6076779663453455
2015,2016,115810.0901192313,39.90420817301785,6.57234550526568,0.0022646061578667966,0.0022646061578667966,39.90420817301785,3.28617275263284,1.64308637631642,1.64308637631642
2015,2017,115743.74207212494,89.5438424691734,16.695496527350514,0.012916282852321465,0.012916282852321465,89.5438424691734,8.347748263675257,4.1738741318376285,4.1738741318376285
2015,2018,115604.60026473763,188.78385144672382,39.83674447563563,0.06505393413399875,0.06505393413399875,188.78385144672382,19.918372237817817,9.959186118908908,9.959186118908908
2015,2019,115349.80608054629,373.92557860553563,89.25632708346978,0.28933910152691755,0.28933910152691755,373.92557860553563,44.62816354173489,22.314081770867446,22.314081770867446
2015,2020,114883.7696976662,695.5576316131622,187.7022005625377,1.1364293559842549,1.1364293559842549,695.5576316131622,93.85110028126886,46.92555014063443,46.92555014063443
2015,2021,114083.52558801459,1214.461227457291,370.2828008353386,3.9417346093627366,3.9417346093627366,1214.461227457291,185.1414004176693,92.57070020883465,92.57070020883465
2015,2022,112793.50562436166,1988.7786028170235,684.8250534103157,12.074057134659345,12.074057134659345,1988.7786028170235,342.41252670515786,171.20626335257893,171.20626335257893
2015,2023,110840.23347050621,3051.012943433743,1186.902222192018,32.6630642007876,32.6630642007876,3051.012943433743,593.451111096009,296.7255555480045,296.7255555480045
2015,2024,108068.32803823223,4378.419653730734,1927.5351748583023,78.04136969333216,78.04136969333216,4378.419653730734,963.7675874291511,481.8837937145756,481.8837937145756
2015,2025,104417.81524185007,5867.801293957629,2934.678102464627,164.70227633011882,164.70227633011882,5867.801293957629,1467.3390512323135,733.6695256161568,733.6695256161568
2015,2026,99883.49764022438,7331.534421997052,4193.983612805532,307.0799059801765,307.0799059801765,7331.534421997052,2096.991806402766,1048.495903201383,1048.495903201383
2015,2027,94615.6952996607,8529.542391327232,5636.864276172864,505.9406578515825,505.9406578515825,8529.542391327232,2818.432138086432,1409.216069043216,1409.216069043216
2015,2028,88818.82314946261,9235.965910566612,7141.448768956892,736.9724732730011,736.9724732730011,9235.965910566612,3570.724384478446,1785.362192239223,1785.362192239223
2015,2029,82780.36301382942,9316.705008631354,8545.5127461978,949.7639132576446,949.7639132576446,9316.705008631354,4272.7563730989,2136.37818654945,2136.37818654945
2015,2030,76796.57728263018,8781.609515519713,9671.889503958595,1084.7721973820965,1084.7721973820965,8781.609515519713,4835.9447519792975,2417.9723759896488,2417.9723759896488
2015,2031,18787.27283534672,2213.6819100587704,62712.262935256615,6667.25794370452,6667.25794370452,2213.6819100587704,31356.131467628307,15678.065733814154,15678.065733814154
2015,2032,47273.51687296008,5009.753231961829,32.69413775399731,3.68255886300467,3.68255886300467,5009.753231961829,16.347068876998655,8.173534438499328,8.173534438499328
2015,2033,47872.44285150541,4329.864185764283,57.22878847117971,5.193202314316364,5.193202314316364,4329.864185764283,28.614394235589856,14.307197117794928,14.307197117794928
2015,2034,48438.35994616474,3634.494858977092,98.34677347267962,7.223930588962778,7.223930588962778,3634.494858977092,49.17338673633981,24.586693368169904,24.586693368169904
2015,2035,48833.7833720054,3030.4615136530333,161.85290732982696,9.374877803222912,9.374877803222912,3030.4615136530333,80.92645366491348,40.46322683245674,40.46322683245674
2015,2036,48947.03904977537,2595.43656181154,256.2644808767062,12.16644470644758,12.16644470644758,2595.43656181154,128.1322404383531,64.06612021917655,64.06612021917655
2015,2037,48816.55194663322,2363.381223098894,393.7247901303605,17.250334390797526,17.250334390797526,2363.381223098894,196.86239506518024,98.43119753259012,98.43119753259012
2015,2038,48305.72170511345,2305.3371077979996,607.9378687865519,25.79545048509312,25.79545048509312,2305.3371077979996,303.96893439327596,151.98446719663798,151.98446719663798
2015,2039,47452.350785806106,2390.3278590403424,960.6626179228585,42.94582562981704,42.94582562981704,2390.3278590403424,480.3313089614293,240.16565448071464,240.16565448071464
2015,2040,46208.37235309231,2558.6360145298977,1408.5685703141028,71.68642331318088,71.68642331318088,2558.6360145298977,704.2842851570514,352.1421425785257,352.1421425785257
2015,2041,44597.22894891186,2732.199243695901,1940.3173664607846,112.77192228968387,112.77192228968387,2732.199243695901,970.1586832303923,485.07934161519614,485.07934161519614
2015,2042,42598.19604751828,2868.695549651921,2576.849779364757,167.65685313767804,167.65685313767804,2868.695549651921,1288.4248896823785,644.2124448411893,644.2124448411893
2015,2043,40234.59467122303,2933.8750145364315,3285.5259496231247,234.0911358197309,234.0911358197309,2933.8750145364315,1642.7629748115623,821.3814874057812,821.3814874057812
2015,2044,37516.079685165205,2892.0751937192877,4000.4456844109764,303.6162277254908,303.6162277254908,2892.0751937192877,2000.2228422054882,1000.1114211027441,1000.1114211027441
2015,2045,34561.987274431915,2749.1248753233695,4640.160323134996,360.96946932820606,360.96946932820606,2749.1248753233695,2320.080161567498,1160.040080783749,1160.040080783749
2015,2046,31487.072543355487,2540.7484649241173,5123.628795870082,402.46338079806816,402.46338079806816,2540.7484649241173,2561.814397935041,1280.9071989675206,1280.9071989675206
2015,2047,28460.652785324335,2280.7855684787846,5346.5097019831255,415.551538263966,415.551538263966,2280.7855684787846,2673.2548509915628,1336.6274254957814,1336.6274254957814
2015,2048,13477.564280832354,1102.8684741388067,17436.329710065715,1312.604772616729,1312.604772616729,1102.8684741388067,8718.164855032857,4359.082427516429,4359.082427516429
2015,2049,21485.313984419194,1673.112355381103,32.485961797078275,2.362902354995161,2.362902354995161,1673.112355381103,16.242980898539138,8.121490449269569,8.121490449269569
2015,2050,21400.918513679113,1589.6707353288068,53.30346703011957,3.3302176983100207,3.3302176983100207,1589.6707353288068,26.651733515059785,13.325866757529893,13.325866757529893
2016,2016,158291.8451603243,22.83286252776656,3.3214980372992144,4.7911064524572527e-4,4.7911064524572527e-4,22.83286252776656,1.6607490186496072,0.8303745093248036,0.8303745093248036
2016,2017,158251.16605094523,54.52795578708464,8.980921600416472,0.003094519352844022,0.003094519352844022,54.52795578708464,4.490460800208236,2.245230400104118,2.245230400104118
2016,2018,158160.50334781656,122.3590921036311,22.813917082117737,0.017649730004693893,0.017649730004693893,122.3590921036311,11.406958541058868,5.703479270529434,5.703479270529434
2016,2019,157981.75259407036,257.9863250422947,54.43600742391464,0.08889472532157278,0.08889472532157278,257.9863250422947,27.21800371195732,13.60900185597866,13.60900185597866
2016,2020,157633.5462511717,510.9954494799177,121.9668544208771,0.39537567488098613,0.39537567488098613,510.9954494799177,60.98342721043855,30.491713605219275,30.491713605219275
2016,2021,156996.65093100144,950.5282082581874,256.49129903422266,1.5529080188307338,1.5529080188307338,950.5282082581874,128.24564951711133,64.12282475855567,64.12282475855567
2016,2022,155903.01712544382,1659.64654416292,505.98466804799995,5.386308658970759,5.386308658970759,1659.64654416292,252.99233402399997,126.49616701199999,126.49616701199999
2016,2023,154140.03774343425,2717.8063160412225,935.8022612975927,16.499005456222495,16.499005456222495,2717.8063160412225,467.90113064879637,233.95056532439818,233.95056532439818
2016,2024,151470.62907371976,4169.426341320695,1621.8852048421531,44.63363800910358,44.63363800910358,4169.426341320695,810.9426024210766,405.4713012105383,405.4713012105383
2016,2025,147695.16712672974,5983.428062392849,2633.955227312756,106.64272551310737,106.64272551310737,5983.428062392849,1316.977613656378,658.488806828189,658.488806828189
2016,2026,142706.19805045222,8018.786169292283,4010.2130587140173,225.06457674823733,225.06457674823733,8018.786169292283,2005.1065293570086,1002.5532646785043,1002.5532646785043
2016,2027,136526.83313564866,10018.42465776254,5730.973428439579,419.6158898501376,419.6158898501376,10018.42465776254,2865.4867142197895,1432.7433571098948,1432.7433571098948
2016,2028,129328.43508918799,11655.540247712703,7702.6459749278165,691.3534286115097,691.3534286115097,11655.540247712703,3851.3229874639082,1925.6614937319541,1925.6614937319541
2016,2029,121430.10353999521,12621.325185263266,9758.71497866472,1007.0518975965074,1007.0518975965074,12621.325185263266,4879.35748933236,2439.67874466618,2439.67874466618
2016,2030,113199.36172935195,12733.452596895577,11678.682370330935,1297.9992329510078,1297.9992329510078,12733.452596895577,5839.341185165467,2919.6705925827337,2919.6705925827337
2016,2031,105035.64491718754,12003.63469751595,13217.820636573997,1482.4166680250044,1482.4166680250044,12003.63469751595,6608.9103182869985,3304.4551591434993,3304.4551591434993
2016,2032,25780.07890791681,3027.469310269817,85697.48999258304,9110.625030101668,9110.625030101668,3027.469310269817,42848.74499629152,21424.37249814576,21424.37249814576
2016,2033,64729.79166784494,6850.9378837379845,47.432223439126155,5.05791620990902,5.05791620990902,6850.9378837379845,23.716111719563077,11.858055859781539,11.858055859781539
2016,2034,65533.779095346086,5923.9564945652955,82.70535065543835,7.430246351490421,7.430246351490421,5923.9564945652955,41.352675327719176,20.676337663859588,20.676337663859588
2016,2035,66314.94784797342,4975.051535254139,139.58286340019708,9.988205754104548,9.988205754104548,4975.051535254139,69.79143170009854,34.89571585004927,34.89571585004927
2016,2036,66825.49844967177,4155.251781998185,224.6445819740613,13.329085343341392,13.329085343341392,4155.251781998185,112.32229098703066,56.16114549351533,56.16114549351533
2016,2037,67035.44118406373,3557.833233378951,355.60428165931216,17.413478143339386,17.413478143339386,3557.833233378951,177.80214082965608,88.90107041482804,88.90107041482804
2016,2038,66900.05682729704,3240.0577830781626,547.485555517621,24.10655767717652,24.10655767717652,3240.0577830781626,273.7427777588105,136.87138887940526,136.87138887940526
2016,2039,66234.67706191487,3169.178682013771,884.855259950597,36.96600559548828,36.96600559548828,3169.178682013771,442.4276299752985,221.21381498764924,221.21381498764924
2016,2040,65038.02245363159,3283.5025074088544,1350.8646415777953,61.47288381241957,61.47288381241957,3283.5025074088544,675.4323207888976,337.7161603944488,337.7161603944488
2016,2041,63385.50603551912,3518.035091697707,1934.5503639281173,99.0293975717765,99.0293975717765,3518.035091697707,967.2751819640587,483.63759098202934,483.63759098202934
2016,2042,61199.106918711,3763.632144974175,2668.0213280760436,155.3409556378234,155.3409556378234,3763.632144974175,1334.0106640380218,667.0053320190109,667.0053320190109
2016,2043,58459.80328121697,3941.9298229678493,3540.3405406462366,230.13311079755314,230.13311079755314,3941.9298229678493,1770.1702703231183,885.0851351615592,885.0851351615592
2016,2044,55236.275095799225,4039.155599885486,4503.336724042925,321.0266843380228,321.0266843380228,4039.155599885486,2251.6683620214626,1125.8341810107313,1125.8341810107313
2016,2045,51560.04335409194,3979.1088770842684,5485.526348950508,415.7469043078228,415.7469043078228,3979.1088770842684,2742.763174475254,1371.381587237627,1371.381587237627
2016,2046,47556.6023034561,3796.725201974092,6367.204720689041,498.9624231072484,498.9624231072484,3796.725201974092,3183.6023603445205,1591.8011801722603,1591.8011801722603
2016,2047,43370.575904137295,3500.5470444638513,7020.19724996834,555.1484782043538,555.1484782043538,3500.5470444638513,3510.09862498417,1755.049312492085,1755.049312492085
2016,2048,39240.274082904,3155.5956127893323,7327.438783357154,568.340412947753,568.340412947753,3155.5956127893323,3663.719391678577,1831.8596958392884,1831.8596958392884
2016,2049,18787.80169896544,1534.1562959024604,23840.099113665154,1794.4172130749466,1794.4172130749466,1534.1562959024604,11920.049556832577,5960.024778416288,5960.024778416288
2016,2050,29771.237901981367,2338.405959470772,53.33965922909388,3.8869453848958675,3.8869453848958675,2338.405959470772,26.66982961454694,13.33491480727347,13.33491480727347
2017,2017,202082.60953539144,29.149476639813958,4.240376314170012,6.116545634386805e-4,6.116545634386805e-4,29.149476639813958,2.120188157085006,1.060094078542503,1.060094078542503
2017,2018,202030.6767237638,69.61288237510833,11.465455287394834,0.003950604943969873,0.003950604943969873,69.61288237510833,5.732727643697417,2.8663638218487084,2.8663638218487084
2017,2019,201914.93257018965,156.2092134793106,29.12529001736573,0.022532452593064023,0.022532452593064023,156.2092134793106,14.562645008682866,7.281322504341433,7.281322504341433
2017,2020,201686.73118219734,329.3571424111499,69.49549688912144,0.1134870722412802,0.1134870722412802,329.3571424111499,34.74774844456072,17.37387422228036,17.37387422228036
2017,2021,201242.1950384783,652.3601628815612,155.7084649132126,0.5047546703738386,0.5047546703738386,652.3601628815612,77.8542324566063,38.92711622830315,38.92711622830315
2017,2022,200429.10534222436,1213.487786229688,327.448523829261,1.9825134042496273,1.9825134042496273,1213.487786229688,163.7242619146305,81.86213095731524,81.86213095731524
2017,2023,199032.92240507202,2118.7806877299654,645.9631701208298,6.876407994773389,6.876407994773389,2118.7806877299654,322.9815850604149,161.49079253020744,161.49079253020744
2017,2024,196782.22229027617,3469.675850964436,1194.6879687996575,21.063385002273048,21.063385002273048,3469.675850964436,597.3439843998287,298.67199219991437,298.67199219991437
2017,2025,193374.33308823968,5322.880369903442,2070.572834812697,56.98134375022408,56.98134375022408,5322.880369903442,1035.2864174063484,517.6432087031742,517.6432087031742
2017,2026,188565.59548308208,7638.726596406866,3362.6279506852256,136.14498123129442,136.14498123129442,7638.726596406866,1681.3139753426128,840.6569876713064,840.6569876713064
2017,2027,182219.57256627217,10237.203283301453,5119.626631561498,287.3277351331267,287.3277351331267,10237.203283301453,2559.813315780749,1279.9066578903744,1279.9066578903744
2017,2028,174341.66923661387,12791.05119908341,7316.553449737301,535.7112776547552,535.7112776547552,12791.05119908341,3658.2767248686505,1829.1383624343252,1829.1383624343252
2017,2029,165173.77524944436,14881.557250568032,9833.78700337204,882.6341381733528,882.6341381733528,14881.557250568032,4916.89350168602,2458.44675084301,2458.44675084301
2017,2030,155080.45933059382,16113.643592344963,12458.54291023418,1285.6487771921732,1285.6487771921732,16113.643592344963,6229.27145511709,3114.635727558545,3114.635727558545
2017,2031,144581.62473300745,16257.7386141064,14909.761628503386,1657.0861460909102,1657.0861460909102,16257.7386141064,7454.880814251693,3727.4404071258464,3727.4404071258464
2017,2032,134159.66898980393,15328.113842829858,16876.193235172366,1892.790179468543,1892.790179468543,15328.113842829858,8438.096617586183,4219.048308793092,4219.048308793092
2017,2033,32988.26746261631,3871.558159331022,109408.21973606927,11631.218672826864,11631.218672826864,3871.558159331022,54704.10986803463,27352.054934017317,27352.054934017317
2017,2034,82698.23555762663,8750.109616468497,61.862801434200264,6.467525772768836,6.467525772768836,8750.109616468497,30.931400717100132,15.465700358550066,15.465700358550066
2017,2035,83732.22970978025,7566.190793059153,107.62083464857166,9.514153381596676,9.514153381596676,7566.190793059153,53.81041732428583,26.905208662142915,26.905208662142915
2017,2036,84733.16851139125,6358.644848512014,180.88537963554845,12.80934223866207,12.80934223866207,6358.644848512014,90.44268981777422,45.22134490888711,45.22134490888711
2017,2037,85451.54147882278,5314.179216298218,295.34260986072536,17.176487645709354,17.176487645709354,5314.179216298218,147.67130493036268,73.83565246518134,73.83565246518134
2017,2038,85777.00850741711,4562.993833364131,464.60359771557006,22.669804165884106,22.669804165884106,4562.993833364131,232.30179885778503,116.15089942889252,116.15089942889252
2017,2039,85541.19664208176,4145.40047996609,702.8910454755195,30.941821325259035,30.941821325259035,4145.40047996609,351.44552273775975,175.72276136887987,175.72276136887987
2017,2040,84694.82943004834,4056.411509021123,1156.1250417432614,48.73340516258638,48.73340516258638,4056.411509021123,578.0625208716307,289.03126043581534,289.03126043581534
2017,2041,83211.05452116061,4213.360183550457,1728.8940250901703,78.7998978783802,78.7998978783802,4213.360183550457,864.4470125450852,432.2235062725426,432.2235062725426
2017,2042,81082.90825767536,4504.977528597438,2485.470934360712,129.4450467572838,129.4450467572838,4504.977528597438,1242.735467180356,621.367733590178,621.367733590178
2017,2043,78298.98477004944,4823.306252377517,3415.158499806161,199.0688896186141,199.0688896186141,4823.306252377517,1707.5792499030806,853.7896249515403,853.7896249515403
2017,2044,74840.18698561571,5063.856733365489,4530.644709866822,294.93166853433695,294.93166853433695,5063.856733365489,2265.322354933411,1132.6611774667056,1132.6611774667056
2017,2045,70735.15198222871,5171.853530757508,5762.5845310504565,410.4571189376442,410.4571189376442,5171.853530757508,2881.2922655252282,1440.6461327626141,1440.6461327626141
2017,2046,66059.54434394404,5105.271054918449,7017.686610589376,531.4944204520924,531.4944204520924,5105.271054918449,3508.843305294688,1754.421652647344,1754.421652647344
2017,2047,60945.22956516846,4871.186547866305,8141.952015768623,638.2871264600656,638.2871264600656,4871.186547866305,4070.9760078843115,2035.4880039421557,2035.4880039421557
2017,2048,55610.96592155252,4497.825988926382,8983.44591859442,709.1419567150743,709.1419567150743,4497.825988926382,4491.72295929721,2245.861479648605,2245.861479648605
2017,2049,50362.20003286106,4051.36953456937,9370.810673757158,726.2622564793764,726.2622564793764,4051.36953456937,4685.405336878579,2342.7026684392895,2342.7026684392895
2017,2050,24260.805666606582,1997.4879779161463,30464.858137859796,2297.478228558195,2297.478228558195,1997.4879779161463,15232.429068929898,7616.214534464949,7616.214534464949
2018,2018,361212.31625437835,52.10319680094039,7.579455519468171,0.0010933012104069888,0.0010933012104069888,52.10319680094039,3.7897277597340855,1.8948638798670427,1.8948638798670427
2018,2019,361119.48901298066,124.42946249391504,20.493914200695176,0.007061504033910644,0.007061504033910644,124.42946249391504,10.246957100347588,5.123478550173794,5.123478550173794
2018,2020,360922.83960662043,279.22389275842824,52.060179265892955,0.04027577141175454,0.04027577141175454,279.22389275842824,26.030089632946478,13.015044816473239,13.015044816473239
2018,2021,360514.92413056083,588.7257335352251,124.22022194992124,0.20285327830953936,0.20285327830953936,588.7257335352251,62.11011097496062,31.05505548748031,31.05505548748031
2018,2022,359720.3042486345,1166.0934898877533,278.3223766990914,0.9022279007936427,0.9022279007936427,1166.0934898877533,139.1611883495457,69.58059417477286,69.58059417477286
2018,2023,358266.8836472812,2169.108909422308,585.3009557537641,3.5436624251429625,3.5436624251429625,2169.108909422308,292.65047787688206,146.32523893844103,146.32523893844103
2018,2024,355771.16427175154,3787.319769066239,1154.6338309817345,12.291310559687707,12.291310559687707,3787.319769066239,577.3169154908672,288.6584577454336,288.6584577454336
2018,2025,351747.9635798884,6202.044941287183,2135.459606080975,37.650011290406006,37.650011290406006,6202.044941287183,1067.7298030404875,533.8649015202437,533.8649015202437
2018,2026,345668.26843910635,9514.381891184785,3701.043726184404,101.85123424089923,101.85123424089923,9514.381891184785,1850.521863092202,925.260931546101,925.260931546101
2018,2027,337099.8982586696,13653.866441510143,6010.529865235703,243.35218404720112,243.35218404720112,13653.866441510143,3005.2649326178516,1502.6324663089258,1502.6324663089258
2018,2028,325778.0627030482,18298.608656053373,9151.090633642667,513.5836252446426,513.5836252446426,18298.608656053373,4575.5453168213335,2287.7726584106667,2287.7726584106667
2018,2029,311717.50929675746,22863.65485619099,13078.034441882053,957.5565351994464,957.5565351994464,22863.65485619099,6539.017220941027,3269.5086104705133,3269.5086104705133
2018,2030,295340.7089167559,26600.860367537603,17577.533611321,1577.6635832302306,1577.6635832302306,26600.860367537603,8788.7668056605,4394.38340283025,4394.38340283025
2018,2031,277338.4277277891,28806.498686544135,22269.820463327407,2298.0970054225554,2298.0970054225554,28806.498686544135,11134.910231663704,5567.455115831852,5567.455115831852
2018,2032,258570.86622176023,29064.914916263177,26651.80343871392,2962.0593319407835,2962.0593319407835,29064.914916263177,13325.90171935696,6662.95085967848,6662.95085967848
2018,2033,239973.80219511007,27405.4860689158,30167.680573074518,3383.411394081853,3383.411394081853,27405.4860689158,15083.840286537259,7541.9201432686295,7541.9201432686295
2018,2034,59135.49451600394,6926.87009276538,195577.37779597347,20793.313033706276,20793.313033706276,6926.87009276538,97788.68889798674,48894.34444899337,48894.34444899337
2018,2035,148044.64190176045,15656.820520996022,116.9909071699313,11.974781076711885,11.974781076711885,15656.820520996022,58.49545358496565,29.247726792482826,29.247726792482826
2018,2036,149898.4292148857,13549.915021230325,199.96783857011317,17.465668524772134,17.465668524772134,13549.915021230325,99.98391928505659,49.99195964252829,49.99195964252829
2018,2037,151713.04504342526,11389.956754287059,333.44042353673143,23.69667304173128,23.69667304173128,11389.956754287059,166.72021176836571,83.36010588418286,83.36010588418286
2018,2038,153085.6706160537,9524.63071698372,538.8051230604003,31.671760452681873,31.671760452681873,9524.63071698372,269.40256153020016,134.70128076510008,134.70128076510008
2018,2039,153706.68242008693,8182.522937234199,845.4272402918162,41.75647527683389,41.75647527683389,8182.522937234199,422.7136201459081,211.35681007295406,211.35681007295406
2018,2040,153338.38584451049,7459.519585277259,1394.0966982250288,59.63094196067472,59.63094196067472,7459.519585277259,697.0483491125144,348.5241745562572,348.5241745562572
2018,2041,151863.791408519,7303.839906082181,2135.1884547272793,90.80600449232263,90.80600449232263,7303.839906082181,1067.5942273636397,533.7971136818198,533.7971136818198
2018,2042,149259.35860528,7576.411652654134,3141.7546660577236,145.4698212506267,145.4698212506267,7576.411652654134,1570.8773330288618,785.4386665144309,785.4386665144309
2018,2043,145530.49147414076,8109.531550872469,4470.147127875073,233.65536260092594,233.65536260092594,8109.531550872469,2235.0735639375366,1117.5367819687683,1117.5367819687683
2018,2044,140563.64349331782,8677.256673624963,6147.285032977403,362.11027592090755,362.11027592090755,8677.256673624963,3073.6425164887014,1536.8212582443507,1536.8212582443507
2018,2045,134417.08601337264,9129.319048495998,8138.975948966014,535.7985986887838,535.7985986887838,9129.319048495998,4069.487974483007,2034.7439872415034,2034.7439872415034
2018,2046,127114.1107096491,9311.021717118598,10350.653885706255,741.7212784020652,741.7212784020652,9311.021717118598,5175.326942853128,2587.663471426564,2587.663471426564
2018,2047,118786.22274566843,9204.021420883038,12592.213588547824,958.2287240324802,958.2287240324802,9204.021420883038,6296.106794273912,3148.053397136956,3148.053397136956
2018,2048,109674.0341116014,8771.335382628444,14602.614467220968,1147.354723479456,1147.354723479456,8771.335382628444,7301.307233610484,3650.653616805242,3650.653616805242
