State,Reg Year,Fraction_BEV,Fraction_PHEV,Fraction_FCEV
Georgia,2023,0.02598498270480047,0.017365361077111383,0
Hawaii,2023,0.007199302567563767,0.005584455324357405,0
Idaho,2023,0.002390393430636407,0.003518971848225214,0
Illinois,2023,0.028009786551927783,0.02555079559363525,0
Indiana,2023,0.007339913945836497,0.009868421052631578,0
Iowa,2023,0.002531004808909137,0.004666462668298654,0
Kansas,2023,0.003177817148963694,0.004283965728274173,0
Kentucky,2023,0.003262183975927332,0.004283965728274173,0
Louisiana,2023,0.0023060266036727694,0.0030599755201958386,0
Maine,2023,0.0020810483984364013,0.005813953488372093,0
Maryland,2023,0.020276160746927643,0.023944308445532435,0
Massachusetts,2023,0.020754239433054922,0.03350673194614443,0
Michigan,2023,0.014145504654236621,0.022261321909424724,0
Minnesota,2023,0.010433364267836554,0.012316401468788249,0
Mississippi,2023,0.0010124019235636548,0.0015299877600979193,0
Missouri,2023,0.0075648921510728644,0.010633414932680538,0
Montana,2023,0.0012936246801091144,0.001912484700122399,0
Nebraska,2023,0.0019404370201636717,0.0029069767441860465,0
Nevada,2023,0.013329958660254788,0.008108935128518973,0
New Hampshire,2023,0.0027841052898000505,0.005048959608323134,0
New Jersey,2023,0.03790882758232796,0.03128824969400245,0
New Mexico,2023,0.0028965943924182344,0.003748470012239902,0
New York,2023,0.03692454793441885,0.07060893512851897,0
North Carolina,2023,0.019741837509491267,0.018130354957160342,0
North Dakota,2023,2.8122275654545966e-4,6.119951040391676e-4,0
Ohio,2023,0.014173626929891167,0.01835985312117503,0
Oklahoma,2023,0.00641187884923648,0.025244798041615668,0
Oregon,2023,0.018110745521527603,0.022031823745410038,0
Pennsylvania,2023,0.019741837509491267,0.029758261933904528,0
Rhode Island,2023,0.0017998256418909418,0.003901468788249694,0
South Carolina,2023,0.005877555611800107,0.0068849449204406365,0
South Dakota,2023,4.780786861272814e-4,9.944920440636475e-4,0
Tennessee,2023,0.009336595517309261,0.008414932680538556,0
Texas,2023,0.06470935628111027,0.042304161566707466,0
Utah,2023,0.011248910261818386,0.009944920440636475,0
Vermont,2023,0.002193537501054585,0.00436046511627907,0
Virginia,2023,0.023875812030709525,0.020501835985312116,0
Washington,2023,0.042773981270564414,0.031517747858017135,0
West Virginia,2023,7.874237183272871e-4,0.0013769889840881274,0
Wisconsin,2023,0.007002446637981946,0.009562423500611995,0
Wyoming,2023,3.093450322000056e-4,6.119951040391676e-4,0
Alabama,2024,0.0036558958350909757,0.004436964504283966,0
Alaska,2024,7.593014426727411e-4,6.884944920440637e-4,0
Arizona,2024,0.02525380353778228,0.019583843329253364,0
Arkansas,2024,0.001996681571472764,0.0024479804161566705,0
California,2024,0.3533845158750246,0.3141829865361077,1
Colorado,2024,0.025338170364745914,0.028687270501835987,0
Connecticut,2024,0.008886639106836526,0.014075887392900856,0
Delaware,2024,0.002362271154981861,0.0029069767441860465,0
District of Columbia,2024,0.002277904328018223,0.0028304773561811506,0
Florida,2024,0.07168368064343766,0.043834149326805384,0
Georgia,2024,0.02598498270480047,0.017365361077111383,0
Hawaii,2024,0.007199302567563767,0.005584455324357405,0
Idaho,2024,0.002390393430636407,0.003518971848225214,0
Illinois,2024,0.028009786551927783,0.02555079559363525,0
Indiana,2024,0.007339913945836497,0.009868421052631578,0
Iowa,2024,0.002531004808909137,0.004666462668298654,0
Kansas,2024,0.003177817148963694,0.004283965728274173,0
Kentucky,2024,0.003262183975927332,0.004283965728274173,0
Louisiana,2024,0.0023060266036727694,0.0030599755201958386,0
Maine,2024,0.0020810483984364013,0.005813953488372093,0
Maryland,2024,0.020276160746927643,0.023944308445532435,0
Massachusetts,2024,0.020754239433054922,0.03350673194614443,0
Michigan,2024,0.014145504654236621,0.022261321909424724,0
Minnesota,2024,0.010433364267836554,0.012316401468788249,0
Mississippi,2024,0.0010124019235636548,0.0015299877600979193,0
Missouri,2024,0.0075648921510728644,0.010633414932680538,0
Montana,2024,0.0012936246801091144,0.001912484700122399,0
Nebraska,2024,0.0019404370201636717,0.0029069767441860465,0
Nevada,2024,0.013329958660254788,0.008108935128518973,0
New Hampshire,2024,0.0027841052898000505,0.005048959608323134,0
New Jersey,2024,0.03790882758232796,0.03128824969400245,0
New Mexico,2024,0.0028965943924182344,0.003748470012239902,0
New York,2024,0.03692454793441885,0.07060893512851897,0
North Carolina,2024,0.019741837509491267,0.018130354957160342,0
North Dakota,2024,2.8122275654545966e-4,6.119951040391676e-4,0
Ohio,2024,0.014173626929891167,0.01835985312117503,0
Oklahoma,2024,0.00641187884923648,0.025244798041615668,0
Oregon,2024,0.018110745521527603,0.022031823745410038,0
Pennsylvania,2024,0.019741837509491267,0.029758261933904528,0
Rhode Island,2024,0.0017998256418909418,0.003901468788249694,0
South Carolina,2024,0.005877555611800107,0.0068849449204406365,0
South Dakota,2024,4.780786861272814e-4,9.944920440636475e-4,0
Tennessee,2024,0.009336595517309261,0.008414932680538556,0
Texas,2024,0.06470935628111027,0.042304161566707466,0
Utah,2024,0.011248910261818386,0.009944920440636475,0
Vermont,2024,0.002193537501054585,0.00436046511627907,0
Virginia,2024,0.023875812030709525,0.020501835985312116,0
Washington,2024,0.042773981270564414,0.031517747858017135,0
West Virginia,2024,7.874237183272871e-4,0.0013769889840881274,0
Wisconsin,2024,0.007002446637981946,0.009562423500611995,0
Wyoming,2024,3.093450322000056e-4,6.119951040391676e-4,0
