Year,State_Province,Mineral,Available Recycled Minerals (w Scrap) (Tonne),Available Recycled Minerals No R Restraint (Tonne),Minerals Recoverable in Exported Scrap/Batts (Tonne),Minerals Recoverable in Exported BM (Tonne),Minerals Lost to Pyrometalurgy (Tonne),Scrap_min,Batt_min,Battery_Scenario,Chemistry_Scenario,Scenario
2025,IL,Copper,6.382973490929913,6.737583129314908,0,0,0.3546096383849946,0.03432159223229627,6.703261537082611,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,IL,Graphite,0,15.26718611681179,0,0,15.26718611681179,0,15.26718611681179,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,IL,Lithium,0,1.5986603358498606,0,0,1.5986603358498606,0.008659318187636612,1.5900010176622241,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,IL,Manganese,0,1.1479856819495438,0,0,1.1479856819495438,0.012875255294437539,1.135110426655106,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,IL,Nickel,11.034240505052711,11.034240505052711,0,0,0,0.057057438715982026,10.977183066336726,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,IN,Cobalt,0.8172522743483218,0.8172522743483218,0,0,0,0.01389334933673391,0.803358925011588,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,IN,Copper,1.9344783401111165,2.0419493590061784,0,0,0.10747101889506183,0.03432159223229627,2.0076277667738824,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,IN,Graphite,0,4.55256352147062,0,0,4.55256352147062,0,4.55256352147062,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,IN,Lithium,0,0.48338049344854694,0,0,0.48338049344854694,0.008659318187636612,0.4747211752609103,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,IN,Manganese,0,0.39073387708256874,0,0,0.39073387708256874,0.012875255294437539,0.3778586217881312,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,IN,Nickel,3.2705451532862693,3.2705451532862693,0,0,0,0.057057438715982026,3.2134877145702867,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KS,Cobalt,0.49772318954448236,0.49772318954448236,0,0,0,0.01389334933673391,0.4838298402077485,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KS,Copper,1.2100021513552925,1.2772244930972534,0,0,0.06722234174196084,0.03432159223229627,1.2429029008649572,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KS,Graphite,0,2.8171289048745614,0,0,2.8171289048745614,0,2.8171289048745614,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KS,Lithium,0,0.30126770335929354,0,0,0.30126770335929354,0.008659318187636612,0.2926083851716568,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KS,Manganese,0,0.23245798178343327,0,0,0.23245798178343327,0.012875255294437539,0.2195827264889957,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KS,Nickel,2.0485270437881704,2.0485270437881704,0,0,0,0.057057438715982026,1.9914696050721892,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KY,Cobalt,0.47772263852005536,0.47772263852005536,0,0,0,0.01389334933673391,0.4638292891833215,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KY,Copper,1.1624339768904004,1.2270136422732003,0,0,0.06457966538279991,0.03432159223229627,1.1926920500409042,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KY,Graphite,0,2.7021239274910793,0,0,2.7021239274910793,0,2.7021239274910793,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KY,Lithium,0,0.28924525306956184,0,0,0.28924525306956184,0.008659318187636612,0.28058593488192524,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KY,Manganese,0,0.22315002383471563,0,0,0.22315002383471563,0.012875255294437539,0.21027476854027807,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,KY,Nickel,1.9641892193910409,1.9641892193910409,0,0,0,0.057057438715982026,1.9071317806750585,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,LA,Cobalt,0.37261364838038424,0.37261364838038424,0,0,0,0.01389334933673391,0.3587202990436504,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,LA,Copper,0.9038136590838954,0.9540255290330006,0,0,0.0502118699491052,0.03432159223229627,0.9197039368007044,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,LA,Graphite,0,2.0925262827938393,0,0,2.0925262827938393,0,2.0925262827938393,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,LA,Lithium,0,0.22602538257296304,0,0,0.22602538257296304,0.008659318187636612,0.2173660643853264,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,LA,Manganese,0,0.17238221955338123,0,0,0.17238221955338123,0.012875255294437539,0.15950696425894367,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,LA,Nickel,1.5536796201332987,1.5536796201332987,0,0,0,0.057057438715982026,1.4966221814173168,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,MA,Cobalt,1.9763182826783574,1.9763182826783574,0,0,0,0.01389334933673391,1.9624249333416233,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,MA,Copper,4.65124888818838,4.909651604198844,0,0,0.2584027160104645,0.03432159223229627,4.875330011966547,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,MA,Graphite,0,11.082715341009852,0,0,11.082715341009852,0,11.082715341009852,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,MA,Lithium,0,1.1656416049710816,0,0,1.1656416049710816,0.008659318187636612,1.156982286783445,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,MA,Manganese,0,0.9037888912612276,0,0,0.9037888912612276,0.012875255294437539,0.8909136359667902,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,MA,Nickel,7.955561364230045,7.955561364230045,0,0,0,0.057057438715982026,7.8985039255140626,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,MB,Cobalt,0.13985483204620874,0.13985483204620874,0,0,0,0.01389334933673391,0.1259614827094748,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,MB,Copper,0.4603644593003874,0.4859402625948534,0,0,0.025575803294466015,0.03432159223229627,0.4516186703625571,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
2025,MB,Graphite,0,0.9603048577170393,0,0,0.9603048577170393,0,0.9603048577170393,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry
