Year,State_Province,Scenario,Tonnes_Scrap
2027,SLP ,Increasing Batt Cap - Benchmark Chemistry,0
2027,SLP ,Increasing Batt Cap - High LFP Chemistry,0
2027,TN,Decreasing Batt Cap - Benchmark Chemistry,26609.414281838563
2027,TN,Decreasing Batt Cap - High LFP Chemistry,26609.414281838563
2027,TN,Increasing Batt Cap - Benchmark Chemistry,26609.414281838563
2027,TN,Increasing Batt Cap - High LFP Chemistry,26609.414281838563
2027,TX,Decreasing Batt Cap - Benchmark Chemistry,2611.280752486677
2027,TX,Decreasing Batt Cap - High LFP Chemistry,2611.280752486677
2027,TX,Increasing Batt Cap - Benchmark Chemistry,2611.280752486677
2027,TX,Increasing Batt Cap - High LFP Chemistry,2611.280752486677
2027,VA,Decreasing Batt Cap - Benchmark Chemistry,0
2027,VA,Decreasing Batt Cap - High LFP Chemistry,0
2027,VA,Increasing Batt Cap - Benchmark Chemistry,0
2027,VA,Increasing Batt Cap - High LFP Chemistry,0
2027,WV,Decreasing Batt Cap - Benchmark Chemistry,0
2027,WV,Decreasing Batt Cap - High LFP Chemistry,0
2027,WV,Increasing Batt Cap - Benchmark Chemistry,0
2027,WV,Increasing Batt Cap - High LFP Chemistry,0
2028,AL,Decreasing Batt Cap - Benchmark Chemistry,0
2028,AL,Decreasing Batt Cap - High LFP Chemistry,0
2028,AL,Increasing Batt Cap - Benchmark Chemistry,0
2028,AL,Increasing Batt Cap - High LFP Chemistry,0
2028,AZ,Decreasing Batt Cap - Benchmark Chemistry,11161.92257179157
2028,AZ,Decreasing Batt Cap - High LFP Chemistry,11161.92257179157
2028,AZ,Increasing Batt Cap - Benchmark Chemistry,11161.92257179157
2028,AZ,Increasing Batt Cap - High LFP Chemistry,11161.92257179157
2028,CA,Decreasing Batt Cap - Benchmark Chemistry,1180.7752585133612
2028,CA,Decreasing Batt Cap - High LFP Chemistry,1180.7752585133612
2028,CA,Increasing Batt Cap - Benchmark Chemistry,1180.7752585133612
2028,CA,Increasing Batt Cap - High LFP Chemistry,1180.7752585133612
2028,CO,Decreasing Batt Cap - Benchmark Chemistry,182.40606465190956
2028,CO,Decreasing Batt Cap - High LFP Chemistry,182.40606465190956
2028,CO,Increasing Batt Cap - Benchmark Chemistry,182.40606465190956
2028,CO,Increasing Batt Cap - High LFP Chemistry,182.40606465190956
2028,FL,Decreasing Batt Cap - Benchmark Chemistry,364.8121293038191
2028,FL,Decreasing Batt Cap - High LFP Chemistry,364.8121293038191
2028,FL,Increasing Batt Cap - Benchmark Chemistry,364.8121293038191
2028,FL,Increasing Batt Cap - High LFP Chemistry,364.8121293038191
2028,GA,Decreasing Batt Cap - Benchmark Chemistry,23925.949808342684
2028,GA,Decreasing Batt Cap - High LFP Chemistry,23925.949808342684
2028,GA,Increasing Batt Cap - Benchmark Chemistry,23925.949808342684
2028,GA,Increasing Batt Cap - High LFP Chemistry,23925.949808342684
2028,IL,Decreasing Batt Cap - Benchmark Chemistry,11264.404857821224
2028,IL,Decreasing Batt Cap - High LFP Chemistry,11264.404857821224
2028,IL,Increasing Batt Cap - Benchmark Chemistry,11264.404857821224
2028,IL,Increasing Batt Cap - High LFP Chemistry,11264.404857821224
2028,IN,Decreasing Batt Cap - Benchmark Chemistry,8875.027054580733
2028,IN,Decreasing Batt Cap - High LFP Chemistry,8875.027054580733
2028,IN,Increasing Batt Cap - Benchmark Chemistry,8875.027054580733
2028,IN,Increasing Batt Cap - High LFP Chemistry,8875.027054580733
2028,KS,Decreasing Batt Cap - Benchmark Chemistry,8371.441928843678
2028,KS,Decreasing Batt Cap - High LFP Chemistry,8371.441928843678
2028,KS,Increasing Batt Cap - Benchmark Chemistry,8371.441928843678
2028,KS,Increasing Batt Cap - High LFP Chemistry,8371.441928843678
2028,KY,Decreasing Batt Cap - Benchmark Chemistry,5580.961285895785
2028,KY,Decreasing Batt Cap - High LFP Chemistry,5580.961285895785
2028,KY,Increasing Batt Cap - Benchmark Chemistry,5580.961285895785
2028,KY,Increasing Batt Cap - High LFP Chemistry,5580.961285895785
2028,MA,Decreasing Batt Cap - Benchmark Chemistry,0
2028,MA,Decreasing Batt Cap - High LFP Chemistry,0
2028,MA,Increasing Batt Cap - Benchmark Chemistry,0
2028,MA,Increasing Batt Cap - High LFP Chemistry,0
2028,MD,Decreasing Batt Cap - Benchmark Chemistry,48.64161724050923
2028,MD,Decreasing Batt Cap - High LFP Chemistry,48.64161724050923
2028,MD,Increasing Batt Cap - Benchmark Chemistry,48.64161724050923
2028,MD,Increasing Batt Cap - High LFP Chemistry,48.64161724050923
2028,MI,Decreasing Batt Cap - Benchmark Chemistry,19854.28937354659
2028,MI,Decreasing Batt Cap - High LFP Chemistry,19854.28937354659
2028,MI,Increasing Batt Cap - Benchmark Chemistry,19854.28937354659
2028,MI,Increasing Batt Cap - High LFP Chemistry,19854.28937354659
2028,MO,Decreasing Batt Cap - Benchmark Chemistry,48.64161724050923
2028,MO,Decreasing Batt Cap - High LFP Chemistry,48.64161724050923
2028,MO,Increasing Batt Cap - Benchmark Chemistry,48.64161724050923
2028,MO,Increasing Batt Cap - High LFP Chemistry,48.64161724050923
