Country,Scenario,Vehicle,Year,New_Sales,Total_Stock,EV_Retirement,LIB_recycling_vector,LIB_repurpose_vector,LIB_reuse_ev_vector,LIB_available_vector,LIB_evfail_total_vector,LIB_bothfail_vector,LIB_recycling,LIB_repurpose,LIB_reuse_EV
Mexico,ACCII,Heavy trucks,2048,5956,44912.43733963746,291.8372555543243,43|65|95|132|178|222|255|266|247|205|153|103|63|37|19|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0,43|65|94|133|177|221|251|261|240|196|143|94|55|30|15|6|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0,2|2|3|4|5|6|10|10|12|13|12|11|9|6|4|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0,2|4|5|8|11|14|18|22|24|25|24|21|17|12|8|5|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0,2|4|5|8|11|14|18|22|24|25|24|21|17|12|8|5|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|1|2|3|5|7|9|10|10|8|6|4|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2095,2027,115
Mexico,ACCII,Heavy trucks,2049,5990,46375.01557691277,322.3915979878352,44|67|97|136|184|232|268|281|264|224|169|117|74|43|23|12|6|2|0|0|0|0|0|0|0|0|0|0|0|0|0,43|66|96|137|183|229|265|277|257|214|158|106|64|35|18|9|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0,2|2|3|4|5|7|9|11|14|13|14|12|9|6|6|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0,2|4|5|8|11|15|19|23|26|27|26|24|19|14|10|6|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0,2|4|5|8|11|15|19|23|26|27|26|24|19|14|10|6|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|1|2|3|5|7|10|11|11|10|7|5|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0,2243,2163,121
Mexico,ACCII,Heavy trucks,2050,7486,49070.56935623008,351.58243438761815,44|67|98|140|189|240|280|295|281|239|185|128|84|49|27|14|7|3|0|0|0|0|0|0|0|0|0|0|0|0|0,44|67|98|139|188|238|276|291|274|229|172|117|73|41|21|11|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0,2|2|3|4|5|8|10|12|14|15|15|14|10|9|5|3|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0,2|4|5|8|11|16|20|24|28|29|29|26|22|17|11|7|4|2|1|0|0|0|0|0|0|0|0|0|0|0|0,2|4|5|8|11|16|20|24|28|29|29|26|22|17|11|7|4|2|1|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|1|2|3|5|8|10|12|12|11|9|6|4|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0,2370,2285,136
Mexico,Repeal,Heavy trucks,2022,84,84,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,0,0
Mexico,Repeal,Heavy trucks,2023,36,118.73693929396657,0.03401053881566707,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,1,0
Mexico,Repeal,Heavy trucks,2024,308,424.2811593435813,0.06726104457805707,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,2,0
Mexico,Repeal,Heavy trucks,2025,371,786.9853450894417,0.22819725358897974,2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,3|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,5,0
Mexico,Repeal,Heavy trucks,2026,395,1164.0667351650832,0.5007294144736534,2|4|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,3|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,9,0
Mexico,Repeal,Heavy trucks,2027,420,1551.817462451759,0.9243017181027331,3|4|5|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,3|4|5|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15,16,0
Mexico,Repeal,Heavy trucks,2028,441,1940.0813110856332,1.5671452499298444,3|4|6|8|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,3|5|6|7|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,26,25,0
