Year,Scenario,Mineral,Recycling Scenario,Tonne,Capacity key,Chemistry key,Value,Policy scenario
2027,Decreasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Decreasing Batt Cap,High LFP Chemistry,0.0,Policy Baseline
2027,Decreasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,2708.6413862054337,Decreasing Batt Cap,High LFP Chemistry,2.708641386205434,Policy Baseline
2027,Decreasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0.0,Decreasing Batt Cap,High LFP Chemistry,0.0,Policy Baseline
2027,Decreasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,266.8199102737626,Decreasing Batt Cap,High LFP Chemistry,0.2668199102737626,Policy Baseline
2027,Decreasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0.0,Decreasing Batt Cap,High LFP Chemistry,0.0,Policy Baseline
2027,Decreasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,161.82304185884988,Decreasing Batt Cap,High LFP Chemistry,0.16182304185884988,Policy Baseline
2027,Decreasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,1416.8197218519404,Decreasing Batt Cap,High LFP Chemistry,1.4168197218519403,Policy Baseline
2027,Decreasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,1416.8197218519404,Decreasing Batt Cap,High LFP Chemistry,1.4168197218519403,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,344.65263183350754,Increasing Batt Cap,Benchmark Chemistry,0.34465263183350753,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,344.65263183350754,Increasing Batt Cap,Benchmark Chemistry,0.34465263183350753,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,1275.0089708560797,Increasing Batt Cap,Benchmark Chemistry,1.2750089708560797,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,1345.8428025703056,Increasing Batt Cap,Benchmark Chemistry,1.3458428025703055,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,2783.9642638019836,Increasing Batt Cap,Benchmark Chemistry,2.7839642638019835,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Lithium,All Material is Recycled in NA,273.5053855199269,Increasing Batt Cap,Benchmark Chemistry,0.2735053855199269,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Manganese,All Material is Recycled in NA,163.92518944762756,Increasing Batt Cap,Benchmark Chemistry,0.16392518944762757,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,1436.1328763006557,Increasing Batt Cap,Benchmark Chemistry,1.4361328763006556,Policy Baseline
2027,Increasing Batt Cap - Benchmark Chemistry,Nickel,All Material is Recycled in NA,1436.1328763006557,Increasing Batt Cap,Benchmark Chemistry,1.4361328763006556,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,344.08931441330725,Increasing Batt Cap,High LFP Chemistry,0.34408931441330726,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,344.08931441330725,Increasing Batt Cap,High LFP Chemistry,0.34408931441330726,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,1275.6905900186878,Increasing Batt Cap,High LFP Chemistry,1.2756905900186877,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,1346.56228946417,Increasing Batt Cap,High LFP Chemistry,1.34656228946417,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,2784.2086497702185,Increasing Batt Cap,High LFP Chemistry,2.7842086497702185,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Lithium,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Lithium,All Material is Recycled in NA,273.4531949943456,Increasing Batt Cap,High LFP Chemistry,0.2734531949943456,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Manganese,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Manganese,All Material is Recycled in NA,163.63711987020395,Increasing Batt Cap,High LFP Chemistry,0.16363711987020393,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Nickel,Recycling Limited to NA 2025 Online or Planned,1433.423023919166,Increasing Batt Cap,High LFP Chemistry,1.433423023919166,Policy Baseline
2027,Increasing Batt Cap - High LFP Chemistry,Nickel,All Material is Recycled in NA,1433.423023919166,Increasing Batt Cap,High LFP Chemistry,1.433423023919166,Policy Baseline
2028,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,541.2803611054592,Decreasing Batt Cap,Benchmark Chemistry,0.5412803611054592,Policy Baseline
2028,Decreasing Batt Cap - Benchmark Chemistry,Cobalt,All Material is Recycled in NA,541.2803611054592,Decreasing Batt Cap,Benchmark Chemistry,0.5412803611054592,Policy Baseline
2028,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,2170.1175433296335,Decreasing Batt Cap,Benchmark Chemistry,2.1701175433296336,Policy Baseline
2028,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,2290.6796290701673,Decreasing Batt Cap,Benchmark Chemistry,2.2906796290701674,Policy Baseline
2028,Decreasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Decreasing Batt Cap,Benchmark Chemistry,0.0,Policy Baseline
2028,Decreasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,4695.424339856071,Decreasing Batt Cap,Benchmark Chemistry,4.695424339856071,Policy Baseline
