State,Year,Scenario,Annual_ret,Cumulative_thousands,code
Vermont,2031,ACCII,646,2.073,VT
Vermont,2032,ACCII,867,2.94,VT
Vermont,2033,ACCII,1122,4.062,VT
Vermont,2034,ACCII,1496,5.558,VT
Vermont,2035,ACCII,1988,7.546,VT
Vermont,2036,ACCII,2658,10.204,VT
Vermont,2037,ACCII,3444,13.648,VT
Vermont,2038,ACCII,4367,18.015,VT
Vermont,2039,ACCII,5602,23.617,VT
Vermont,2040,ACCII,7086,30.703,VT
Vermont,2041,ACCII,8780,39.483,VT
Vermont,2042,ACCII,10684,50.167,VT
Vermont,2043,ACCII,12747,62.914,VT
Vermont,2044,ACCII,14817,77.731,VT
Vermont,2045,ACCII,16864,94.595,VT
Vermont,2046,ACCII,18868,113.463,VT
Vermont,2047,ACCII,20760,134.223,VT
Vermont,2048,ACCII,22580,156.803,VT
Vermont,2049,ACCII,24212,181.015,VT
Vermont,2050,ACCII,25615,206.63,VT
Vermont,2020,Repeal,4,0.004,VT
Vermont,2021,Repeal,8,0.012,VT
Vermont,2022,Repeal,15,0.027,VT
Vermont,2023,Repeal,28,0.055,VT
Vermont,2024,Repeal,43,0.098,VT
Vermont,2025,Repeal,73,0.171,VT
Vermont,2026,Repeal,93,0.264,VT
Vermont,2027,Repeal,149,0.413,VT
Vermont,2028,Repeal,218,0.631,VT
Vermont,2029,Repeal,305,0.936,VT
Vermont,2030,Repeal,432,1.368,VT
Vermont,2031,Repeal,603,1.971,VT
Vermont,2032,Repeal,789,2.76,VT
Vermont,2033,Repeal,996,3.756,VT
Vermont,2034,Repeal,1308,5.064,VT
Vermont,2035,Repeal,1687,6.751,VT
Vermont,2036,Repeal,2190,8.941,VT
Vermont,2037,Repeal,2733,11.674,VT
Vermont,2038,Repeal,3200,14.874,VT
Vermont,2039,Repeal,3693,18.567,VT
Vermont,2040,Repeal,4212,22.779,VT
Vermont,2041,Repeal,4815,27.594,VT
Vermont,2042,Repeal,5559,33.153,VT
Vermont,2043,Repeal,6453,39.606,VT
Vermont,2044,Repeal,7455,47.061,VT
Vermont,2045,Repeal,8565,55.626,VT
Vermont,2046,Repeal,9815,65.441,VT
Vermont,2047,Repeal,11065,76.506,VT
Vermont,2048,Repeal,12310,88.816,VT
Vermont,2049,Repeal,13493,102.309,VT
Vermont,2050,Repeal,14592,116.901,VT
Virginia,2020,ACCII,40,0.04,VA
Virginia,2021,ACCII,58,0.098,VA
Virginia,2022,ACCII,82,0.18,VA
Virginia,2023,ACCII,113,0.293,VA
Virginia,2024,ACCII,180,0.473,VA
Virginia,2025,ACCII,273,0.746,VA
Virginia,2026,ACCII,455,1.201,VA
Virginia,2027,ACCII,837,2.038,VA
Virginia,2028,ACCII,1392,3.43,VA
Virginia,2029,ACCII,2162,5.592,VA
Virginia,2030,ACCII,3199,8.791,VA
Virginia,2031,ACCII,4741,13.532,VA
Virginia,2032,ACCII,6582,20.114,VA
Virginia,2033,ACCII,8896,29.01,VA
Virginia,2034,ACCII,12140,41.15,VA
Virginia,2035,ACCII,16488,57.638,VA
Virginia,2036,ACCII,22195,79.833,VA
Virginia,2037,ACCII,28872,108.705,VA
Virginia,2038,ACCII,36427,145.132,VA
Virginia,2039,ACCII,45312,190.444,VA
Virginia,2040,ACCII,55868,246.312,VA
Virginia,2041,ACCII,68028,314.34,VA
Virginia,2042,ACCII,81927,396.267,VA
Virginia,2043,ACCII,97306,493.573,VA
Virginia,2044,ACCII,113825,607.398,VA
Virginia,2045,ACCII,131310,738.708,VA
Virginia,2046,ACCII,149893,888.601,VA
Virginia,2047,ACCII,168476,1057.077,VA
Virginia,2048,ACCII,186583,1243.66,VA
Virginia,2049,ACCII,203736,1447.396,VA
Virginia,2050,ACCII,219624,1667.02,VA
Virginia,2020,Repeal,40,0.04,VA
Virginia,2021,Repeal,58,0.098,VA
Virginia,2022,Repeal,82,0.18,VA
Virginia,2023,Repeal,113,0.293,VA
Virginia,2024,Repeal,180,0.473,VA
Virginia,2025,Repeal,273,0.746,VA
Virginia,2026,Repeal,454,1.2,VA
Virginia,2027,Repeal,831,2.031,VA
Virginia,2028,Repeal,1376,3.407,VA
Virginia,2029,Repeal,2132,5.539,VA
Virginia,2030,Repeal,3146,8.685,VA
Virginia,2031,Repeal,4659,13.344,VA
Virginia,2032,Repeal,6463,19.807,VA
Virginia,2033,Repeal,8728,28.535,VA
Virginia,2034,Repeal,11927,40.462,VA
Virginia,2035,Repeal,16210,56.672,VA
Virginia,2036,Repeal,21824,78.496,VA
Virginia,2037,Repeal,28396,106.892,VA
Virginia,2038,Repeal,35805,142.697,VA
Virginia,2039,Repeal,44492,187.189,VA
Virginia,2040,Repeal,54783,241.972,VA
Virginia,2041,Repeal,66608,308.58,VA
Virginia,2042,Repeal,80093,388.673,VA
Virginia,2043,Repeal,95013,483.686,VA
Virginia,2044,Repeal,111036,594.722,VA
Virginia,2045,Repeal,128004,722.726,VA
Virginia,2046,Repeal,146063,868.789,VA
Virginia,2047,Repeal,164160,1032.949,VA
Virginia,2048,Repeal,181811,1214.76,VA
Virginia,2049,Repeal,198545,1413.305,VA
Virginia,2050,Repeal,214048,1627.353,VA
Washington,2020,ACCII,88,0.088,WA
Washington,2021,ACCII,153,0.241,WA
Washington,2022,ACCII,180,0.421,WA
Washington,2023,ACCII,287,0.708,WA
Washington,2024,ACCII,447,1.155,WA
Washington,2025,ACCII,725,1.88,WA
Washington,2026,ACCII,1122,3.002,WA
Washington,2027,ACCII,2069,5.071,WA
Washington,2028,ACCII,3291,8.362,WA
Washington,2029,ACCII,4957,13.319,WA
Washington,2030,ACCII,7118,20.437,WA
Washington,2031,ACCII,10184,30.621,WA
Washington,2032,ACCII,13595,44.216,WA
Washington,2033,ACCII,17625,61.841,WA
Washington,2034,ACCII,23137,84.978,WA
Washington,2035,ACCII,30291,115.269,WA
Washington,2036,ACCII,39748,155.017,WA
Washington,2037,ACCII,51004,206.021,WA
Washington,2038,ACCII,64426,270.447,WA
Washington,2039,ACCII,81768,352.215,WA
Washington,2040,ACCII,101898,454.113,WA
Washington,2041,ACCII,124407,578.52,WA
Washington,2042,ACCII,148674,727.194,WA
Washington,2043,ACCII,174185,901.379,WA
Washington,2044,ACCII,200345,1101.724,WA
Washington,2045,ACCII,226181,1327.905,WA
Washington,2046,ACCII,251234,1579.139,WA
Washington,2047,ACCII,275399,1854.538,WA
Washington,2048,ACCII,298515,2153.053,WA
Washington,2049,ACCII,319404,2472.457,WA
Washington,2050,ACCII,338007,2810.464,WA
Washington,2020,Repeal,88,0.088,WA
Washington,2021,Repeal,153,0.241,WA
Washington,2022,Repeal,180,0.421,WA
Washington,2023,Repeal,287,0.708,WA
Washington,2024,Repeal,447,1.155,WA
Washington,2025,Repeal,725,1.88,WA
Washington,2026,Repeal,1105,2.985,WA
Washington,2027,Repeal,2011,4.996,WA
Washington,2028,Repeal,3165,8.161,WA
Washington,2029,Repeal,4722,12.883,WA
Washington,2030,Repeal,6695,19.578,WA
Washington,2031,Repeal,9478,29.056,WA
Washington,2032,Repeal,12444,41.5,WA
Washington,2033,Repeal,15815,57.315,WA
Washington,2034,Repeal,20316,77.631,WA
Washington,2035,Repeal,25969,103.6,WA
Washington,2036,Repeal,33173,136.773,WA
Washington,2037,Repeal,41189,177.962,WA
Washington,2038,Repeal,47611,225.573,WA
Washington,2039,Repeal,54216,279.789,WA
Washington,2040,Repeal,61568,341.357,WA
Washington,2041,Repeal,70035,411.392,WA
Washington,2042,Repeal,80228,491.62,WA
Washington,2043,Repeal,92141,583.761,WA
Washington,2044,Repeal,105923,689.684,WA
Washington,2045,Repeal,121033,810.717,WA
Washington,2046,Repeal,137497,948.214,WA
Washington,2047,Repeal,154227,1102.441,WA
Washington,2048,Repeal,170524,1272.965,WA
Washington,2049,Repeal,186062,1459.027,WA
Washington,2050,Repeal,200619,1659.646,WA
West Virginia,2020,ACCII,0,0,WV
West Virginia,2021,ACCII,0,0,WV
West Virginia,2022,ACCII,1,0.001,WV
West Virginia,2023,ACCII,2,0.003,WV
West Virginia,2024,ACCII,7,0.01,WV
West Virginia,2025,ACCII,16,0.026,WV
West Virginia,2026,ACCII,41,0.067,WV
West Virginia,2027,ACCII,76,0.143,WV
West Virginia,2028,ACCII,128,0.271,WV
West Virginia,2029,ACCII,191,0.462,WV
West Virginia,2030,ACCII,280,0.742,WV
West Virginia,2031,ACCII,390,1.132,WV
West Virginia,2032,ACCII,554,1.686,WV
West Virginia,2033,ACCII,748,2.434,WV
West Virginia,2034,ACCII,1030,3.464,WV
West Virginia,2035,ACCII,1438,4.902,WV
West Virginia,2036,ACCII,1967,6.869,WV
West Virginia,2037,ACCII,2639,9.508,WV
West Virginia,2038,ACCII,3722,13.23,WV
West Virginia,2039,ACCII,5131,18.361,WV
West Virginia,2040,ACCII,6867,25.228,WV
West Virginia,2041,ACCII,8850,34.078,WV
West Virginia,2042,ACCII,11008,45.086,WV
West Virginia,2043,ACCII,13280,58.366,WV
West Virginia,2044,ACCII,15545,73.911,WV
West Virginia,2045,ACCII,17842,91.753,WV
West Virginia,2046,ACCII,20233,111.986,WV
West Virginia,2047,ACCII,22587,134.573,WV
West Virginia,2048,ACCII,24829,159.402,WV
West Virginia,2049,ACCII,26937,186.339,WV
West Virginia,2050,ACCII,28836,215.175,WV
West Virginia,2020,Repeal,0,0,WV
West Virginia,2021,Repeal,0,0,WV
West Virginia,2022,Repeal,1,0.001,WV
West Virginia,2023,Repeal,2,0.003,WV
West Virginia,2024,Repeal,7,0.01,WV
West Virginia,2025,Repeal,16,0.026,WV
West Virginia,2026,Repeal,41,0.067,WV
West Virginia,2027,Repeal,74,0.141,WV
West Virginia,2028,Repeal,123,0.264,WV
West Virginia,2029,Repeal,184,0.448,WV
West Virginia,2030,Repeal,271,0.719,WV
West Virginia,2031,Repeal,376,1.095,WV
West Virginia,2032,Repeal,532,1.627,WV
West Virginia,2033,Repeal,717,2.344,WV
West Virginia,2034,Repeal,990,3.334,WV
West Virginia,2035,Repeal,1388,4.722,WV
West Virginia,2036,Repeal,1898,6.62,WV
West Virginia,2037,Repeal,2553,9.173,WV
West Virginia,2038,Repeal,3606,12.779,WV
West Virginia,2039,Repeal,4975,17.754,WV
West Virginia,2040,Repeal,6667,24.421,WV
West Virginia,2041,Repeal,8588,33.009,WV
West Virginia,2042,Repeal,10678,43.687,WV
West Virginia,2043,Repeal,12870,56.557,WV
West Virginia,2044,Repeal,15050,71.607,WV
West Virginia,2045,Repeal,17265,88.872,WV
West Virginia,2046,Repeal,19568,108.44,WV
West Virginia,2047,Repeal,21839,130.279,WV
West Virginia,2048,Repeal,24001,154.28,WV
West Virginia,2049,Repeal,26041,180.321,WV
West Virginia,2050,Repeal,27883,208.204,WV
Wisconsin,2020,ACCII,24,0.024,WI
Wisconsin,2021,ACCII,37,0.061,WI
Wisconsin,2022,ACCII,52,0.113,WI
Wisconsin,2023,ACCII,84,0.197,WI
Wisconsin,2024,ACCII,108,0.305,WI
Wisconsin,2025,ACCII,159,0.464,WI
Wisconsin,2026,ACCII,255,0.719,WI
Wisconsin,2027,ACCII,466,1.185,WI
Wisconsin,2028,ACCII,762,1.947,WI
Wisconsin,2029,ACCII,1180,3.127,WI
Wisconsin,2030,ACCII,1701,4.828,WI
Wisconsin,2031,ACCII,2407,7.235,WI
Wisconsin,2032,ACCII,3221,10.456,WI
Wisconsin,2033,ACCII,4191,14.647,WI
Wisconsin,2034,ACCII,5560,20.207,WI
Wisconsin,2035,ACCII,7371,27.578,WI
Wisconsin,2036,ACCII,9800,37.378,WI
Wisconsin,2037,ACCII,12776,50.154,WI
Wisconsin,2038,ACCII,16832,66.986,WI
Wisconsin,2039,ACCII,21884,88.87,WI
Wisconsin,2040,ACCII,28061,116.931,WI
Wisconsin,2041,ACCII,35227,152.158,WI
Wisconsin,2042,ACCII,43342,195.5,WI
Wisconsin,2043,ACCII,52149,247.649,WI
Wisconsin,2044,ACCII,61373,309.022,WI
Wisconsin,2045,ACCII,70994,380.016,WI
Wisconsin,2046,ACCII,81104,461.12,WI
Wisconsin,2047,ACCII,91172,552.292,WI
Wisconsin,2048,ACCII,100932,653.224,WI
Wisconsin,2049,ACCII,110156,763.38,WI
Wisconsin,2050,ACCII,118633,882.013,WI
Wisconsin,2020,Repeal,24,0.024,WI
Wisconsin,2021,Repeal,37,0.061,WI
Wisconsin,2022,Repeal,52,0.113,WI
Wisconsin,2023,Repeal,84,0.197,WI
Wisconsin,2024,Repeal,108,0.305,WI
Wisconsin,2025,Repeal,159,0.464,WI
Wisconsin,2026,Repeal,254,0.718,WI
Wisconsin,2027,Repeal,463,1.181,WI
Wisconsin,2028,Repeal,752,1.933,WI
Wisconsin,2029,Repeal,1159,3.092,WI
Wisconsin,2030,Repeal,1665,4.757,WI
Wisconsin,2031,Repeal,2352,7.109,WI
Wisconsin,2032,Repeal,3140,10.249,WI
Wisconsin,2033,Repeal,4085,14.334,WI
Wisconsin,2034,Repeal,5423,19.757,WI
Wisconsin,2035,Repeal,7187,26.944,WI
Wisconsin,2036,Repeal,9560,36.504,WI
Wisconsin,2037,Repeal,12459,48.963,WI
Wisconsin,2038,Repeal,16417,65.38,WI
Wisconsin,2039,Repeal,21346,86.726,WI
Wisconsin,2040,Repeal,27352,114.078,WI
Wisconsin,2041,Repeal,34302,148.38,WI
Wisconsin,2042,Repeal,42154,190.534,WI
Wisconsin,2043,Repeal,50676,241.21,WI
Wisconsin,2044,Repeal,59578,300.788,WI
Wisconsin,2045,Repeal,68864,369.652,WI
Wisconsin,2046,Repeal,78657,448.309,WI
Wisconsin,2047,Repeal,88404,536.713,WI
Wisconsin,2048,Repeal,97889,634.602,WI
Wisconsin,2049,Repeal,106854,741.456,WI
Wisconsin,2050,Repeal,115093,856.549,WI
Wyoming,2020,ACCII,0,0,WY
Wyoming,2021,ACCII,0,0,WY
Wyoming,2022,ACCII,0,0,WY
Wyoming,2023,ACCII,0,0,WY
Wyoming,2024,ACCII,2,0.002,WY
Wyoming,2025,ACCII,4,0.006,WY
Wyoming,2026,ACCII,11,0.017,WY
Wyoming,2027,ACCII,30,0.047,WY
Wyoming,2028,ACCII,57,0.104,WY
Wyoming,2029,ACCII,87,0.191,WY
Wyoming,2030,ACCII,131,0.322,WY
Wyoming,2031,ACCII,179,0.501,WY
Wyoming,2032,ACCII,243,0.744,WY
Wyoming,2033,ACCII,314,1.058,WY
Wyoming,2034,ACCII,414,1.472,WY
Wyoming,2035,ACCII,567,2.039,WY
Wyoming,2036,ACCII,764,2.803,WY
Wyoming,2037,ACCII,1029,3.832,WY
Wyoming,2038,ACCII,1476,5.308,WY
Wyoming,2039,ACCII,2047,7.355,WY
Wyoming,2040,ACCII,2740,10.095,WY
Wyoming,2041,ACCII,3528,13.623,WY
Wyoming,2042,ACCII,4383,18.006,WY
Wyoming,2043,ACCII,5287,23.293,WY
Wyoming,2044,ACCII,6182,29.475,WY
Wyoming,2045,ACCII,7085,36.56,WY
Wyoming,2046,ACCII,8027,44.587,WY
Wyoming,2047,ACCII,8931,53.518,WY
Wyoming,2048,ACCII,9796,63.314,WY
Wyoming,2049,ACCII,10621,73.935,WY
Wyoming,2050,ACCII,11396,85.331,WY
Wyoming,2020,Repeal,0,0,WY
Wyoming,2021,Repeal,0,0,WY
Wyoming,2022,Repeal,0,0,WY
Wyoming,2023,Repeal,0,0,WY
Wyoming,2024,Repeal,2,0.002,WY
Wyoming,2025,Repeal,4,0.006,WY
Wyoming,2026,Repeal,11,0.017,WY
Wyoming,2027,Repeal,30,0.047,WY
Wyoming,2028,Repeal,57,0.104,WY
Wyoming,2029,Repeal,85,0.189,WY
Wyoming,2030,Repeal,126,0.315,WY
Wyoming,2031,Repeal,169,0.484,WY
Wyoming,2032,Repeal,231,0.715,WY
Wyoming,2033,Repeal,302,1.017,WY
Wyoming,2034,Repeal,399,1.416,WY
Wyoming,2035,Repeal,550,1.966,WY
Wyoming,2036,Repeal,742,2.708,WY
Wyoming,2037,Repeal,1002,3.71,WY
Wyoming,2038,Repeal,1439,5.149,WY
Wyoming,2039,Repeal,1998,7.147,WY
Wyoming,2040,Repeal,2674,9.821,WY
Wyoming,2041,Repeal,3441,13.262,WY
Wyoming,2042,Repeal,4271,17.533,WY
Wyoming,2043,Repeal,5143,22.676,WY
Wyoming,2044,Repeal,6018,28.694,WY
Wyoming,2045,Repeal,6889,35.583,WY
Wyoming,2046,Repeal,7791,43.374,WY
Wyoming,2047,Repeal,8658,52.032,WY
Wyoming,2048,Repeal,9497,61.529,WY
Wyoming,2049,Repeal,10300,71.829,WY
Wyoming,2050,Repeal,11050,82.879,WY
Yukon,2020,ACCII,0,0,YT
Yukon,2021,ACCII,0,0,YT
Yukon,2022,ACCII,0,0,YT
Yukon,2023,ACCII,0,0,YT
Yukon,2024,ACCII,0,0,YT
Yukon,2025,ACCII,0,0,YT
Yukon,2026,ACCII,0,0,YT
Yukon,2027,ACCII,0,0,YT
Yukon,2028,ACCII,0,0,YT
Yukon,2029,ACCII,3,0.003,YT
Yukon,2030,ACCII,4,0.007,YT
Yukon,2031,ACCII,14,0.021,YT
Yukon,2032,ACCII,23,0.044,YT
Yukon,2033,ACCII,37,0.081,YT
Yukon,2034,ACCII,62,0.143,YT
Yukon,2035,ACCII,79,0.222,YT
Yukon,2036,ACCII,119,0.341,YT
Yukon,2037,ACCII,159,0.5,YT
Yukon,2038,ACCII,236,0.736,YT
Yukon,2039,ACCII,345,1.081,YT
Yukon,2040,ACCII,474,1.555,YT
Yukon,2041,ACCII,631,2.186,YT
Yukon,2042,ACCII,793,2.979,YT
Yukon,2043,ACCII,968,3.947,YT
Yukon,2044,ACCII,1142,5.089,YT
Yukon,2045,ACCII,1310,6.399,YT
Yukon,2046,ACCII,1479,7.878,YT
Yukon,2047,ACCII,1635,9.513,YT
Yukon,2048,ACCII,1772,11.285,YT
Yukon,2049,ACCII,1913,13.198,YT
Yukon,2050,ACCII,2037,15.235,YT
Yukon,2020,Repeal,0,0,YT
Yukon,2021,Repeal,0,0,YT
Yukon,2022,Repeal,0,0,YT
Yukon,2023,Repeal,0,0,YT
Yukon,2024,Repeal,0,0,YT
Yukon,2025,Repeal,0,0,YT
Yukon,2026,Repeal,0,0,YT
Yukon,2027,Repeal,0,0,YT
Yukon,2028,Repeal,0,0,YT
Yukon,2029,Repeal,0,0,YT
Yukon,2030,Repeal,0,0,YT
Yukon,2031,Repeal,5,0.005,YT
Yukon,2032,Repeal,13,0.018,YT
Yukon,2033,Repeal,24,0.042,YT
Yukon,2034,Repeal,36,0.078,YT
Yukon,2035,Repeal,50,0.128,YT
Yukon,2036,Repeal,71,0.199,YT
Yukon,2037,Repeal,93,0.292,YT
Yukon,2038,Repeal,133,0.425,YT
Yukon,2039,Repeal,181,0.606,YT
Yukon,2040,Repeal,233,0.839,YT
Yukon,2041,Repeal,299,1.138,YT
Yukon,2042,Repeal,380,1.518,YT
Yukon,2043,Repeal,457,1.975,YT
Yukon,2044,Repeal,543,2.518,YT
Yukon,2045,Repeal,636,3.154,YT
Yukon,2046,Repeal,748,3.902,YT
Yukon,2047,Repeal,841,4.743,YT
Yukon,2048,Repeal,941,5.684,YT
Yukon,2049,Repeal,1033,6.717,YT
Yukon,2050,Repeal,1128,7.845,YT
