State,Year,Scenario,Annual_ret,Cumulative_thousands,code
Alabama,2020,ACCII,3,0.003,AL
Alabama,2021,ACCII,9,0.012,AL
Alabama,2022,ACCII,13,0.025,AL
Alabama,2023,ACCII,33,0.058,AL
Alabama,2024,ACCII,49,0.107,AL
Alabama,2025,ACCII,76,0.183,AL
Alabama,2026,ACCII,126,0.309,AL
Alabama,2027,ACCII,214,0.523,AL
Alabama,2028,ACCII,354,0.877,AL
Alabama,2029,ACCII,568,1.445,AL
Alabama,2030,ACCII,868,2.313,AL
Alabama,2031,ACCII,1305,3.618,AL
Alabama,2032,ACCII,1862,5.48,AL
Alabama,2033,ACCII,2591,8.071,AL
Alabama,2034,ACCII,3632,11.703,AL
Alabama,2035,ACCII,5035,16.738,AL
Alabama,2036,ACCII,6912,23.65,AL
Alabama,2037,ACCII,9283,32.933,AL
Alabama,2038,ACCII,13083,46.016,AL
Alabama,2039,ACCII,17919,63.935,AL
Alabama,2040,ACCII,23886,87.821,AL
Alabama,2041,ACCII,30703,118.524,AL
Alabama,2042,ACCII,38193,156.717,AL
Alabama,2043,ACCII,46098,202.815,AL
Alabama,2044,ACCII,54179,256.994,AL
Alabama,2045,ACCII,62449,319.443,AL
Alabama,2046,ACCII,71013,390.456,AL
Alabama,2047,ACCII,79469,469.925,AL
Alabama,2048,ACCII,87629,557.554,AL
Alabama,2049,ACCII,95304,652.858,AL
Alabama,2050,ACCII,102395,755.253,AL
Alabama,2020,Repeal,3,0.003,AL
Alabama,2021,Repeal,9,0.012,AL
Alabama,2022,Repeal,13,0.025,AL
Alabama,2023,Repeal,33,0.058,AL
Alabama,2024,Repeal,49,0.107,AL
Alabama,2025,Repeal,76,0.183,AL
Alabama,2026,Repeal,124,0.307,AL
Alabama,2027,Repeal,211,0.518,AL
Alabama,2028,Repeal,346,0.864,AL
Alabama,2029,Repeal,551,1.415,AL
Alabama,2030,Repeal,836,2.251,AL
Alabama,2031,Repeal,1257,3.508,AL
Alabama,2032,Repeal,1794,5.302,AL
Alabama,2033,Repeal,2497,7.799,AL
Alabama,2034,Repeal,3511,11.31,AL
Alabama,2035,Repeal,4873,16.183,AL
Alabama,2036,Repeal,6708,22.891,AL
Alabama,2037,Repeal,9008,31.899,AL
Alabama,2038,Repeal,12720,44.619,AL
Alabama,2039,Repeal,17454,62.073,AL
Alabama,2040,Repeal,23270,85.343,AL
Alabama,2041,Repeal,29901,115.244,AL
Alabama,2042,Repeal,37160,152.404,AL
Alabama,2043,Repeal,44809,197.213,AL
Alabama,2044,Repeal,52612,249.825,AL
Alabama,2045,Repeal,60605,310.43,AL
Alabama,2046,Repeal,68887,379.317,AL
Alabama,2047,Repeal,77066,456.383,AL
Alabama,2048,Repeal,84969,541.352,AL
Alabama,2049,Repeal,92426,633.778,AL
Alabama,2050,Repeal,99305,733.083,AL
Alaska,2020,ACCII,0,0,AK
Alaska,2021,ACCII,0,0,AK
Alaska,2022,ACCII,1,0.001,AK
Alaska,2023,ACCII,4,0.005,AK
Alaska,2024,ACCII,11,0.016,AK
Alaska,2025,ACCII,21,0.037,AK
Alaska,2026,ACCII,36,0.073,AK
Alaska,2027,ACCII,68,0.141,AK
Alaska,2028,ACCII,97,0.238,AK
Alaska,2029,ACCII,146,0.384,AK
Alaska,2030,ACCII,199,0.583,AK
Alaska,2031,ACCII,278,0.861,AK
Alaska,2032,ACCII,369,1.23,AK
Alaska,2033,ACCII,476,1.706,AK
Alaska,2034,ACCII,633,2.339,AK
Alaska,2035,ACCII,845,3.184,AK
Alaska,2036,ACCII,1111,4.295,AK
Alaska,2037,ACCII,1438,5.733,AK
Alaska,2038,ACCII,1945,7.678,AK
Alaska,2039,ACCII,2557,10.235,AK
Alaska,2040,ACCII,3299,13.534,AK
Alaska,2041,ACCII,4180,17.714,AK
Alaska,2042,ACCII,5146,22.86,AK
Alaska,2043,ACCII,6187,29.047,AK
Alaska,2044,ACCII,7283,36.33,AK
Alaska,2045,ACCII,8398,44.728,AK
Alaska,2046,ACCII,9548,54.276,AK
Alaska,2047,ACCII,10712,64.988,AK
Alaska,2048,ACCII,11813,76.801,AK
Alaska,2049,ACCII,12861,89.662,AK
Alaska,2050,ACCII,13816,103.478,AK
Alaska,2020,Repeal,0,0,AK
Alaska,2021,Repeal,0,0,AK
Alaska,2022,Repeal,1,0.001,AK
Alaska,2023,Repeal,4,0.005,AK
Alaska,2024,Repeal,11,0.016,AK
Alaska,2025,Repeal,21,0.037,AK
Alaska,2026,Repeal,36,0.073,AK
Alaska,2027,Repeal,68,0.141,AK
Alaska,2028,Repeal,97,0.238,AK
Alaska,2029,Repeal,143,0.381,AK
Alaska,2030,Repeal,191,0.572,AK
Alaska,2031,Repeal,267,0.839,AK
Alaska,2032,Repeal,357,1.196,AK
Alaska,2033,Repeal,461,1.657,AK
Alaska,2034,Repeal,618,2.275,AK
Alaska,2035,Repeal,823,3.098,AK
Alaska,2036,Repeal,1081,4.179,AK
Alaska,2037,Repeal,1401,5.58,AK
Alaska,2038,Repeal,1895,7.475,AK
Alaska,2039,Repeal,2495,9.97,AK
Alaska,2040,Repeal,3217,13.187,AK
Alaska,2041,Repeal,4067,17.254,AK
Alaska,2042,Repeal,5000,22.254,AK
Alaska,2043,Repeal,6006,28.26,AK
Alaska,2044,Repeal,7062,35.322,AK
Alaska,2045,Repeal,8138,43.46,AK
Alaska,2046,Repeal,9247,52.707,AK
Alaska,2047,Repeal,10376,63.083,AK
Alaska,2048,Repeal,11445,74.528,AK
Alaska,2049,Repeal,12456,86.984,AK
Alaska,2050,Repeal,13380,100.364,AK
Alberta,2020,ACCII,0,0,AB
Alberta,2021,ACCII,8,0.008,AB
Alberta,2022,ACCII,13,0.021,AB
Alberta,2023,ACCII,26,0.047,AB
Alberta,2024,ACCII,51,0.098,AB
Alberta,2025,ACCII,72,0.17,AB
Alberta,2026,ACCII,120,0.29,AB
Alberta,2027,ACCII,199,0.489,AB
Alberta,2028,ACCII,339,0.828,AB
Alberta,2029,ACCII,565,1.393,AB
Alberta,2030,ACCII,913,2.306,AB
Alberta,2031,ACCII,1449,3.755,AB
Alberta,2032,ACCII,2233,5.988,AB
Alberta,2033,ACCII,3237,9.225,AB
Alberta,2034,ACCII,4811,14.036,AB
Alberta,2035,ACCII,7073,21.109,AB
Alberta,2036,ACCII,10300,31.409,AB
Alberta,2037,ACCII,14744,46.153,AB
Alberta,2038,ACCII,22072,68.225,AB
Alberta,2039,ACCII,32878,101.103,AB
Alberta,2040,ACCII,46467,147.57,AB
Alberta,2041,ACCII,62458,210.028,AB
Alberta,2042,ACCII,79807,289.835,AB
Alberta,2043,ACCII,98013,387.848,AB
Alberta,2044,ACCII,116286,504.134,AB
Alberta,2045,ACCII,134106,638.24,AB
Alberta,2046,ACCII,151233,789.473,AB
Alberta,2047,ACCII,167523,956.996,AB
Alberta,2048,ACCII,183130,1140.126,AB
Alberta,2049,ACCII,197294,1337.42,AB
Alberta,2050,ACCII,210099,1547.519,AB
Alberta,2020,Repeal,0,0,AB
Alberta,2021,Repeal,8,0.008,AB
Alberta,2022,Repeal,13,0.021,AB
Alberta,2023,Repeal,26,0.047,AB
Alberta,2024,Repeal,51,0.098,AB
Alberta,2025,Repeal,72,0.17,AB
Alberta,2026,Repeal,114,0.284,AB
Alberta,2027,Repeal,173,0.457,AB
Alberta,2028,Repeal,264,0.721,AB
Alberta,2029,Repeal,413,1.134,AB
Alberta,2030,Repeal,624,1.758,AB
Alberta,2031,Repeal,944,2.702,AB
Alberta,2032,Repeal,1391,4.093,AB
Alberta,2033,Repeal,1946,6.039,AB
Alberta,2034,Repeal,2761,8.8,AB
Alberta,2035,Repeal,3939,12.739,AB
Alberta,2036,Repeal,5587,18.326,AB
Alberta,2037,Repeal,7857,26.183,AB
Alberta,2038,Repeal,11200,37.383,AB
Alberta,2039,Repeal,15764,53.147,AB
Alberta,2040,Repeal,21677,74.824,AB
Alberta,2041,Repeal,28828,103.652,AB
Alberta,2042,Repeal,37000,140.652,AB
Alberta,2043,Repeal,45986,186.638,AB
Alberta,2044,Repeal,55612,242.25,AB
Alberta,2045,Repeal,65723,307.973,AB
Alberta,2046,Repeal,76393,384.366,AB
Alberta,2047,Repeal,87060,471.426,AB
Alberta,2048,Repeal,97505,568.931,AB
Alberta,2049,Repeal,107528,676.459,AB
Alberta,2050,Repeal,117002,793.461,AB
Arizona,2020,ACCII,46,0.046,AZ
Arizona,2021,ACCII,68,0.114,AZ
Arizona,2022,ACCII,94,0.208,AZ
Arizona,2023,ACCII,137,0.345,AZ
Arizona,2024,ACCII,212,0.557,AZ
Arizona,2025,ACCII,331,0.888,AZ
Arizona,2026,ACCII,548,1.436,AZ
Arizona,2027,ACCII,970,2.406,AZ
Arizona,2028,ACCII,1586,3.992,AZ
Arizona,2029,ACCII,2400,6.392,AZ
Arizona,2030,ACCII,3510,9.902,AZ
Arizona,2031,ACCII,5115,15.017,AZ
Arizona,2032,ACCII,6992,22.009,AZ
Arizona,2033,ACCII,9353,31.362,AZ
Arizona,2034,ACCII,12600,43.962,AZ
Arizona,2035,ACCII,16809,60.771,AZ
Arizona,2036,ACCII,22061,82.832,AZ
Arizona,2037,ACCII,27962,110.794,AZ
Arizona,2038,ACCII,33754,144.548,AZ
Arizona,2039,ACCII,40265,184.813,AZ
Arizona,2040,ACCII,47905,232.718,AZ
Arizona,2041,ACCII,56750,289.468,AZ
Arizona,2042,ACCII,67052,356.52,AZ
Arizona,2043,ACCII,78694,435.214,AZ
Arizona,2044,ACCII,91596,526.81,AZ
Arizona,2045,ACCII,105409,632.219,AZ
Arizona,2046,ACCII,120213,752.432,AZ
Arizona,2047,ACCII,135160,887.592,AZ
Arizona,2048,ACCII,149799,1037.391,AZ
Arizona,2049,ACCII,163757,1201.148,AZ
Arizona,2050,ACCII,176796,1377.944,AZ
Arizona,2020,Repeal,46,0.046,AZ
Arizona,2021,Repeal,68,0.114,AZ
Arizona,2022,Repeal,94,0.208,AZ
Arizona,2023,Repeal,137,0.345,AZ
Arizona,2024,Repeal,212,0.557,AZ
Arizona,2025,Repeal,331,0.888,AZ
Arizona,2026,Repeal,547,1.435,AZ
Arizona,2027,Repeal,965,2.4,AZ
Arizona,2028,Repeal,1572,3.972,AZ
Arizona,2029,Repeal,2376,6.348,AZ
Arizona,2030,Repeal,3466,9.814,AZ
Arizona,2031,Repeal,5045,14.859,AZ
Arizona,2032,Repeal,6892,21.751,AZ
Arizona,2033,Repeal,9214,30.965,AZ
Arizona,2034,Repeal,12419,43.384,AZ
Arizona,2035,Repeal,16573,59.957,AZ
Arizona,2036,Repeal,21748,81.705,AZ
Arizona,2037,Repeal,27554,109.259,AZ
Arizona,2038,Repeal,33223,142.482,AZ
Arizona,2039,Repeal,39547,182.029,AZ
Arizona,2040,Repeal,46968,228.997,AZ
Arizona,2041,Repeal,55516,284.513,AZ
Arizona,2042,Repeal,65463,349.976,AZ
Arizona,2043,Repeal,76698,426.674,AZ
Arizona,2044,Repeal,89155,515.829,AZ
Arizona,2045,Repeal,102515,618.344,AZ
Arizona,2046,Repeal,116862,735.206,AZ
Arizona,2047,Repeal,131369,866.575,AZ
Arizona,2048,Repeal,145583,1012.158,AZ
Arizona,2049,Repeal,159172,1171.33,AZ
Arizona,2050,Repeal,171859,1343.189,AZ
Arkansas,2020,ACCII,1,0.001,AR
Arkansas,2021,ACCII,1,0.002,AR
Arkansas,2022,ACCII,5,0.007,AR
Arkansas,2023,ACCII,12,0.019,AR
Arkansas,2024,ACCII,22,0.041,AR
Arkansas,2025,ACCII,46,0.087,AR
Arkansas,2026,ACCII,71,0.158,AR
Arkansas,2027,ACCII,137,0.295,AR
Arkansas,2028,ACCII,213,0.508,AR
Arkansas,2029,ACCII,316,0.824,AR
Arkansas,2030,ACCII,473,1.297,AR
Arkansas,2031,ACCII,707,2.004,AR
Arkansas,2032,ACCII,1005,3.009,AR
Arkansas,2033,ACCII,1408,4.417,AR
Arkansas,2034,ACCII,1967,6.384,AR
Arkansas,2035,ACCII,2740,9.124,AR
Arkansas,2036,ACCII,3745,12.869,AR
Arkansas,2037,ACCII,5047,17.916,AR
Arkansas,2038,ACCII,7034,24.95,AR
Arkansas,2039,ACCII,9579,34.529,AR
Arkansas,2040,ACCII,12724,47.253,AR
Arkansas,2041,ACCII,16334,63.587,AR
Arkansas,2042,ACCII,20319,83.906,AR
Arkansas,2043,ACCII,24567,108.473,AR
Arkansas,2044,ACCII,28881,137.354,AR
Arkansas,2045,ACCII,33312,170.666,AR
Arkansas,2046,ACCII,37912,208.578,AR
Arkansas,2047,ACCII,42411,250.989,AR
Arkansas,2048,ACCII,46738,297.727,AR
Arkansas,2049,ACCII,50816,348.543,AR
Arkansas,2050,ACCII,54574,403.117,AR
Arkansas,2020,Repeal,1,0.001,AR
Arkansas,2021,Repeal,1,0.002,AR
Arkansas,2022,Repeal,5,0.007,AR
Arkansas,2023,Repeal,12,0.019,AR
Arkansas,2024,Repeal,22,0.041,AR
Arkansas,2025,Repeal,46,0.087,AR
Arkansas,2026,Repeal,70,0.157,AR
Arkansas,2027,Repeal,134,0.291,AR
Arkansas,2028,Repeal,208,0.499,AR
Arkansas,2029,Repeal,306,0.805,AR
Arkansas,2030,Repeal,457,1.262,AR
Arkansas,2031,Repeal,678,1.94,AR
Arkansas,2032,Repeal,963,2.903,AR
Arkansas,2033,Repeal,1355,4.258,AR
Arkansas,2034,Repeal,1896,6.154,AR
Arkansas,2035,Repeal,2647,8.801,AR
Arkansas,2036,Repeal,3623,12.424,AR
Arkansas,2037,Repeal,4886,17.31,AR
Arkansas,2038,Repeal,6821,24.131,AR
Arkansas,2039,Repeal,9305,33.436,AR
Arkansas,2040,Repeal,12359,45.795,AR
Arkansas,2041,Repeal,15860,61.655,AR
Arkansas,2042,Repeal,19717,81.372,AR
Arkansas,2043,Repeal,23812,105.184,AR
Arkansas,2044,Repeal,27969,133.153,AR
Arkansas,2045,Repeal,32228,165.381,AR
Arkansas,2046,Repeal,36663,202.044,AR
Arkansas,2047,Repeal,41006,243.05,AR
Arkansas,2048,Repeal,45191,288.241,AR
Arkansas,2049,Repeal,49135,337.376,AR
Arkansas,2050,Repeal,52779,390.155,AR
British Columbia,2020,ACCII,41,0.041,BC
British Columbia,2021,ACCII,64,0.105,BC
British Columbia,2022,ACCII,100,0.205,BC
British Columbia,2023,ACCII,141,0.346,BC
British Columbia,2024,ACCII,237,0.583,BC
British Columbia,2025,ACCII,383,0.966,BC
British Columbia,2026,ACCII,591,1.557,BC
British Columbia,2027,ACCII,998,2.555,BC
British Columbia,2028,ACCII,1585,4.14,BC
British Columbia,2029,ACCII,2449,6.589,BC
British Columbia,2030,ACCII,3694,10.283,BC
British Columbia,2031,ACCII,5595,15.878,BC
British Columbia,2032,ACCII,8191,24.069,BC
British Columbia,2033,ACCII,11320,35.389,BC
British Columbia,2034,ACCII,15633,51.022,BC
British Columbia,2035,ACCII,21280,72.302,BC
British Columbia,2036,ACCII,28456,100.758,BC
British Columbia,2037,ACCII,36804,137.562,BC
British Columbia,2038,ACCII,43490,181.052,BC
British Columbia,2039,ACCII,51128,232.18,BC
British Columbia,2040,ACCII,59686,291.866,BC
British Columbia,2041,ACCII,70215,362.081,BC
British Columbia,2042,ACCII,82522,444.603,BC
British Columbia,2043,ACCII,96509,541.112,BC
British Columbia,2044,ACCII,111719,652.831,BC
British Columbia,2045,ACCII,127377,780.208,BC
British Columbia,2046,ACCII,143088,923.296,BC
British Columbia,2047,ACCII,158637,1081.933,BC
British Columbia,2048,ACCII,173903,1255.836,BC
British Columbia,2049,ACCII,188064,1443.9,BC
British Columbia,2050,ACCII,200962,1644.862,BC
British Columbia,2020,Repeal,41,0.041,BC
British Columbia,2021,Repeal,64,0.105,BC
British Columbia,2022,Repeal,100,0.205,BC
British Columbia,2023,Repeal,141,0.346,BC
British Columbia,2024,Repeal,237,0.583,BC
British Columbia,2025,Repeal,383,0.966,BC
British Columbia,2026,Repeal,585,1.551,BC
British Columbia,2027,Repeal,976,2.527,BC
British Columbia,2028,Repeal,1529,4.056,BC
British Columbia,2029,Repeal,2323,6.379,BC
British Columbia,2030,Repeal,3458,9.837,BC
British Columbia,2031,Repeal,5157,14.994,BC
British Columbia,2032,Repeal,7441,22.435,BC
British Columbia,2033,Repeal,10081,32.516,BC
British Columbia,2034,Repeal,13652,46.168,BC
British Columbia,2035,Repeal,18243,64.411,BC
British Columbia,2036,Repeal,23937,88.348,BC
British Columbia,2037,Repeal,30237,118.585,BC
British Columbia,2038,Repeal,33111,151.696,BC
British Columbia,2039,Repeal,35123,186.819,BC
British Columbia,2040,Repeal,36873,223.692,BC
British Columbia,2041,Repeal,39353,263.045,BC
British Columbia,2042,Repeal,43225,306.27,BC
British Columbia,2043,Repeal,48682,354.952,BC
British Columbia,2044,Repeal,55762,410.714,BC
British Columbia,2045,Repeal,64049,474.763,BC
British Columbia,2046,Repeal,73410,548.173,BC
British Columbia,2047,Repeal,83189,631.362,BC
British Columbia,2048,Repeal,93035,724.397,BC
British Columbia,2049,Repeal,102650,827.047,BC
British Columbia,2050,Repeal,111873,938.92,BC
California,2020,ACCII,817,0.817,CA
California,2021,ACCII,1303,2.12,CA
California,2022,ACCII,1634,3.754,CA
California,2023,ACCII,2561,6.315,CA
California,2024,ACCII,4054,10.369,CA
California,2025,ACCII,6409,16.778,CA
California,2026,ACCII,10011,26.789,CA
California,2027,ACCII,18301,45.09,CA
California,2028,ACCII,28773,73.863,CA
California,2029,ACCII,42159,116.022,CA
California,2030,ACCII,58685,174.707,CA
California,2031,ACCII,80749,255.456,CA
California,2032,ACCII,104400,359.856,CA
California,2033,ACCII,129283,489.139,CA
California,2034,ACCII,162021,651.16,CA
California,2035,ACCII,205183,856.343,CA
California,2036,ACCII,261850,1118.193,CA
California,2037,ACCII,325083,1443.276,CA
California,2038,ACCII,413844,1857.12,CA
California,2039,ACCII,495583,2352.703,CA
California,2040,ACCII,584302,2937.005,CA
California,2041,ACCII,679343,3616.348,CA
California,2042,ACCII,781192,4397.54,CA
California,2043,ACCII,891524,5289.064,CA
California,2044,ACCII,1005702,6294.766,CA
California,2045,ACCII,1122057,7416.823,CA
California,2046,ACCII,1237563,8654.386,CA
California,2047,ACCII,1350201,10004.587,CA
California,2048,ACCII,1459017,11463.604,CA
California,2049,ACCII,1557463,13021.067,CA
California,2050,ACCII,1644627,14665.694,CA
California,2020,Repeal,817,0.817,CA
California,2021,Repeal,1303,2.12,CA
California,2022,Repeal,1634,3.754,CA
California,2023,Repeal,2561,6.315,CA
California,2024,Repeal,4054,10.369,CA
California,2025,Repeal,6409,16.778,CA
California,2026,Repeal,10005,26.783,CA
California,2027,Repeal,18146,44.929,CA
California,2028,Repeal,28349,73.278,CA
California,2029,Repeal,41283,114.561,CA
California,2030,Repeal,57100,171.661,CA
California,2031,Repeal,77971,249.632,CA
California,2032,Repeal,99864,349.496,CA
California,2033,Repeal,122067,471.563,CA
California,2034,Repeal,151038,622.601,CA
California,2035,Repeal,188219,810.82,CA
California,2036,Repeal,235853,1046.673,CA
California,2037,Repeal,285807,1332.48,CA
California,2038,Repeal,355531,1688.011,CA
California,2039,Repeal,389968,2077.979,CA
California,2040,Repeal,418602,2496.581,CA
California,2041,Repeal,443345,2939.926,CA
California,2042,Repeal,471059,3410.985,CA
California,2043,Repeal,507699,3918.684,CA
California,2044,Repeal,555834,4474.518,CA
California,2045,Repeal,615748,5090.266,CA
California,2046,Repeal,686235,5776.501,CA
California,2047,Repeal,760891,6537.392,CA
California,2048,Repeal,835992,7373.384,CA
California,2049,Repeal,909063,8282.447,CA
California,2050,Repeal,977733,9260.18,CA
Colorado,2020,ACCII,47,0.047,CO
Colorado,2021,ACCII,65,0.112,CO
Colorado,2022,ACCII,95,0.207,CO
Colorado,2023,ACCII,144,0.351,CO
Colorado,2024,ACCII,218,0.569,CO
Colorado,2025,ACCII,341,0.91,CO
Colorado,2026,ACCII,545,1.455,CO
Colorado,2027,ACCII,1005,2.46,CO
Colorado,2028,ACCII,1631,4.091,CO
Colorado,2029,ACCII,2484,6.575,CO
Colorado,2030,ACCII,3665,10.24,CO
Colorado,2031,ACCII,5349,15.589,CO
Colorado,2032,ACCII,7430,23.019,CO
Colorado,2033,ACCII,10000,33.019,CO
Colorado,2034,ACCII,13716,46.735,CO
Colorado,2035,ACCII,18663,65.398,CO
Colorado,2036,ACCII,25364,90.762,CO
Colorado,2037,ACCII,33434,124.196,CO
Colorado,2038,ACCII,43370,167.566,CO
Colorado,2039,ACCII,56343,223.909,CO
Colorado,2040,ACCII,71503,295.412,CO
Colorado,2041,ACCII,88514,383.926,CO
Colorado,2042,ACCII,106797,490.723,CO
Colorado,2043,ACCII,125906,616.629,CO
Colorado,2044,ACCII,145280,761.909,CO
Colorado,2045,ACCII,164041,925.95,CO
Colorado,2046,ACCII,180728,1106.678,CO
Colorado,2047,ACCII,195020,1301.698,CO
Colorado,2048,ACCII,206858,1508.556,CO
Colorado,2049,ACCII,216610,1725.166,CO
Colorado,2050,ACCII,224897,1950.063,CO
Colorado,2020,Repeal,47,0.047,CO
Colorado,2021,Repeal,65,0.112,CO
Colorado,2022,Repeal,95,0.207,CO
Colorado,2023,Repeal,144,0.351,CO
Colorado,2024,Repeal,218,0.569,CO
Colorado,2025,Repeal,341,0.91,CO
Colorado,2026,Repeal,537,1.447,CO
Colorado,2027,Repeal,971,2.418,CO
Colorado,2028,Repeal,1547,3.965,CO
Colorado,2029,Repeal,2328,6.293,CO
Colorado,2030,Repeal,3378,9.671,CO
Colorado,2031,Repeal,4883,14.554,CO
Colorado,2032,Repeal,6655,21.209,CO
Colorado,2033,Repeal,8781,29.99,CO
Colorado,2034,Repeal,11801,41.791,CO
Colorado,2035,Repeal,15738,57.529,CO
Colorado,2036,Repeal,20927,78.456,CO
Colorado,2037,Repeal,26789,105.245,CO
Colorado,2038,Repeal,32327,137.572,CO
Colorado,2039,Repeal,38338,175.91,CO
Colorado,2040,Repeal,44297,220.207,CO
Colorado,2041,Repeal,50869,271.076,CO
Colorado,2042,Repeal,58376,329.452,CO
Colorado,2043,Repeal,66954,396.406,CO
Colorado,2044,Repeal,76910,473.316,CO
Colorado,2045,Repeal,88000,561.316,CO
Colorado,2046,Repeal,100244,661.56,CO
Colorado,2047,Repeal,112846,774.406,CO
Colorado,2048,Repeal,125395,899.801,CO
Colorado,2049,Repeal,137503,1037.304,CO
Colorado,2050,Repeal,148930,1186.234,CO
Connecticut,2020,ACCII,22,0.022,CT
Connecticut,2021,ACCII,38,0.06,CT
Connecticut,2022,ACCII,54,0.114,CT
Connecticut,2023,ACCII,81,0.195,CT
Connecticut,2024,ACCII,106,0.301,CT
Connecticut,2025,ACCII,171,0.472,CT
Connecticut,2026,ACCII,251,0.723,CT
Connecticut,2027,ACCII,454,1.177,CT
Connecticut,2028,ACCII,724,1.901,CT
Connecticut,2029,ACCII,1108,3.009,CT
Connecticut,2030,ACCII,1608,4.617,CT
Connecticut,2031,ACCII,2301,6.918,CT
Connecticut,2032,ACCII,3078,9.996,CT
Connecticut,2033,ACCII,3990,13.986,CT
Connecticut,2034,ACCII,5288,19.274,CT
Connecticut,2035,ACCII,6931,26.205,CT
Connecticut,2036,ACCII,9102,35.307,CT
Connecticut,2037,ACCII,11582,46.889,CT
Connecticut,2038,ACCII,14038,60.927,CT
Connecticut,2039,ACCII,16820,77.747,CT
Connecticut,2040,ACCII,19943,97.69,CT
Connecticut,2041,ACCII,23518,121.208,CT
Connecticut,2042,ACCII,27656,148.864,CT
Connecticut,2043,ACCII,32316,181.18,CT
Connecticut,2044,ACCII,37301,218.481,CT
Connecticut,2045,ACCII,42611,261.092,CT
Connecticut,2046,ACCII,48283,309.375,CT
Connecticut,2047,ACCII,53985,363.36,CT
Connecticut,2048,ACCII,59533,422.893,CT
Connecticut,2049,ACCII,64781,487.674,CT
Connecticut,2050,ACCII,69598,557.272,CT
Connecticut,2020,Repeal,22,0.022,CT
Connecticut,2021,Repeal,38,0.06,CT
Connecticut,2022,Repeal,54,0.114,CT
Connecticut,2023,Repeal,81,0.195,CT
Connecticut,2024,Repeal,106,0.301,CT
Connecticut,2025,Repeal,171,0.472,CT
Connecticut,2026,Repeal,250,0.722,CT
Connecticut,2027,Repeal,451,1.173,CT
Connecticut,2028,Repeal,718,1.891,CT
Connecticut,2029,Repeal,1096,2.987,CT
Connecticut,2030,Repeal,1588,4.575,CT
Connecticut,2031,Repeal,2267,6.842,CT
Connecticut,2032,Repeal,3029,9.871,CT
Connecticut,2033,Repeal,3922,13.793,CT
Connecticut,2034,Repeal,5208,19.001,CT
Connecticut,2035,Repeal,6826,25.827,CT
Connecticut,2036,Repeal,8965,34.792,CT
Connecticut,2037,Repeal,11394,46.186,CT
Connecticut,2038,Repeal,13790,59.976,CT
Connecticut,2039,Repeal,16491,76.467,CT
Connecticut,2040,Repeal,19522,95.989,CT
Connecticut,2041,Repeal,22971,118.96,CT
Connecticut,2042,Repeal,26954,145.914,CT
Connecticut,2043,Repeal,31440,177.354,CT
Connecticut,2044,Repeal,36244,213.598,CT
Connecticut,2045,Repeal,41363,254.961,CT
Connecticut,2046,Repeal,46849,301.81,CT
Connecticut,2047,Repeal,52371,354.181,CT
Connecticut,2048,Repeal,57749,411.93,CT
Connecticut,2049,Repeal,62845,474.775,CT
Connecticut,2050,Repeal,67539,542.314,CT
Delaware,2020,ACCII,1,0.001,DE
Delaware,2021,ACCII,3,0.004,DE
Delaware,2022,ACCII,10,0.014,DE
Delaware,2023,ACCII,16,0.03,DE
Delaware,2024,ACCII,40,0.07,DE
Delaware,2025,ACCII,51,0.121,DE
Delaware,2026,ACCII,81,0.202,DE
Delaware,2027,ACCII,126,0.328,DE
Delaware,2028,ACCII,182,0.51,DE
Delaware,2029,ACCII,276,0.786,DE
Delaware,2030,ACCII,376,1.162,DE
Delaware,2031,ACCII,532,1.694,DE
Delaware,2032,ACCII,721,2.415,DE
Delaware,2033,ACCII,973,3.388,DE
Delaware,2034,ACCII,1330,4.718,DE
Delaware,2035,ACCII,1804,6.522,DE
Delaware,2036,ACCII,2462,8.984,DE
Delaware,2037,ACCII,3228,12.212,DE
Delaware,2038,ACCII,4159,16.371,DE
Delaware,2039,ACCII,5283,21.654,DE
Delaware,2040,ACCII,6553,28.207,DE
Delaware,2041,ACCII,7996,36.203,DE
Delaware,2042,ACCII,9634,45.837,DE
Delaware,2043,ACCII,11436,57.273,DE
Delaware,2044,ACCII,13374,70.647,DE
Delaware,2045,ACCII,15460,86.107,DE
Delaware,2046,ACCII,17683,103.79,DE
Delaware,2047,ACCII,19907,123.697,DE
Delaware,2048,ACCII,22051,145.748,DE
Delaware,2049,ACCII,24095,169.843,DE
Delaware,2050,ACCII,25963,195.806,DE
Delaware,2020,Repeal,1,0.001,DE
Delaware,2021,Repeal,3,0.004,DE
Delaware,2022,Repeal,10,0.014,DE
Delaware,2023,Repeal,16,0.03,DE
Delaware,2024,Repeal,40,0.07,DE
Delaware,2025,Repeal,51,0.121,DE
Delaware,2026,Repeal,81,0.202,DE
Delaware,2027,Repeal,126,0.328,DE
Delaware,2028,Repeal,180,0.508,DE
Delaware,2029,Repeal,269,0.777,DE
Delaware,2030,Repeal,368,1.145,DE
Delaware,2031,Repeal,521,1.666,DE
Delaware,2032,Repeal,706,2.372,DE
Delaware,2033,Repeal,957,3.329,DE
Delaware,2034,Repeal,1306,4.635,DE
Delaware,2035,Repeal,1771,6.406,DE
Delaware,2036,Repeal,2421,8.827,DE
Delaware,2037,Repeal,3174,12.001,DE
Delaware,2038,Repeal,4089,16.09,DE
Delaware,2039,Repeal,5188,21.278,DE
Delaware,2040,Repeal,6426,27.704,DE
Delaware,2041,Repeal,7828,35.532,DE
