Year,Scenario,Mineral,Recycling Scenario,Recycle_v_Demand,Capacity key,Chemistry key,Percent
2027,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0042570371858501,Decreasing Batt Cap,Benchmark Chemistry,0.42570371858501
2028,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.006711372944499,Decreasing Batt Cap,Benchmark Chemistry,0.6711372944499
2028,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0070842269969712,Decreasing Batt Cap,Benchmark Chemistry,0.70842269969712
2029,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0101436025332342,Decreasing Batt Cap,Benchmark Chemistry,1.01436025332342
2029,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0107071360073027,Decreasing Batt Cap,Benchmark Chemistry,1.07071360073027
2030,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0143570563043743,Decreasing Batt Cap,Benchmark Chemistry,1.43570563043743
2030,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0151546705435062,Decreasing Batt Cap,Benchmark Chemistry,1.5154670543506201
2031,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0199917773600641,Decreasing Batt Cap,Benchmark Chemistry,1.9991777360064098
2031,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0211024316578454,Decreasing Batt Cap,Benchmark Chemistry,2.11024316578454
2032,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.027644383751549,Decreasing Batt Cap,Benchmark Chemistry,2.7644383751549
2032,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0291801828488573,Decreasing Batt Cap,Benchmark Chemistry,2.91801828488573
2033,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0356596365689895,Decreasing Batt Cap,Benchmark Chemistry,3.5659636568989503
2033,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0376407274894889,Decreasing Batt Cap,Benchmark Chemistry,3.76407274894889
2034,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0457162240222402,Decreasing Batt Cap,Benchmark Chemistry,4.57162240222402
2034,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.048256014245698,Decreasing Batt Cap,Benchmark Chemistry,4.8256014245698005
2035,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0581288050256345,Decreasing Batt Cap,Benchmark Chemistry,5.81288050256345
2035,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0613581830826142,Decreasing Batt Cap,Benchmark Chemistry,6.1358183082614195
2036,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0797425317162086,Decreasing Batt Cap,Benchmark Chemistry,7.97425317162086
2036,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0797425317162086,Decreasing Batt Cap,Benchmark Chemistry,7.97425317162086
2037,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0935708873976849,Decreasing Batt Cap,Benchmark Chemistry,9.357088739768491
2037,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.1023695347176318,Decreasing Batt Cap,Benchmark Chemistry,10.23695347176318
2038,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0888123812871369,Decreasing Batt Cap,Benchmark Chemistry,8.88123812871369
2038,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.1281177904888525,Decreasing Batt Cap,Benchmark Chemistry,12.81177904888525
2039,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0843829053653603,Decreasing Batt Cap,Benchmark Chemistry,8.43829053653603
2039,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.1679029489869398,Decreasing Batt Cap,Benchmark Chemistry,16.79029489869398
2040,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0803460705659473,Decreasing Batt Cap,Benchmark Chemistry,8.03460705659473
2040,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.2015008164129946,Decreasing Batt Cap,Benchmark Chemistry,20.15008164129946
2041,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0776306097499446,Decreasing Batt Cap,Benchmark Chemistry,7.76306097499446
2041,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.238795871926344,Decreasing Batt Cap,Benchmark Chemistry,23.8795871926344
2042,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0747711863582637,Decreasing Batt Cap,Benchmark Chemistry,7.47711863582637
2042,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.274181211573443,Decreasing Batt Cap,Benchmark Chemistry,27.4181211573443
2043,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0717920504053011,Decreasing Batt Cap,Benchmark Chemistry,7.1792050405301095
2043,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.3090768109131687,Decreasing Batt Cap,Benchmark Chemistry,30.907681091316867
2044,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0690471361676613,Decreasing Batt Cap,Benchmark Chemistry,6.90471361676613
2044,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.3444298709068852,Decreasing Batt Cap,Benchmark Chemistry,34.44298709068852
2045,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0666500727281295,Decreasing Batt Cap,Benchmark Chemistry,6.66500727281295
2045,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.3807760586241294,Decreasing Batt Cap,Benchmark Chemistry,38.07760586241294
2046,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0645709853141445,Decreasing Batt Cap,Benchmark Chemistry,6.45709853141445
2046,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.4178199479805615,Decreasing Batt Cap,Benchmark Chemistry,41.78199479805615
2047,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0627837066772129,Decreasing Batt Cap,Benchmark Chemistry,6.2783706677212905
2047,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.4556422797057621,Decreasing Batt Cap,Benchmark Chemistry,45.56422797057621
2048,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0611984648949172,Decreasing Batt Cap,Benchmark Chemistry,6.11984648949172
2048,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.4923135364253769,Decreasing Batt Cap,Benchmark Chemistry,49.23135364253769
2049,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0599004109713394,Decreasing Batt Cap,Benchmark Chemistry,5.99004109713394
2049,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.5283704808839518,Decreasing Batt Cap,Benchmark Chemistry,52.83704808839518
2050,Decreasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0588187687695153,Decreasing Batt Cap,Benchmark Chemistry,5.88187687695153
2050,Decreasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.562096168347661,Decreasing Batt Cap,Benchmark Chemistry,56.209616834766095
2026,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0022906918305941,Decreasing Batt Cap,High LFP Chemistry,0.22906918305941001
2026,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0024179524878494,Decreasing Batt Cap,High LFP Chemistry,0.24179524878494
2027,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0039513455694753,Decreasing Batt Cap,High LFP Chemistry,0.39513455694752997
2027,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0041708647677795,Decreasing Batt Cap,High LFP Chemistry,0.41708647677795
2028,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0065226273619141,Decreasing Batt Cap,High LFP Chemistry,0.65226273619141
2028,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0068849955486871,Decreasing Batt Cap,High LFP Chemistry,0.68849955486871
2029,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0097880615949706,Decreasing Batt Cap,High LFP Chemistry,0.97880615949706
2029,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0103318427946912,Decreasing Batt Cap,High LFP Chemistry,1.0331842794691202
2030,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0137753950015679,Decreasing Batt Cap,High LFP Chemistry,1.37753950015679
2030,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0145406947238772,Decreasing Batt Cap,High LFP Chemistry,1.4540694723877199
2031,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0191143651723779,Decreasing Batt Cap,High LFP Chemistry,1.91143651723779
2031,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0201762743486212,Decreasing Batt Cap,High LFP Chemistry,2.0176274348621197
2032,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0263166580402286,Decreasing Batt Cap,High LFP Chemistry,2.63166580402286
2032,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0277786945980191,Decreasing Batt Cap,High LFP Chemistry,2.77786945980191
2033,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0337797233603434,Decreasing Batt Cap,High LFP Chemistry,3.3779723360343397
2033,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0356563746581402,Decreasing Batt Cap,High LFP Chemistry,3.56563746581402
2034,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0431233164448724,Decreasing Batt Cap,High LFP Chemistry,4.31233164448724
2034,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0455190562473653,Decreasing Batt Cap,High LFP Chemistry,4.55190562473653
2035,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0546344950309252,Decreasing Batt Cap,High LFP Chemistry,5.463449503092519
2035,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0576697447548655,Decreasing Batt Cap,High LFP Chemistry,5.76697447548655
2036,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0747916576591369,Decreasing Batt Cap,High LFP Chemistry,7.47916576591369
2036,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0747916576591369,Decreasing Batt Cap,High LFP Chemistry,7.47916576591369
2037,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0872756108148428,Decreasing Batt Cap,High LFP Chemistry,8.727561081484279
2037,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0959187650101823,Decreasing Batt Cap,High LFP Chemistry,9.59187650101823
2038,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0827154645467707,Decreasing Batt Cap,High LFP Chemistry,8.27154645467707
2038,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.1199819553235591,Decreasing Batt Cap,High LFP Chemistry,11.99819553235591
2039,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0785261945067514,Decreasing Batt Cap,High LFP Chemistry,7.85261945067514
2039,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.1572223294200864,Decreasing Batt Cap,High LFP Chemistry,15.72223294200864
2040,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0745842303435369,Decreasing Batt Cap,High LFP Chemistry,7.4584230343536895
2040,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.1885347949531345,Decreasing Batt Cap,High LFP Chemistry,18.85347949531345
2041,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0721495293686728,Decreasing Batt Cap,High LFP Chemistry,7.214952936867281
2041,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.2242520419159577,Decreasing Batt Cap,High LFP Chemistry,22.42520419159577
2042,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.069579148099712,Decreasing Batt Cap,High LFP Chemistry,6.9579148099712
2042,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.2586094863278206,Decreasing Batt Cap,High LFP Chemistry,25.860948632782062
2043,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0669093998501465,Decreasing Batt Cap,High LFP Chemistry,6.6909399850146505
2043,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.2930087935513832,Decreasing Batt Cap,High LFP Chemistry,29.30087935513832
2044,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0644571236396366,Decreasing Batt Cap,High LFP Chemistry,6.4457123639636595
2044,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.3282838868238896,Decreasing Batt Cap,High LFP Chemistry,32.82838868238896
2045,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0623190259000358,Decreasing Batt Cap,High LFP Chemistry,6.23190259000358
2045,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.3648232478726942,Decreasing Batt Cap,High LFP Chemistry,36.48232478726942
2046,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0604674059171624,Decreasing Batt Cap,High LFP Chemistry,6.04674059171624
2046,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.4023015647928738,Decreasing Batt Cap,High LFP Chemistry,40.23015647928738
2047,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0588840394062186,Decreasing Batt Cap,High LFP Chemistry,5.88840394062186
2047,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.440839422645608,Decreasing Batt Cap,High LFP Chemistry,44.0839422645608
2048,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0574899590691768,Decreasing Batt Cap,High LFP Chemistry,5.74899590691768
2048,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.4785924782464569,Decreasing Batt Cap,High LFP Chemistry,47.85924782464569
2049,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0563587679564793,Decreasing Batt Cap,High LFP Chemistry,5.63587679564793
2049,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.5160039914932519,Decreasing Batt Cap,High LFP Chemistry,51.60039914932519
2050,Decreasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0554295676127276,Decreasing Batt Cap,High LFP Chemistry,5.54295676127276
2050,Decreasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.551358052621439,Decreasing Batt Cap,High LFP Chemistry,55.1358052621439
2026,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0
2026,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.0022939774006353,Increasing Batt Cap,Benchmark Chemistry,0.22939774006353
2027,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0
2027,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.003629384697366,Increasing Batt Cap,Benchmark Chemistry,0.3629384697366
2028,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0
2028,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.0056354695790229,Increasing Batt Cap,Benchmark Chemistry,0.5635469579022899
2029,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0
2029,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.0080852353053116,Increasing Batt Cap,Benchmark Chemistry,0.80852353053116
2030,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0
2030,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.010941171518102,Increasing Batt Cap,Benchmark Chemistry,1.0941171518102
2031,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0
2031,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.014696936269277,Increasing Batt Cap,Benchmark Chemistry,1.4696936269277001
2032,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0
2032,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.019648387119285,Increasing Batt Cap,Benchmark Chemistry,1.9648387119284998
2033,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0
2033,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.0245286194423439,Increasing Batt Cap,Benchmark Chemistry,2.4528619442343897
2034,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0
2034,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.0305454282220268,Increasing Batt Cap,Benchmark Chemistry,3.05454282220268
2035,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,Benchmark Chemistry,0.0
2035,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.0378358991205852,Increasing Batt Cap,Benchmark Chemistry,3.78358991205852
2036,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0427769676980954,Increasing Batt Cap,Benchmark Chemistry,4.27769676980954
2036,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.0495340634132251,Increasing Batt Cap,Benchmark Chemistry,4.95340634132251
2037,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0403400690276506,Increasing Batt Cap,Benchmark Chemistry,4.034006902765061
2037,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.0640839666581089,Increasing Batt Cap,Benchmark Chemistry,6.408396665810891
2038,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0381008217637255,Increasing Batt Cap,Benchmark Chemistry,3.81008217637255
2038,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.0808551914855234,Increasing Batt Cap,Benchmark Chemistry,8.08551914855234
2039,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0360587610562328,Increasing Batt Cap,Benchmark Chemistry,3.6058761056232798
2039,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.1061325205921854,Increasing Batt Cap,Benchmark Chemistry,10.61325205921854
2040,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0340199723969918,Increasing Batt Cap,Benchmark Chemistry,3.40199723969918
2040,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.128676260884507,Increasing Batt Cap,Benchmark Chemistry,12.8676260884507
2041,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0328733609739818,Increasing Batt Cap,Benchmark Chemistry,3.28733609739818
2041,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.1561756746945465,Increasing Batt Cap,Benchmark Chemistry,15.617567469454649
2042,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0317079522063954,Increasing Batt Cap,Benchmark Chemistry,3.17079522063954
2042,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.184419911925958,Increasing Batt Cap,Benchmark Chemistry,18.4419911925958
2043,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.030553123348558,Increasing Batt Cap,Benchmark Chemistry,3.0553123348558
2043,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.2145934179718597,Increasing Batt Cap,Benchmark Chemistry,21.45934179718597
2044,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0295114398709258,Increasing Batt Cap,Benchmark Chemistry,2.95114398709258
2044,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.2472595693732694,Increasing Batt Cap,Benchmark Chemistry,24.72595693732694
2045,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0286143498645056,Increasing Batt Cap,Benchmark Chemistry,2.86143498645056
2045,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.2825708600305677,Increasing Batt Cap,Benchmark Chemistry,28.25708600305677
2046,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0278371858620013,Increasing Batt Cap,Benchmark Chemistry,2.78371858620013
2046,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.3201858957974637,Increasing Batt Cap,Benchmark Chemistry,32.01858957974637
2047,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0271744424310305,Increasing Batt Cap,Benchmark Chemistry,2.71744424310305
2047,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.3602443470063001,Increasing Batt Cap,Benchmark Chemistry,36.02443470063001
2048,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0265887800240941,Increasing Batt Cap,Benchmark Chemistry,2.65887800240941
2048,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.4012099316414725,Increasing Batt Cap,Benchmark Chemistry,40.12099316414725
2049,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0261135392453052,Increasing Batt Cap,Benchmark Chemistry,2.61135392453052
2049,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.4432342539375606,Increasing Batt Cap,Benchmark Chemistry,44.32342539375606
2050,Increasing Batt Cap - Benchmark Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0257178497188395,Increasing Batt Cap,Benchmark Chemistry,2.57178497188395
2050,Increasing Batt Cap - Benchmark Chemistry,Graphite,All Material is Recycled in NA,0.4836664708774552,Increasing Batt Cap,Benchmark Chemistry,48.36664708774552
2026,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0
2026,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,0.0022905076346933,Increasing Batt Cap,High LFP Chemistry,0.22905076346932998
2027,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0
2027,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,0.003616892338412,Increasing Batt Cap,High LFP Chemistry,0.3616892338412
2028,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0
2028,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,0.005608529486112,Increasing Batt Cap,High LFP Chemistry,0.5608529486111999
2029,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0
2029,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,0.0080370126362945,Increasing Batt Cap,High LFP Chemistry,0.8037012636294499
2030,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0
2030,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,0.0108661459121945,Increasing Batt Cap,High LFP Chemistry,1.08661459121945
2031,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0
2031,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,0.0145878183070324,Increasing Batt Cap,High LFP Chemistry,1.45878183070324
2032,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0
2032,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,0.0194884231859986,Increasing Batt Cap,High LFP Chemistry,1.94884231859986
2033,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0
2033,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,0.0243092551215377,Increasing Batt Cap,High LFP Chemistry,2.43092551215377
2034,Increasing Batt Cap - High LFP Chemistry,Graphite,Recycling Limited to NA 2025 Online or Planned,0.0,Increasing Batt Cap,High LFP Chemistry,0.0
2034,Increasing Batt Cap - High LFP Chemistry,Graphite,All Material is Recycled in NA,0.0302511462616564,Increasing Batt Cap,High LFP Chemistry,3.02511462616564
