"Year","State_Province","Tonnes_Scrap_proj_down","Tonnes_Scrap_15_down","Tonnes_Prod_proj_down","Tonnes_Prod_15_down","Tonnes_Scrap_proj_mid","Tonnes_Scrap_15_mid","Tonnes_Prod_proj_mid","Tonnes_Prod_15_mid"
2041,"AZ",5924.57642849499,4407.36789500592,132421.396977922,83825.6415888896,18098.9585358496,14886.7032305018,301394.500769758,190789.313320718
2042,"AZ",5998.59347593578,4514.10330013455,136275.521884131,86047.107610281,18255.668472605,15112.6849356036,310166.588049616,195845.427043834
2043,"AZ",6070.44539418217,4618.39741575563,140237.747090892,88334.5204108681,18407.7943672937,15333.4979081289,319184.714390092,201051.637330245
2044,"AZ",6140.30521362789,4719.49929101553,144317.456794018,90671.0778093414,18555.7025623057,15547.552224339,328470.238461887,206369.701983725
2045,"AZ",6204.012195847,4811.17782208656,148250.419613302,92899.3440535146,18690.5838835638,15741.6553033285,337421.762856857,211441.293188556
2046,"AZ",6267.49556365454,4902.30630732502,152388.766117183,95225.4958453054,18824.9917652359,15934.5938175237,346840.74579326,216735.674413958
2047,"AZ",6321.77245067786,4980.98315532716,156114.652083204,97329.5797434135,18939.9075559463,16101.169549748,355320.957951428,221524.623409518
2048,"AZ",6371.65922831967,5055.36612486725,159703.555002958,99406.1646242332,19045.5285451574,16258.6542219329,363489.39317788,226250.983935415
2049,"AZ",6414.08255768693,5118.38567662971,162887.945261785,101236.126992516,19135.3478164194,16392.0801057328,370737.14719814,230416.025288272
2050,"AZ",6450.1466397689,5174.27681220082,165696.580780695,102916.404720752,19211.7031996401,16510.4136062355,377129.673779076,234240.380555725
2025,"CA",11749.470043394,11749.470043394,223239.930824486,223239.930824486,1670.36171017803,1613.07267605387,13784.7665846547,13163.1814070818
2026,"CA",23237.6809699143,23237.6809699143,441515.938428371,441515.938428371,1615.39817165233,1514.60089294975,14469.8979724621,13249.3287054889
