"Year","Mineral","Minerals Lost From Non-Recovery","Scenario","Cum_Tonne"
2035,"Copper",0,"Increasing Batt Cap - Benchmark Chemistry",4616.27937688193
2035,"Graphite",0,"Increasing Batt Cap - Benchmark Chemistry",175317.658879541
2035,"Lithium",0,"Increasing Batt Cap - Benchmark Chemistry",16507.2406021212
2035,"Manganese",0,"Increasing Batt Cap - Benchmark Chemistry",6943.52167752281
