State,Sale Year,Propulsion,Global Segment,Sales
Rhode Island,2016,PHEV,Car,125.36692913385826
Rhode Island,2016,PHEV,SUV,47.01732283464567
South Carolina,2016,BEV,Car,158.3246521584017
South Carolina,2016,BEV,SUV,82.16054227613272
South Carolina,2016,PHEV,Car,250.73385826771653
South Carolina,2016,PHEV,SUV,94.03464566929134
South Dakota,2016,BEV,Car,19.790581519800213
South Dakota,2016,BEV,SUV,10.27006778451659
South Dakota,2016,PHEV,Car,41.78897637795276
South Dakota,2016,PHEV,SUV,15.67244094488189
Tennessee,2016,BEV,Car,514.5551195148055
Tennessee,2016,BEV,SUV,267.0217623974313
Tennessee,2016,PHEV,Car,355.2062992125984
Tennessee,2016,PHEV,SUV,133.21574803149605
Texas,2016,BEV,Car,2355.0792008562253
Texas,2016,BEV,SUV,1222.1380663574741
Texas,2016,PHEV,Car,1671.55905511811
Texas,2016,PHEV,SUV,626.8976377952756
Utah,2016,BEV,Car,494.76453799500536
Utah,2016,BEV,SUV,256.7516946129147
Utah,2016,PHEV,Car,355.2062992125984
Utah,2016,PHEV,SUV,133.21574803149605
Vermont,2016,BEV,Car,59.37174455940064
Vermont,2016,BEV,SUV,30.810203353549767
Vermont,2016,PHEV,Car,250.73385826771653
Vermont,2016,PHEV,SUV,94.03464566929134
Virginia,2016,BEV,Car,613.5080271138066
Virginia,2016,BEV,SUV,318.3721013200143
Virginia,2016,PHEV,Car,877.5685039370079
Virginia,2016,PHEV,SUV,329.1212598425197
Washington,2016,BEV,Car,2948.796646450232
Washington,2016,BEV,SUV,1530.240099892972
Washington,2016,PHEV,Car,1337.2472440944882
Washington,2016,PHEV,SUV,501.5181102362205
West Virginia,2016,BEV,Car,19.790581519800213
West Virginia,2016,BEV,SUV,10.27006778451659
West Virginia,2016,PHEV,Car,62.68346456692913
West Virginia,2016,PHEV,SUV,23.508661417322834
Wisconsin,2016,BEV,Car,514.5551195148055
Wisconsin,2016,BEV,SUV,267.0217623974313
Wisconsin,2016,PHEV,Car,543.2566929133858
Wisconsin,2016,PHEV,SUV,203.74173228346456
Wyoming,2016,BEV,Car,19.790581519800213
Wyoming,2016,BEV,SUV,10.27006778451659
Wyoming,2016,PHEV,Car,20.89448818897638
Wyoming,2016,PHEV,SUV,7.836220472440945
Alabama,2017,BEV,Car,112.24821002386635
Alabama,2017,BEV,SUV,114.11084592946169
Alabama,2017,PHEV,Car,220.9129425420778
Alabama,2017,PHEV,SUV,76.32965757399884
Alaska,2017,BEV,Car,56.124105011933175
Alaska,2017,BEV,SUV,57.055422964730845
Alaska,2017,PHEV,Car,60.248984329657574
Alaska,2017,PHEV,SUV,20.81717933836332
Arizona,2017,BEV,Car,1010.2338902147972
Arizona,2017,BEV,SUV,1026.997613365155
Arizona,2017,PHEV,Car,1164.8136970400465
Arizona,2017,PHEV,SUV,402.4654672083575
Arkansas,2017,BEV,Car,42.09307875894988
Arkansas,2017,BEV,SUV,42.791567223548135
Arkansas,2017,PHEV,Car,120.49796865931515
Arkansas,2017,PHEV,SUV,41.63435867672664
California,2017,BEV,Car,26616.85680190931
California,2017,BEV,SUV,27058.534341023602
California,2017,PHEV,Car,32052.459663377827
California,2017,PHEV,SUV,11074.739408009285
Colorado,2017,BEV,Car,1122.4821002386636
Colorado,2017,BEV,SUV,1141.108459294617
Colorado,2017,PHEV,Car,1044.3157283807313
Colorado,2017,PHEV,SUV,360.8311085316309
Connecticut,2017,BEV,Car,420.93078758949883
Connecticut,2017,BEV,SUV,427.91567223548134
Connecticut,2017,PHEV,Car,783.2367962855485
Connecticut,2017,PHEV,SUV,270.62333139872317
Delaware,2017,BEV,Car,56.124105011933175
Delaware,2017,BEV,SUV,57.055422964730845
Delaware,2017,PHEV,Car,180.74695298897274
Delaware,2017,PHEV,SUV,62.45153801508996
District of Columbia,2017,BEV,Car,112.24821002386635
District of Columbia,2017,BEV,SUV,114.11084592946169
District of Columbia,2017,PHEV,Car,140.5809634358677
District of Columbia,2017,PHEV,SUV,48.57341845618108
Florida,2017,BEV,Car,2230.933174224344
Florida,2017,BEV,SUV,2267.953062848051
Florida,2017,PHEV,Car,2691.1213000580383
Florida,2017,PHEV,SUV,929.8340104468949
Georgia,2017,BEV,Car,2020.4677804295943
Georgia,2017,BEV,SUV,2053.99522673031
Georgia,2017,PHEV,Car,1044.3157283807313
Georgia,2017,PHEV,SUV,360.8311085316309
Hawaii,2017,BEV,Car,757.6754176610979
Hawaii,2017,BEV,SUV,770.2482100238664
Hawaii,2017,PHEV,Car,341.4109112013929
Hawaii,2017,PHEV,SUV,117.96401625072546
Idaho,2017,BEV,Car,98.21718377088305
Idaho,2017,BEV,SUV,99.84699018827898
Idaho,2017,PHEV,Car,160.6639582124202
Idaho,2017,PHEV,SUV,55.51247823563552
Illinois,2017,BEV,Car,1164.5751789976134
Illinois,2017,BEV,SUV,1183.9000265181649
Illinois,2017,PHEV,Car,1546.3905977945444
Illinois,2017,PHEV,SUV,534.3076030179918
Indiana,2017,BEV,Car,266.58949880668257
Indiana,2017,BEV,SUV,271.0132590824715
Indiana,2017,PHEV,Car,642.6558328496808
Indiana,2017,PHEV,SUV,222.04991294254208
Iowa,2017,BEV,Car,84.18615751789976
Iowa,2017,BEV,SUV,85.58313444709627
Iowa,2017,PHEV,Car,301.24492164828786
Iowa,2017,PHEV,SUV,104.08589669181659
Kansas,2017,BEV,Car,140.31026252983295
Kansas,2017,BEV,SUV,142.63855741182712
Kansas,2017,PHEV,Car,261.07893209518284
Kansas,2017,PHEV,SUV,90.20777713290772
Kentucky,2017,BEV,Car,98.21718377088305
Kentucky,2017,BEV,SUV,99.84699018827898
Kentucky,2017,PHEV,Car,240.9959373186303
Kentucky,2017,PHEV,SUV,83.26871735345328
Louisiana,2017,BEV,Car,84.18615751789976
Louisiana,2017,BEV,SUV,85.58313444709627
Louisiana,2017,PHEV,Car,140.5809634358677
Louisiana,2017,PHEV,SUV,48.57341845618108
Maine,2017,BEV,Car,70.15513126491648
Maine,2017,BEV,SUV,71.31927870591356
Maine,2017,PHEV,Car,261.07893209518284
Maine,2017,PHEV,SUV,90.20777713290772
Maryland,2017,BEV,Car,617.3651551312649
Maryland,2017,BEV,SUV,627.6096526120393
Maryland,2017,PHEV,Car,1305.3946604759142
Maryland,2017,PHEV,SUV,451.0388856645386
Massachusetts,2017,BEV,Car,785.7374701670644
Massachusetts,2017,BEV,SUV,798.7759215062318
Massachusetts,2017,PHEV,Car,1586.5565873476494
Massachusetts,2017,PHEV,SUV,548.1857225769007
Michigan,2017,BEV,Car,350.77565632458237
Michigan,2017,BEV,SUV,356.59639352956776
Michigan,2017,PHEV,Car,2409.959373186303
Michigan,2017,PHEV,SUV,832.6871735345327
Minnesota,2017,BEV,Car,322.71360381861575
Minnesota,2017,BEV,SUV,328.06868204720234
Minnesota,2017,PHEV,Car,622.5728380731283
Minnesota,2017,PHEV,SUV,215.11085316308765
Mississippi,2017,BEV,Car,28.062052505966587
Mississippi,2017,BEV,SUV,28.527711482365422
Mississippi,2017,PHEV,Car,60.248984329657574
Mississippi,2017,PHEV,SUV,20.81717933836332
Missouri,2017,BEV,Car,294.6515513126492
Missouri,2017,BEV,SUV,299.5409705648369
Missouri,2017,PHEV,Car,662.7388276262333
Missouri,2017,PHEV,SUV,228.9889727219965
Montana,2017,BEV,Car,42.09307875894988
Montana,2017,BEV,SUV,42.791567223548135
Montana,2017,PHEV,Car,60.248984329657574
Montana,2017,PHEV,SUV,20.81717933836332
Nebraska,2017,BEV,Car,70.15513126491648
Nebraska,2017,BEV,SUV,71.31927870591356
Nebraska,2017,PHEV,Car,160.6639582124202
Nebraska,2017,PHEV,SUV,55.51247823563552
Nevada,2017,BEV,Car,434.96181384248206
Nevada,2017,BEV,SUV,442.17952797666396
Nevada,2017,PHEV,Car,401.6598955310505
Nevada,2017,PHEV,SUV,138.7811955890888
New Hampshire,2017,BEV,Car,84.18615751789976
New Hampshire,2017,BEV,SUV,85.58313444709627
New Hampshire,2017,PHEV,Car,301.24492164828786
New Hampshire,2017,PHEV,SUV,104.08589669181659
New Jersey,2017,BEV,Car,968.1408114558474
New Jersey,2017,BEV,SUV,984.2060461416071
New Jersey,2017,PHEV,Car,1626.7225769007546
New Jersey,2017,PHEV,SUV,562.0638421358096
New Mexico,2017,BEV,Car,98.21718377088305
New Mexico,2017,BEV,SUV,99.84699018827898
New Mexico,2017,PHEV,Car,200.82994776552525
New Mexico,2017,PHEV,SUV,69.3905977945444
New York,2017,BEV,Car,1318.9164677804295
New York,2017,BEV,SUV,1340.8024396711746
New York,2017,PHEV,Car,3434.1921067904814
New York,2017,PHEV,SUV,1186.5792222867092
North Carolina,2017,BEV,Car,617.3651551312649
North Carolina,2017,BEV,SUV,627.6096526120393
North Carolina,2017,PHEV,Car,963.9837492745212
North Carolina,2017,PHEV,SUV,333.07486941381313
North Dakota,2017,BEV,Car,14.031026252983294
North Dakota,2017,BEV,SUV,14.263855741182711
North Dakota,2017,PHEV,Car,40.16598955310505
North Dakota,2017,PHEV,SUV,13.87811955890888
Ohio,2017,BEV,Car,519.1479713603818
Ohio,2017,BEV,SUV,527.7626624237603
Ohio,2017,PHEV,Car,1124.6477074869415
Ohio,2017,PHEV,SUV,388.58734764944865
Oklahoma,2017,BEV,Car,168.37231503579952
Oklahoma,2017,BEV,SUV,171.16626889419254
Oklahoma,2017,PHEV,Car,180.74695298897274
Oklahoma,2017,PHEV,SUV,62.45153801508996
Oregon,2017,BEV,Car,1403.1026252983295
Oregon,2017,BEV,SUV,1426.385574118271
Oregon,2017,PHEV,Car,1204.9796865931514
Oregon,2017,PHEV,SUV,416.34358676726634
Pennsylvania,2017,BEV,Car,617.3651551312649
Pennsylvania,2017,BEV,SUV,627.6096526120393
Pennsylvania,2017,PHEV,Car,1506.2246082414395
Pennsylvania,2017,PHEV,SUV,520.429483459083
Rhode Island,2017,BEV,Car,56.124105011933175
Rhode Island,2017,BEV,SUV,57.055422964730845
Rhode Island,2017,PHEV,Car,160.6639582124202
Rhode Island,2017,PHEV,SUV,55.51247823563552
South Carolina,2017,BEV,Car,168.37231503579952
South Carolina,2017,BEV,SUV,171.16626889419254
South Carolina,2017,PHEV,Car,321.3279164248404
South Carolina,2017,PHEV,SUV,111.02495647127104
South Dakota,2017,BEV,Car,14.031026252983294
South Dakota,2017,BEV,SUV,14.263855741182711
South Dakota,2017,PHEV,Car,40.16598955310505
South Dakota,2017,PHEV,SUV,13.87811955890888
Tennessee,2017,BEV,Car,406.89976133651555
Tennessee,2017,BEV,SUV,413.6518164942986
Tennessee,2017,PHEV,Car,421.742890307603
Tennessee,2017,PHEV,SUV,145.72025536854323
Texas,2017,BEV,Car,2258.9952267303106
Texas,2017,BEV,SUV,2296.4807743304164
Texas,2017,PHEV,Car,2189.046430644225
Texas,2017,PHEV,SUV,756.357515960534
Utah,2017,BEV,Car,505.1169451073986
Utah,2017,BEV,SUV,513.4988066825775
Utah,2017,PHEV,Car,502.0748694138131
Utah,2017,PHEV,SUV,173.476494486361
Vermont,2017,BEV,Car,98.21718377088305
Vermont,2017,BEV,SUV,99.84699018827898
Vermont,2017,PHEV,Car,321.3279164248404
Vermont,2017,PHEV,SUV,111.02495647127104
Virginia,2017,BEV,Car,715.582338902148
Virginia,2017,BEV,SUV,727.45664280031815
Virginia,2017,PHEV,Car,1225.062681369704
Virginia,2017,PHEV,SUV,423.28264654672085
Washington,2017,BEV,Car,2946.5155131264914
Washington,2017,BEV,SUV,2995.409705648369
Washington,2017,PHEV,Car,1968.1334881021473
Washington,2017,PHEV,SUV,680.0278583865351
West Virginia,2017,BEV,Car,14.031026252983294
West Virginia,2017,BEV,SUV,14.263855741182711
West Virginia,2017,PHEV,Car,80.3319791062101
West Virginia,2017,PHEV,SUV,27.75623911781776
Wisconsin,2017,BEV,Car,392.8687350835322
Wisconsin,2017,BEV,SUV,399.3879607531159
Wisconsin,2017,PHEV,Car,702.9048171793384
Wisconsin,2017,PHEV,SUV,242.8670922809054
Wyoming,2017,BEV,Car,14.031026252983294
Wyoming,2017,BEV,SUV,14.263855741182711
Wyoming,2017,PHEV,Car,20.082994776552525
Wyoming,2017,PHEV,SUV,6.93905977945444
Alabama,2018,BEV,Car,422.45232273838633
Alabama,2018,BEV,SUV,114.27331470485505
Alabama,2018,PHEV,Car,308.7925428137871
Alabama,2018,PHEV,SUV,89.52850639497073
Alaska,2018,BEV,Car,162.48166259168704
Alaska,2018,BEV,SUV,43.951274886482715
Alaska,2018,PHEV,Car,61.75850856275743
Alaska,2018,PHEV,SUV,17.905701278994147
Arizona,2018,BEV,Car,4094.5378973105135
Arizona,2018,BEV,SUV,1107.5721271393643
Arizona,2018,PHEV,Car,1585.1350531107737
Arizona,2018,PHEV,SUV,459.57966616084974
Arkansas,2018,BEV,Car,194.97799511002447
Arkansas,2018,BEV,SUV,52.741529863779256
Arkansas,2018,PHEV,Car,164.68935616735314
Arkansas,2018,PHEV,SUV,47.74853674398439
California,2018,BEV,Car,88877.46943765282
California,2018,BEV,SUV,24041.347362906043
California,2018,PHEV,Car,44260.26446997616
California,2018,PHEV,SUV,12832.419249945806
Colorado,2018,BEV,Car,4062.041564792176
Colorado,2018,BEV,SUV,1098.7818721620677
Colorado,2018,PHEV,Car,1523.3765445480162
Colorado,2018,PHEV,SUV,441.67396488185557
Connecticut,2018,BEV,Car,1624.8166259168704
Connecticut,2018,BEV,SUV,439.51274886482713
Connecticut,2018,PHEV,Car,1070.4808150877955
Connecticut,2018,PHEV,SUV,310.3654888358986
Delaware,2018,BEV,Car,259.97066014669923
Delaware,2018,BEV,SUV,70.32203981837233
Delaware,2018,PHEV,Car,247.0340342510297
Delaware,2018,PHEV,SUV,71.62280511597659
District of Columbia,2018,BEV,Car,357.4596577017115
District of Columbia,2018,BEV,SUV,96.69280475026196
District of Columbia,2018,PHEV,Car,205.8616952091914
District of Columbia,2018,PHEV,SUV,59.68567092998049
Florida,2018,BEV,Car,8903.995110024449
Florida,2018,BEV,SUV,2408.5298637792525
Florida,2018,PHEV,Car,3581.993496639931
Florida,2018,PHEV,SUV,1038.5306741816605
Georgia,2018,BEV,Car,5166.916870415648
Georgia,2018,BEV,SUV,1397.6505413901502
Georgia,2018,PHEV,Car,1441.03186646434
Georgia,2018,PHEV,SUV,417.79969650986345
Hawaii,2018,BEV,Car,2144.757946210269
Hawaii,2018,BEV,SUV,580.1568285015718
Hawaii,2018,PHEV,Car,494.0680685020594
Hawaii,2018,PHEV,SUV,143.24561023195318
Idaho,2018,BEV,Car,357.4596577017115
Idaho,2018,BEV,SUV,96.69280475026196
Idaho,2018,PHEV,Car,226.44786473011055
Idaho,2018,PHEV,SUV,65.65423802297853
Illinois,2018,BEV,Car,4419.501222493887
Illinois,2018,BEV,SUV,1195.4746769123296
Illinois,2018,PHEV,Car,2038.030782570995
Illinois,2018,PHEV,SUV,590.8881422068068
Indiana,2018,BEV,Car,1104.8753056234718
Indiana,2018,BEV,SUV,298.8686692280824
Indiana,2018,PHEV,Car,844.0329503576849
Indiana,2018,PHEV,SUV,244.71125081292004
Iowa,2018,BEV,Car,357.4596577017115
Iowa,2018,BEV,SUV,96.69280475026196
Iowa,2018,PHEV,Car,411.7233904183828
Iowa,2018,PHEV,SUV,119.37134185996098
Kansas,2018,BEV,Car,552.4376528117359
Kansas,2018,BEV,SUV,149.4343346140412
Kansas,2018,PHEV,Car,370.55105137654454
Kansas,2018,PHEV,SUV,107.43420767396488
Kentucky,2018,BEV,Car,389.95599022004893
Kentucky,2018,BEV,SUV,105.48305972755851
Kentucky,2018,PHEV,Car,308.7925428137871
Kentucky,2018,PHEV,SUV,89.52850639497073
Louisiana,2018,BEV,Car,292.4669926650367
Louisiana,2018,BEV,SUV,79.11229479566889
Louisiana,2018,PHEV,Car,185.27552568827227
Louisiana,2018,PHEV,SUV,53.71710383698244
Maine,2018,BEV,Car,259.97066014669923
Maine,2018,BEV,SUV,70.32203981837233
Maine,2018,PHEV,Car,370.55105137654454
Maine,2018,PHEV,SUV,107.43420767396488
Maryland,2018,BEV,Car,2729.6919315403425
Maryland,2018,BEV,SUV,738.3814180929095
Maryland,2018,PHEV,Car,1729.238239757208
Maryland,2018,PHEV,SUV,501.35963581183614
Massachusetts,2018,BEV,Car,3347.122249388753
Massachusetts,2018,BEV,SUV,905.3962626615438
Massachusetts,2018,PHEV,Car,2387.9956644266204
Massachusetts,2018,PHEV,SUV,692.3537827877736
Michigan,2018,BEV,Car,1364.8459657701712
Michigan,2018,BEV,SUV,369.19070904645474
Michigan,2018,PHEV,Car,2532.0988510730544
Michigan,2018,PHEV,SUV,734.1337524387601
Minnesota,2018,BEV,Car,1592.3202933985328
Minnesota,2018,BEV,SUV,430.72249388753056
Minnesota,2018,PHEV,Car,988.1361370041188
Minnesota,2018,PHEV,SUV,286.49122046390636
Mississippi,2018,BEV,Car,97.48899755501223
Mississippi,2018,BEV,SUV,26.370764931889628
Mississippi,2018,PHEV,Car,102.9308476045957
Mississippi,2018,PHEV,SUV,29.842835464990245
Missouri,2018,BEV,Car,1137.3716381418094
Missouri,2018,BEV,SUV,307.658924205379
Missouri,2018,PHEV,Car,864.619119878604
Missouri,2018,PHEV,SUV,250.67981790591807
Montana,2018,BEV,Car,162.48166259168704
Montana,2018,BEV,SUV,43.951274886482715
Montana,2018,PHEV,Car,82.34467808367657
Montana,2018,PHEV,SUV,23.874268371992194
Nebraska,2018,BEV,Car,292.4669926650367
Nebraska,2018,BEV,SUV,79.11229479566889
Nebraska,2018,PHEV,Car,205.8616952091914
Nebraska,2018,PHEV,SUV,59.68567092998049
Nevada,2018,BEV,Car,1657.3129584352077
Nevada,2018,BEV,SUV,448.30300384212364
Nevada,2018,PHEV,Car,596.9989161066551
Nevada,2018,PHEV,SUV,173.0884456969434
New Hampshire,2018,BEV,Car,389.95599022004893
New Hampshire,2018,BEV,SUV,105.48305972755851
New Hampshire,2018,PHEV,Car,411.7233904183828
New Hampshire,2018,PHEV,SUV,119.37134185996098
New Jersey,2018,BEV,Car,4354.508557457213
New Jersey,2018,BEV,SUV,1177.8941669577366
New Jersey,2018,PHEV,Car,2223.306308259267
New Jersey,2018,PHEV,SUV,644.6052460437893
New Mexico,2018,BEV,Car,422.45232273838633
New Mexico,2018,BEV,SUV,114.27331470485505
New Mexico,2018,PHEV,Car,267.62020377194887
New Mexico,2018,PHEV,SUV,77.59137220897465
New York,2018,BEV,Car,5036.931540342298
New York,2018,BEV,SUV,1362.489521480964
New York,2018,PHEV,Car,5002.439193583352
New York,2018,PHEV,SUV,1450.361803598526
North Carolina,2018,BEV,Car,2372.2322738386306
North Carolina,2018,BEV,SUV,641.6886133426476
North Carolina,2018,PHEV,Car,1338.101018859744
North Carolina,2018,PHEV,SUV,387.95686104487316
North Dakota,2018,BEV,Car,32.496332518337404
North Dakota,2018,BEV,SUV,8.790254977296541
North Dakota,2018,PHEV,Car,41.172339041838285
North Dakota,2018,PHEV,SUV,11.937134185996097
Ohio,2018,BEV,Car,2079.765281173594
Ohio,2018,BEV,SUV,562.5763185469787
Ohio,2018,PHEV,Car,1482.2042055061781
Ohio,2018,PHEV,SUV,429.7368306958595
Oklahoma,2018,BEV,Car,1202.364303178484
Oklahoma,2018,BEV,SUV,325.23943415997206
Oklahoma,2018,PHEV,Car,267.62020377194887
Oklahoma,2018,PHEV,SUV,77.59137220897465
Oregon,2018,BEV,Car,4484.4938875305625
Oregon,2018,BEV,SUV,1213.055186866923
Oregon,2018,PHEV,Car,1729.238239757208
Oregon,2018,PHEV,SUV,501.35963581183614
Pennsylvania,2018,BEV,Car,2599.7066014669927
Pennsylvania,2018,BEV,SUV,703.2203981837234
Pennsylvania,2018,PHEV,Car,1955.6861044873185
Pennsylvania,2018,PHEV,SUV,567.0138738348147
Rhode Island,2018,BEV,Car,227.47432762836186
Rhode Island,2018,BEV,SUV,61.5317848410758
Rhode Island,2018,PHEV,Car,247.0340342510297
Rhode Island,2018,PHEV,SUV,71.62280511597659
South Carolina,2018,BEV,Car,649.9266503667482
South Carolina,2018,BEV,SUV,175.80509954593086
South Carolina,2018,PHEV,Car,452.8957294602211
South Carolina,2018,PHEV,SUV,131.30847604595706
South Dakota,2018,BEV,Car,64.99266503667481
South Dakota,2018,BEV,SUV,17.580509954593083
South Dakota,2018,PHEV,Car,61.75850856275743
South Dakota,2018,PHEV,SUV,17.905701278994147
Tennessee,2018,BEV,Car,1267.356968215159
Tennessee,2018,BEV,SUV,342.81994411456515
Tennessee,2018,PHEV,Car,596.9989161066551
Tennessee,2018,PHEV,SUV,173.0884456969434
Texas,2018,BEV,Car,7961.601466992665
Texas,2018,BEV,SUV,2153.612469437653
Texas,2018,PHEV,Car,3026.1669195751138
Texas,2018,PHEV,SUV,877.3793626707131
Utah,2018,BEV,Car,1819.794621026895
Utah,2018,BEV,SUV,492.2542787286064
Utah,2018,PHEV,Car,699.9297637112508
Utah,2018,PHEV,SUV,202.93128116193367
Vermont,2018,BEV,Car,357.4596577017115
Vermont,2018,BEV,SUV,96.69280475026196
Vermont,2018,PHEV,Car,411.7233904183828
Vermont,2018,PHEV,SUV,119.37134185996098
Virginia,2018,BEV,Car,3217.1369193154032
Virginia,2018,BEV,SUV,870.2352427523576
Virginia,2018,PHEV,Car,1667.4797311944506
Virginia,2018,PHEV,SUV,483.45393453284197
Washington,2018,BEV,Car,9813.892420537897
Washington,2018,BEV,SUV,2654.657003143556
Washington,2018,PHEV,Car,2820.3052243659226
Washington,2018,PHEV,SUV,817.6936917407328
West Virginia,2018,BEV,Car,64.99266503667481
West Virginia,2018,BEV,SUV,17.580509954593083
West Virginia,2018,PHEV,Car,102.9308476045957
West Virginia,2018,PHEV,SUV,29.842835464990245
Wisconsin,2018,BEV,Car,1202.364303178484
Wisconsin,2018,BEV,SUV,325.23943415997206
Wisconsin,2018,PHEV,Car,926.3776284413615
Wisconsin,2018,PHEV,SUV,268.58551918491224
Wyoming,2018,BEV,Car,64.99266503667481
Wyoming,2018,BEV,SUV,17.580509954593083
Wyoming,2018,PHEV,Car,41.172339041838285
Wyoming,2018,PHEV,SUV,11.937134185996097
Alabama,2019,BEV,Car,459.5967330270546
Alabama,2019,BEV,SUV,137.36600306278714
Alabama,2019,PHEV,Car,191.0193812896012
Alabama,2019,PHEV,SUV,83.15355944837867
Alaska,2019,BEV,Car,160.8588565594691
Alaska,2019,BEV,SUV,48.078101071975496
Alaska,2019,PHEV,Car,42.44875139768915
Alaska,2019,PHEV,SUV,18.478568766306374
Arizona,2019,BEV,Car,4481.068147013782
Arizona,2019,BEV,SUV,1339.3185298621745
Arizona,2019,PHEV,Car,1018.7700335445396
Arizona,2019,PHEV,SUV,443.4856503913529
Arkansas,2019,BEV,Car,206.81852986217459
Arkansas,2019,BEV,SUV,61.81470137825421
Arkansas,2019,PHEV,Car,106.12187849422288
Arkansas,2019,PHEV,SUV,46.19642191576593
California,2019,BEV,Car,80360.48876978051
California,2019,BEV,SUV,24018.445635528333
California,2019,PHEV,Car,26243.94055162132
California,2019,PHEV,SUV,11424.375139768916
Colorado,2019,BEV,Car,4412.1286370597245
Colorado,2019,BEV,SUV,1318.7136294027566
Colorado,2019,PHEV,Car,986.9334699962728
Colorado,2019,PHEV,SUV,429.6267238166232
Connecticut,2019,BEV,Car,1585.6087289433385
Connecticut,2019,BEV,SUV,473.91271056661566
Connecticut,2019,PHEV,Car,604.8947074170704
Connecticut,2019,PHEV,SUV,263.3196049198658
Delaware,2019,BEV,Car,298.73787646758547
Delaware,2019,BEV,SUV,89.28790199081163
Delaware,2019,PHEV,Car,137.95844204248976
Delaware,2019,PHEV,SUV,60.05534849049572
District of Columbia,2019,BEV,Car,413.63705972434917
District of Columbia,2019,BEV,SUV,123.62940275650843
District of Columbia,2019,PHEV,Car,137.95844204248976
District of Columbia,2019,PHEV,SUV,60.05534849049572
Florida,2019,BEV,Car,9260.87417049515
Florida,2019,BEV,SUV,2767.924961715161
Florida,2019,PHEV,Car,2164.886321282147
Florida,2019,PHEV,SUV,942.4070070816251
Georgia,2019,BEV,Car,4366.168963757019
Georgia,2019,BEV,SUV,1304.9770290964777
Georgia,2019,PHEV,Car,891.4237793514723
Georgia,2019,PHEV,SUV,388.04994409243386
Hawaii,2019,BEV,Car,2022.2256253190403
Hawaii,2019,BEV,SUV,604.4104134762634
Hawaii,2019,PHEV,Car,307.75344763324637
Hawaii,2019,PHEV,SUV,133.9696235557212
Idaho,2019,BEV,Car,367.6773864216437
Idaho,2019,BEV,SUV,109.89280245022971
Idaho,2019,PHEV,Car,159.18281774133433
Idaho,2019,PHEV,SUV,69.29463287364891
Illinois,2019,BEV,Car,4435.108473711077
Illinois,2019,BEV,SUV,1325.5819295558958
Illinois,2019,PHEV,Car,1231.0137905329855
Illinois,2019,PHEV,SUV,535.8784942228848
Indiana,2019,BEV,Car,1171.9716692189893
Indiana,2019,BEV,SUV,350.2833078101072
Indiana,2019,PHEV,Car,498.7728289228475
Indiana,2019,PHEV,SUV,217.12318300409987
Iowa,2019,BEV,Car,367.6773864216437
Iowa,2019,BEV,SUV,109.89280245022971
Iowa,2019,PHEV,Car,254.6925083861349
Iowa,2019,PHEV,SUV,110.87141259783823
Kansas,2019,BEV,Car,528.5362429811129
Kansas,2019,BEV,SUV,157.97090352220522
Kansas,2019,PHEV,Car,222.85594483786807
Kansas,2019,PHEV,SUV,97.01248602310847
Kentucky,2019,BEV,Car,436.61689637570186
Kentucky,2019,BEV,SUV,130.49770290964776
Kentucky,2019,PHEV,Car,191.0193812896012
Kentucky,2019,PHEV,SUV,83.15355944837867
Louisiana,2019,BEV,Car,321.7177131189382
Louisiana,2019,BEV,SUV,96.15620214395099
Louisiana,2019,PHEV,Car,106.12187849422288
Louisiana,2019,PHEV,SUV,46.19642191576593
Maine,2019,BEV,Car,298.73787646758547
Maine,2019,BEV,SUV,89.28790199081163
Maine,2019,PHEV,Car,233.46813268729036
Maine,2019,PHEV,SUV,101.63212821468507
Maryland,2019,BEV,Car,3033.3384379785607
Maryland,2019,BEV,SUV,906.6156202143951
Maryland,2019,PHEV,Car,1061.218784942229
Maryland,2019,PHEV,SUV,461.96421915765933
Massachusetts,2019,BEV,Car,3240.156967840735
Massachusetts,2019,BEV,SUV,968.4303215926493
Massachusetts,2019,PHEV,Car,1368.9722325754753
Massachusetts,2019,PHEV,SUV,595.9338427133806
Michigan,2019,BEV,Car,1516.6692189892804
Michigan,2019,BEV,SUV,453.30781010719755
Michigan,2019,PHEV,Car,1315.9112933283636
Michigan,2019,PHEV,SUV,572.8356317554975
Minnesota,2019,BEV,Car,1769.4474221541602
Minnesota,2019,BEV,SUV,528.8591117917305
Minnesota,2019,PHEV,Car,615.5068952664927
Minnesota,2019,PHEV,SUV,267.9392471114424
Mississippi,2019,BEV,Car,114.89918325676365
Mississippi,2019,BEV,SUV,34.341500765696786
Mississippi,2019,PHEV,Car,63.673127096533726
Mississippi,2019,PHEV,SUV,27.717853149459557
Missouri,2019,BEV,Car,1126.011995916284
Missouri,2019,BEV,SUV,336.5467075038285
Missouri,2019,PHEV,Car,530.6093924711145
Missouri,2019,PHEV,SUV,230.98210957882966
Montana,2019,BEV,Car,160.8588565594691
Montana,2019,BEV,SUV,48.078101071975496
Montana,2019,PHEV,Car,53.06093924711144
Montana,2019,PHEV,SUV,23.098210957882966
Nebraska,2019,BEV,Car,298.73787646758547
Nebraska,2019,BEV,SUV,89.28790199081163
Nebraska,2019,PHEV,Car,116.73406634364518
Nebraska,2019,PHEV,SUV,50.816064107342534
Nevada,2019,BEV,Car,1815.4070954568656
Nevada,2019,BEV,SUV,542.5957120980091
Nevada,2019,PHEV,Car,382.0387625792024
Nevada,2019,PHEV,SUV,166.30711889675734
