Policy,Battery Capacity,Chemistry,Scenario,Scope,Year,Mineral,Maximum RCS (%)
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Manganese,2.5418533051382064
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Cobalt,3.2980108928285867
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Lithium,1.9548766430191493
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Graphite,2.0850872367688376
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2030,Copper,2.13631813964349
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Nickel,9.293746535697647
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Manganese,7.223980813758144
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Cobalt,11.140024691657288
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Lithium,7.263183611288173
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Graphite,7.8770854323971875
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2035,Copper,8.149976563303502
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Nickel,32.12228311512917
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Manganese,26.294954597370513
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Cobalt,38.683283418103365
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Lithium,24.847409795498216
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Graphite,26.98097385927531
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2040,Copper,27.87700756955535
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Nickel,45.075098282053276
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Manganese,44.3843290481761
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Cobalt,52.85557720565763
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Lithium,37.53527531895898
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Graphite,41.401502732064806
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Copper,43.567131506210316
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Nickel,60.55651404601661
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Manganese,60.63189636445425
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Cobalt,66.29668253203691
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Lithium,50.23276368774958
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Graphite,55.83560337555148
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Copper,58.69604517972991
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Nickel,1.4840746194945635
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Manganese,1.4238391407707334
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Cobalt,1.833425183433252
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Lithium,1.3351521855759199
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Graphite,1.4766221949244167
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Copper,1.5833468186128778
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Nickel,5.6296260191611305
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Manganese,4.542635371490254
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Cobalt,6.54501427554681
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Lithium,5.105392460928843
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Graphite,5.702221917613622
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Copper,6.1339813784057995
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Nickel,20.22310979244024
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Manganese,17.594941091496704
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Cobalt,24.301657368044964
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Lithium,16.756664970272016
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Graphite,18.43578560195158
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Copper,19.410560060927768
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Nickel,35.77653519308158
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Manganese,35.821364908659376
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Cobalt,41.66396142282784
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Lithium,30.61481030251053
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Graphite,33.96368137757524
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Copper,35.98317013850723
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Nickel,52.71793901602791
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Manganese,52.88547556008979
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Cobalt,57.463676865782574
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Lithium,44.312354041694704
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Graphite,49.39676466116234
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Copper,52.114483504527655
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Nickel,1.4480752191350121
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Manganese,1.3789827650308322
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Cobalt,1.7815305184275714
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Lithium,1.2843294176931672
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Graphite,1.4173201467658083
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Copper,1.515467054350628
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Nickel,5.742247753347859
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Manganese,4.678331990222588
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Cobalt,6.694595074656889
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Lithium,5.13488683078094
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Graphite,5.721753318024008
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Copper,6.135818308261425
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Nickel,21.297451870773322
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Manganese,18.744510521608003
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Cobalt,25.67470907716182
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Lithium,17.468707752481023
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Graphite,19.18597493127409
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Copper,20.15008164129946
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Nickel,38.704722257159226
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Manganese,38.7889666080946
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Cobalt,45.10078279792686
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Lithium,32.592646570039975
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Graphite,36.07686114262465
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Copper,38.07760586241293
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Nickel,58.39340372898444
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Manganese,58.55185792449365
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Cobalt,63.70108281883289
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Lithium,48.14375359738894
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Graphite,53.526994960965354
Baseline Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Copper,56.209616834766095
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Nickel,3.010277195337691
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Manganese,3.036339253614169
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Cobalt,3.947874027520796
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Lithium,1.9848289325460728
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Graphite,2.0695075857996743
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Copper,2.040539400254631
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Nickel,12.488897407548578
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Manganese,9.660751868217417
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Cobalt,15.027628968961562
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Lithium,7.424493693311683
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Graphite,7.7883560600303925
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Copper,7.6022950258864785
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Nickel,46.60294814662142
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Manganese,37.782042895560615
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Cobalt,56.36983824472668
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Lithium,25.415220548350888
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Graphite,26.64293919557148
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Copper,25.805604823409272
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Nickel,58.198108942596136
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Manganese,56.89498160510888
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Cobalt,68.65411227073105
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Lithium,38.0375999325013
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Graphite,41.07133336348495
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Copper,41.46965225223791
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Nickel,69.19069329331033
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Manganese,69.18611035936763
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Cobalt,76.09351583670231
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Lithium,50.505259767287605
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Graphite,55.62961038881936
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Copper,57.37440928161358
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Nickel,1.76405225370632
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Manganese,1.6916735816837034
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Cobalt,2.185983816926706
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Lithium,1.3540165332730112
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Graphite,1.4665057953862124
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2030,Copper,1.5188630536065875
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Nickel,7.476412462619966
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Manganese,5.995260145024288
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Cobalt,8.738949575881175
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Lithium,5.208711657965805
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Graphite,5.643874742486462
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2035,Copper,5.761922321390078
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Nickel,28.737323092652733
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Manganese,24.756677734804807
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Cobalt,34.751133654449426
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Lithium,17.096581718778868
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Graphite,18.23017377377128
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2040,Copper,18.131523730598033
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Nickel,45.440794974012015
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Manganese,45.27525629808208
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Cobalt,53.25830765064954
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Lithium,30.98401489642167
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Graphite,33.71801679790615
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2045,Copper,34.411922102043725
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Nickel,59.85884850045529
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Manganese,60.00007756497211
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Cobalt,65.51532725794232
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Lithium,44.54134491695157
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Graphite,49.22355746569947
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2050,Copper,50.99603384015213
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Nickel,1.7192408558032957
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Manganese,1.6363858912361362
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Cobalt,2.1217767377025005
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Lithium,1.3023564331362554
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Graphite,1.4076653202533171
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2030,Copper,1.4540694723877268
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Nickel,7.605786118814509
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Manganese,6.154990977378174
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Cobalt,8.91552497237328
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Lithium,5.23766817141668
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Graphite,5.66376366968586
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2035,Copper,5.766974475486552
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Nickel,30.11019776593564
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Manganese,26.236515617099876
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Cobalt,36.53894061613276
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Lithium,17.813865801979844
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Graphite,18.97697544045399
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2040,Copper,18.85347949531345
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Nickel,48.95462793615521
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Manganese,48.83257059183277
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Cobalt,57.44612663042158
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Lithium,32.96916187138056
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Graphite,35.825935035270334
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2045,Copper,36.48232478726941
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Nickel,66.06193265238365
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Manganese,66.17889018204606
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Cobalt,72.43251487102448
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Lithium,48.36427749935387
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Graphite,53.358047307090295
Baseline Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,North America-origin / NA network,2050,Copper,55.13580526214391
