State,Segment,Year,ret_ICE,ret_BEV,ret_PHEV,ret_EV,Growth_seg,add_BEV,add_PHEV,add_ICE,Demand_total
Prince Edward Island,SUV,2020,2501.6628024462075,0,0,0,0,222.72563367120043,77.43769726128014,2201.499471513727,2501.6628024462075
Quebec,Car,2020,171051.5679672021,36,39,75,0,15231.569417628169,5295.742757287207,150554.25579228674,171081.5679672021
Quebec,SUV,2020,121030.96256585285,5,2,7,0,10775.512113365468,3746.451771698106,106508.99868078929,121030.96256585285
Saskatchewan,Car,2020,13521.201804510012,0,0,0,0,1203.8066189259841,418.5419117726341,11898.853273811394,13521.201804510012
Saskatchewan,SUV,2020,25238.99805134619,0,0,0,0,2247.0541708161113,781.2603234804709,22210.683557049608,25238.99805134619
Yukon,Car,2020,559.9247036203255,0,0,0,0,49.850677037709076,17.332183876126177,492.7418427064903,559.9247036203255
Yukon,SUV,2020,1102.1659837016725,0,0,0,0,98.12698053900709,34.1169863876594,969.922016775006,1102.1659837016725
Alberta,Car,2021,57172.72251558024,7,5,12,0,5090.23580802825,1769.7834460874108,50313.70326146458,57173.72251558024
Alberta,SUV,2021,95227.88010799667,5,2,7,0,8478.504015960702,2947.8233663295164,83804.55272570645,95230.88010799667
British Columbia,Car,2021,72277.20348252435,66,27,93,0,6438.208530072146,2238.44931918667,63637.54563326553,72314.20348252435
British Columbia,SUV,2021,82265.90051905879,19,6,25,0,7325.197779129439,2546.8395291968363,72404.86321073251,82276.90051905879
Manitoba,Car,2021,16147.493780134912,1,0,1,0,1437.628117132964,499.83744158156935,14210.028221420378,16147.493780134912
Manitoba,SUV,2021,23674.486404208586,2,0,2,0,2107.8531074191937,732.8626171720363,20834.770679617355,23675.486404208586
New Brunswick,Car,2021,13761.788026760501,1,0,1,0,1225.2262597948109,425.98913568532566,12110.572631280365,13761.788026760501
New Brunswick,SUV,2021,14493.080361606664,1,0,1,0,1290.3339747587286,448.62591726113897,12754.120469586796,14493.080361606664
Newfoundland and Labrador,Car,2021,7449.999576888044,0,0,0,0,663.2811884119799,230.6109405582556,6556.107447917809,7449.999576888044
Newfoundland and Labrador,SUV,2021,10310.236896812283,0,0,0,0,917.9310832368202,319.14812928693965,9073.157684288522,10310.236896812283
Northwest Territories,Car,2021,232.90966468621218,0,0,0,0,20.736188987843764,7.209599985082319,204.9638757132861,232.90966468621218
Northwest Territories,SUV,2021,825.8862735780378,0,0,0,0,73.52951142861717,25.564888746415328,726.7918734030053,825.8862735780378
Nova Scotia,Car,2021,16640.031084666163,1,0,1,0,1481.4792241451319,515.0836828579246,14643.468177663106,16640.031084666163
Nova Scotia,SUV,2021,15057.196754577579,1,0,1,0,1340.5578422463454,466.0878527451265,13250.551059586107,15057.196754577579
Nunavut,Car,2021,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2021,0,0,0,0,0,0,0,0,0
Ontario,Car,2021,228122.03708417638,80,67,147,0,20315.016306499332,7063.1658182777055,200800.85495939935,228179.03708417638
Ontario,SUV,2021,227529.6932988915,26,18,44,0,20258.896145592356,7043.653847612559,200246.1433056866,227548.6932988915
Prince Edward Island,Car,2021,2677.7630495286203,0,0,0,0,238.4040212951171,82.88879067317802,2356.470237560325,2677.7630495286203
Prince Edward Island,SUV,2021,2519.477594279258,0,0,0,0,224.31170306306925,77.9891450644739,2217.1767461517147,2519.477594279258
Quebec,Car,2021,168961.05515170356,99,98,197,0,15049.633352423027,5232.486859409449,148755.93493987108,169038.05515170356
Quebec,SUV,2021,121892.84587057162,21,9,30,0,10853.314850252249,3773.502384085326,107278.02863623404,121904.84587057162
Saskatchewan,Car,2021,13355.941349466684,0,0,0,0,1189.0933092288,413.42635859960336,11753.421681638281,13355.941349466684
Saskatchewan,SUV,2021,25418.729506728516,2,0,2,0,2263.144879717801,786.854773585338,22369.729853425375,25419.729506728516
Yukon,Car,2021,553.081124724888,0,0,0,0,49.24138611146005,17.120344378744523,486.7193942346834,553.081124724888
Yukon,SUV,2021,1110.0147063776121,0,0,0,0,98.82576045842661,34.3599395985689,976.8290063206166,1110.0147063776121
Alberta,Car,2022,56547.99987074688,24,17,41,0,6578.84530530819,1622.4036741583004,48362.75089128039,56563.99987074688
Alberta,SUV,2022,95833.38510867805,18,8,26,0,11147.351771584426,2749.0393271234375,81946.99400997019,95843.38510867805
British Columbia,Car,2022,71487.61408231464,166,64,230,0,8325.048643070426,2053.0334548474857,61199.53198439673,71577.61408231464
British Columbia,SUV,2022,82789.01349282333,51,21,72,0,9632.513247870533,2375.4662344947114,70811.03401045808,82819.01349282333
Manitoba,Car,2022,15971.049895683569,3,1,4,0,1857.6770686740078,458.120226536493,13656.252600473068,15972.049895683569
Manitoba,SUV,2022,23825.02106096739,5,1,6,0,2771.2730005766985,683.4213740523132,20372.326686338376,23827.02106096739
New Brunswick,Car,2022,13611.412781567664,2,0,2,0,1583.232411543939,390.43965351531597,11638.74071650841,13612.412781567664
New Brunswick,SUV,2022,14585.232948567345,3,0,3,0,1696.4954807844435,418.3713666282499,12471.366101154652,14586.232948567345
Newfoundland and Labrador,Car,2022,7368.5933300484185,1,0,1,0,857.0263020098934,211.35055723369317,6300.216470804832,7368.5933300484185
Newfoundland and Labrador,SUV,2022,10375.79335399827,2,0,2,0,1206.9040095661703,297.6336132872198,8872.25573114488,10376.79335399827
Northwest Territories,Car,2022,230.36465760814454,0,0,0,0,26.793251002004485,6.607461773454983,196.9639448326851,230.36465760814454
Northwest Territories,SUV,2022,831.1375765962114,0,0,0,0,96.66794350381595,23.839202692207245,710.6304304001882,831.1375765962114
Nova Scotia,Car,2022,16458.205238380247,3,1,4,0,1914.3371288992278,472.09311776913177,14072.774991711889,16459.205238380247
Nova Scotia,SUV,2022,15152.93621083466,3,0,3,0,1762.5239078813574,434.6545831730275,12956.757719780275,15153.93621083466
Nunavut,Car,2022,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2022,0,0,0,0,0,0,0,0,0
Ontario,Car,2022,225629.62615761242,206,164,370,0,26259.27734784507,6475.778966182866,193038.5698435845,225773.62615761242
Ontario,SUV,2022,228976.47539039003,80,43,123,0,26637.260789908465,6568.993154496407,195817.22144598517,229023.47539039003
Prince Edward Island,Car,2022,2648.503096217453,0,0,0,0,308.04207977617915,75.96600601339499,2264.4950104278787,2648.503096217453
Prince Edward Island,SUV,2022,2535.497403202514,0,0,0,0,294.898614415468,72.7247067423535,2167.8740820446924,2535.497403202514
Quebec,Car,2022,167115.1979923717,250,238,488,0,19458.931809647467,4798.751300276843,143047.51488244737,167305.1979923717
Quebec,SUV,2022,122667.92537918432,59,30,89,0,14271.330995386501,3519.4412951711192,104912.1530886267,122702.92537918432
Saskatchewan,Car,2022,13210.000796443932,2,0,2,0,1536.544989157612,378.926106365113,11295.529700921206,13211.000796443932
Saskatchewan,SUV,2022,25580.354732929776,5,1,6,0,2975.4323371410746,733.7689415028673,21873.153454285835,25582.354732929776
Yukon,Car,2022,547.0375997425014,0,0,0,0,63.624845363070605,15.690471214076345,467.72228316535444,547.0375997425014
Yukon,SUV,2022,1117.0726074038207,0,0,0,0,129.9244730871252,32.04056832428568,955.1075659924098,1117.0726074038207
Alberta,Car,2023,55983.867092295535,64,40,104,0,7533.608141519418,1989.7485305260157,46499.5104202501,56022.867092295535
Alberta,SUV,2023,96377.86762575863,66,31,97,0,12965.543118822417,3424.4109706169943,80026.91353631922,96416.86762575863
British Columbia,Car,2023,70774.81350182647,390,151,541,0,9546.404858026206,2521.360904528419,58923.047739271846,70990.81350182647
British Columbia,SUV,2023,83259.4554349425,126,46,172,0,11205.22557395082,2959.482455306533,69161.74740568515,83326.4554349425
Manitoba,Car,2023,15811.704246620337,19,12,31,0,2127.8737295779792,562.0060861990594,13133.824430843297,15823.704246620337
Manitoba,SUV,2023,23960.38289569446,13,4,17,0,3222.8507157322165,851.2073305739467,19892.324849388297,23966.38289569446
New Brunswick,Car,2023,13475.610241073773,8,10,18,0,1813.057909259612,478.8581039709211,11190.69422784324,13482.610241073773
New Brunswick,SUV,2023,14668.097792235652,8,2,10,0,1973.012827041774,521.1048012544456,12177.980163939432,14672.097792235652
Newfoundland and Labrador,Car,2023,7295.0737232686915,4,1,5,0,981.1307998962087,259.13261357307135,6055.810309799412,7296.0737232686915
Newfoundland and Labrador,SUV,2023,10434.74348502335,5,1,6,0,1403.4686150601283,370.6789047156435,8662.595965247578,10436.74348502335
Northwest Territories,Car,2023,228.06621090540247,0,0,0,0,30.668931321415936,8.100163943127937,189.2971156408586,228.06621090540247
Northwest Territories,SUV,2023,835.8594441666428,0,0,0,0,112.4012004484809,29.686986530284024,693.7712571878778,835.8594441666428
Nova Scotia,Car,2023,16293.99903213446,9,12,21,0,2192.1918496102726,578.9935485698644,13530.813633954322,16301.99903213446
Nova Scotia,SUV,2023,15239.026296267039,8,2,10,0,2049.787755734916,541.3823095451289,12651.856230986994,15243.026296267039
Nunavut,Car,2023,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2023,0,0,0,0,0,0,0,0,0
Ontario,Car,2023,223379.15438781187,506,391,897,0,30086.51766899527,7946.339017900464,185702.29770091613,223735.15438781187
Ontario,SUV,2023,230277.4980531362,211,112,323,0,30983.504166687937,8183.24775169156,191238.7461347567,230405.4980531362
Prince Edward Island,Car,2023,2622.0778482132287,1,0,1,0,352.6007869688893,93.12760692543327,2176.3494543189063,2622.0778482132287
Prince Edward Island,SUV,2023,2549.902097804489,1,0,1,0,342.89503913553125,90.56416094758269,2116.442897721375,2549.902097804489
Quebec,Car,2023,165448.78929023613,600,565,1165,0,22310.92418244,5892.678219089572,137709.18688870655,165912.78929023613
Quebec,SUV,2023,123364.94388299741,152,68,220,0,16601.052709265034,4384.608226621006,102466.28294711137,123451.94388299741
Saskatchewan,Car,2023,13078.203314986566,8,5,13,0,1759.2136660986582,464.6369629593068,10858.352685928601,13082.203314986566
Saskatchewan,SUV,2023,25725.68898783652,15,5,20,0,3460.5070916971176,913.9762476669624,21359.205648472438,25733.68898783652
Yukon,Car,2023,541.5795716731834,0,0,0,0,72.82826606706811,19.235130453504084,449.5161751526112,541.5795716731834
Yukon,SUV,2023,1123.4189320885,0,0,0,0,151.07041914109553,39.9001565843746,932.4483563630299,1123.4189320885
Alberta,Car,2024,55466.83965064469,150,92,242,0,9222.8119157138,1611.9191283170626,44730.10860661382,55564.83965064469
Alberta,SUV,2024,96882.70281773906,160,70,230,0,16095.974135470322,2813.177676718702,78064.55100555003,96973.70281773906
British Columbia,Car,2024,70122.06265927285,846,328,1174,0,11719.397376287065,2048.260441156776,56838.40484182901,70606.06265927285
British Columbia,SUV,2024,83695.69758614435,293,108,401,0,13918.941859356974,2432.686347078576,67506.0693797088,83857.69758614435
Manitoba,Car,2024,15665.677902604593,41,25,66,0,2604.715817764824,455.23982152683743,12632.722263312931,15692.677902604593
Manitoba,SUV,2024,24085.878237498302,36,11,47,0,4000.831043901602,699.246189531622,19403.801004065077,24103.878237498302
New Brunswick,Car,2024,13351.145069479147,24,22,46,0,2218.8831716776576,387.8058297853984,10761.45606801609,13368.145069479147
New Brunswick,SUV,2024,14744.923939191667,23,7,30,0,2449.396683250935,428.093883150926,11879.433372789807,14756.923939191667
Newfoundland and Labrador,Car,2024,7227.681588586305,12,9,21,0,1201.1652261587346,209.9339357680812,5825.582426659489,7236.681588586305
Newfoundland and Labrador,SUV,2024,10489.394559867673,14,5,19,0,1742.2217615930417,304.49721938894413,8449.675578885686,10496.394559867673
Northwest Territories,Car,2024,225.95919574668912,0,0,0,0,37.5053572744989,6.555007665517518,181.8988308066727,225.95919574668912
Northwest Territories,SUV,2024,840.2366517381797,0,0,0,0,139.46489636959546,24.375010164078457,676.3967452045058,840.2366517381797
Nova Scotia,Car,2024,16143.500079536847,30,23,53,0,2683.030219873574,468.9272396304992,13012.542620032773,16164.500079536847
Nova Scotia,SUV,2024,15318.842267155886,23,7,30,0,2544.6572981843124,444.7430795987832,12341.441889372789,15330.842267155886
Nunavut,Car,2024,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2024,0,0,0,0,0,0,0,0,0
Ontario,Car,2024,221317.25185112367,1129,852,1981,0,36869.65217000074,6443.902155910032,178815.6975252129,222129.25185112367
Ontario,SUV,2024,231483.8428090597,513,259,772,0,38473.642794212006,6724.23999565305,186594.96001919464,231792.8428090597
Prince Edward Island,Car,2024,2597.853489192316,3,0,3,0,431.365177655816,75.39195068790288,2092.0963608485968,2598.853489192316
Prince Edward Island,SUV,2024,2563.2553605415224,3,0,3,0,425.62248074193707,74.3882694800234,2064.244610319562,2564.2553605415224
Quebec,Car,2024,163922.64456579584,1316,1211,2527,0,27381.140237724878,4785.545244517199,132796.95908355375,164963.64456579584
Quebec,SUV,2024,124011.27347699723,354,163,517,0,20617.940358761345,3603.5053901688066,99995.82772806707,124217.27347699723
Saskatchewan,Car,2024,12957.396975899701,26,17,43,0,2153.5277305014324,376.3833171358595,10444.48592826241,12974.396975899701
Saskatchewan,SUV,2024,25860.434789355408,39,12,51,0,4295.709010587447,750.7835557236299,20833.94222304433,25880.434789355408
Yukon,Car,2024,536.5761283194537,0,0,0,0,89.06244922268604,15.565910573565436,431.9477685232022,536.5761283194537
Yukon,SUV,2024,1129.3020239047903,1,0,1,0,187.44479832918887,32.7607088479771,909.0965167276244,1129.3020239047903
