State,Segment,Year,ret_ICE,ret_BEV,ret_PHEV,ret_EV,Growth_seg,add_BEV,add_PHEV,add_ICE,Demand_total
Saskatchewan,SUV,2022,25813.251552146055,0,0,0,0,176.700582471667,75.7817683482214,49044,49296.48235081989
Yukon,Car,2022,544.3154701654762,0,0,0,0,27.5955569603107,6.53291106450184,177,211.12846802481255
Yukon,SUV,2022,1127.240554835724,0,0,0,0,8.01161331105793,11.9770036182534,2142,2161.9886169293113
Alberta,Car,2023,55474.807760538315,4,4,8,0,1978.57343203608,489.112669645813,15638,18105.686101681895
Alberta,SUV,2023,97822.45308951214,0,0,0,0,2638.38921877956,1087.60871813969,209610,213335.99793691924
British Columbia,Car,2023,70130.65679061801,53,18,71,0,23599.1199964604,3468.8463395123,19770,46837.9663359727
British Columbia,SUV,2023,84507.31810145619,14,4,18,0,19064.743560012,4912.76622669094,181079,205056.50978670293
Manitoba,Car,2023,15667.9453331538,0,0,0,0,523.919952520155,156.812486207658,4417,5097.732438727813
Manitoba,SUV,2023,24319.520447319075,0,0,0,0,552.322618836927,296.135489076465,52111,52959.45810791339
New Brunswick,Car,2023,13353.092061792428,0,0,0,0,325.101288302748,120.054928003972,3764,4209.15621630672
New Brunswick,SUV,2023,14887.958137654043,0,0,0,0,444.829450930373,241.295583691934,31901,32587.125034622306
Newfoundland and Labrador,Car,2023,7228.752971655483,0,0,0,0,133.711013737421,45.9469477546066,2038,2217.6579614920274
Newfoundland and Labrador,SUV,2023,10591.148852138094,0,0,0,0,207.99491025821,109.086946927066,22694,23011.081857185276
Northwest Territories,Car,2023,225.99282088158654,0,0,0,0,7.42838965207892,2.96431920997462,64,74.39270886205354
Northwest Territories,SUV,2023,848.3887298893444,0,0,0,0,9.17624604080337,7.70722994593402,1818,1834.8834759867375
Nova Scotia,Car,2023,16145.856727768769,0,0,0,0,521.735132034249,158.591077733642,4551,5231.326209767891
Nova Scotia,SUV,2023,15467.446912676205,0,0,0,0,510.811029604721,259.674362793777,33143,33913.4853923985
Nunavut,Car,2023,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2023,0,0,0,0,0,0,0.592863841994924,0,0.592863841994924
Ontario,Car,2023,221347.20780542758,53,43,96,0,17846.0506929738,4626.1165590864,62397,84869.1672520602
Ontario,SUV,2023,233728.96607582565,12,10,22,0,18737.4574512233,5079.36096629152,500824,524640.8184175148
Prince Edward Island,Car,2023,2598.244631911176,0,0,0,0,173.474746580902,33.4968070727132,732,938.9715536536153
Prince Edward Island,SUV,2023,2588.1218198407405,0,0,0,0,145.509044361311,58.6935203574975,5546,5750.202564718808
Quebec,Car,2023,163943.15011946022,75,67,142,0,29597.3261584655,11043.5712167605,46215,86855.89737522599
Quebec,SUV,2023,125213.93985511895,16,8,24,0,25474.1329374645,10470.2718815514,268303,304247.4048190159
Saskatchewan,Car,2023,12959.301967282825,0,0,0,0,297.135586083157,90.411735904226,3653,4040.547321987383
Saskatchewan,SUV,2023,26111.29072321931,0,0,0,0,347.823421356166,190.012861359373,55950,56487.836282715536
Yukon,Car,2023,536.6530098655685,0,0,0,0,34.957127774489,9.48582147191879,151,195.4429492464078
Yukon,SUV,2023,1140.2560981591237,0,0,0,0,29.2765945111346,26.3824409687741,2443,2498.6590354799087
Alberta,Car,2024,54666.31381705734,10,5,15,0,2199.61401753012,614.57603210835,14494,17308.19004963847
Alberta,SUV,2024,99132.40363136433,2,0,2,0,3821.78587336809,2038.28602952713,222782,228642.07190289523
British Columbia,Car,2024,69108.57215827025,91,28,119,0,23421.966235865,3931.2054347331,18324,45677.171670598094
British Columbia,SUV,2024,85638.96613559277,28,10,38,0,27874.9188093959,7932.09855704749,192458,228265.01736644338
Manitoba,Car,2024,15439.600979540666,0,0,0,0,570.098519742914,191.404644171251,4094,4855.503163914165
Manitoba,SUV,2024,24645.18615858769,0,0,0,0,903.654467226394,582.097155090824,55386,56871.75162231722
New Brunswick,Car,2024,13158.48273200468,0,0,0,0,362.930515280404,155.772478122896,3489,4007.7029934033
New Brunswick,SUV,2024,15087.323239715799,0,0,0,0,754.076075944694,579.574523866161,33906,35239.650599810855
Newfoundland and Labrador,Car,2024,7123.402834483876,0,0,0,0,139.142689564372,52.0292690086597,1889,2080.1719585730316
Newfoundland and Labrador,SUV,2024,10732.974969962157,0,0,0,0,335.874992309554,225.775494607275,24120,24681.650486916828
Northwest Territories,Car,2024,222.70072907750415,0,0,0,0,6.57062700720646,3.15328903082786,59,68.72391603803432
Northwest Territories,SUV,2024,859.7500575313499,0,0,0,0,13.5277614854251,12.9284850263942,1932,1958.4562465118192
Nova Scotia,Car,2024,15910.544022016842,0,0,0,0,606.816729489067,197.080564426741,4219,5022.897293915808
Nova Scotia,SUV,2024,15674.573631774618,0,0,0,0,853.021988523804,572.63728799834,35226,36651.65927652214
Nunavut,Car,2024,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2024,0,0,0,0,0,0,0.945986709248359,0,0.945986709248359
Ontario,Car,2024,218121.28795240057,86,64,150,0,20137.4257472037,5674.34361097474,57833,83644.76935817844
Ontario,SUV,2024,236858.85486785055,27,14,41,0,28006.33134954,9325.53697977032,532298,569629.8683293103
Prince Edward Island,Car,2024,2560.377048121219,0,0,0,0,176.247406781538,43.2000597223417,679,898.4474665038797
Prince Edward Island,SUV,2024,2622.780312117955,0,0,0,0,224.947348129068,135.591428325598,5894,6254.538776454666
Quebec,Car,2024,161553.84079131804,125,105,230,0,30379.1007140836,11730.5505235827,42835,84944.6512376663
Quebec,SUV,2024,126890.69334728019,32,18,50,0,46750.011156274,17770.6756621335,285164,349684.6868184075
Saskatchewan,Car,2024,12770.432846228152,0,0,0,0,314.617081403886,108.157813757396,3386,3808.774895161282
Saskatchewan,SUV,2024,26460.94985533344,0,0,0,0,507.097801967934,371.457447831522,59466,60344.55524979946
Yukon,Car,2024,528.82959924257,0,0,0,0,34.3991649200809,11.9824983171459,140,186.3816632372268
Yukon,SUV,2024,1155.523877144039,0,0,0,0,73.8229269633196,41.9387441100106,2597,2712.76167107333
Alberta,Car,2025,53819.526770536584,12,8,20,0,10091.745975937034,1752.5711196721327,41995.20967492741,53839.526770536584
Alberta,SUV,2025,100670.10941569852,4,2,6,0,18870.851640265006,3277.184113354093,78528.07366207942,100676.10941569852
British Columbia,Car,2025,68038.08019227076,147,45,192,0,12789.128703765298,2221.0088983049136,53219.942590200546,68230.08019227076
British Columbia,SUV,2025,86967.36853427353,50,17,67,0,16313.827240113053,2833.121497560083,67887.41979660038,87034.36853427353
Manitoba,Car,2025,15200.442289827684,0,0,0,0,2849.1892762099556,494.8010831695027,11856.451930448226,15200.442289827684
Manitoba,SUV,2025,25027.475107042486,0,0,0,0,4691.180185810595,814.6882541865018,19521.60666704539,25027.475107042486
New Brunswick,Car,2025,12954.657785342448,0,0,0,0,2428.236714116424,421.69685474003,10104.724216485993,12954.657785342448
New Brunswick,SUV,2025,15321.352085850533,0,0,0,0,2871.85275452516,498.7369093051636,11950.762422020209,15321.352085850533
Newfoundland and Labrador,Car,2025,7013.063751009911,0,0,0,0,1314.5371464701452,228.2875375711069,5470.239066968659,7013.063751009911
Newfoundland and Labrador,SUV,2025,10899.459264282308,0,0,0,0,2043.0078191252712,354.79653467306406,8501.654910483972,10899.459264282308
Northwest Territories,Car,2025,219.25133956501912,0,0,0,0,41.09673610624929,7.137016031154296,171.01758742761552,219.25133956501912
Northwest Territories,SUV,2025,873.0859013393663,0,0,0,0,163.65227668216917,28.420478920658912,681.0131457365381,873.0859013393663
Nova Scotia,Car,2025,15664.090557354752,0,0,0,0,2936.096067906108,509.8936482809523,12218.10084116769,15664.090557354752
Nova Scotia,SUV,2025,15917.713559913807,0,0,0,0,2983.6354700704132,518.1495222871254,12415.928567556268,15917.713559913807
Nunavut,Car,2025,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2025,0,0,0,0,0,0,0,0,0
Ontario,Car,2025,214742.58243494292,139,104,243,0,40297.15743359034,6998.158147399674,167690.2668539529,214985.58243494292
Ontario,SUV,2025,240532.93019801765,48,26,74,0,45099.65382788612,7832.177999171738,187675.09837095978,240606.93019801765
Prince Edward Island,Car,2025,2520.7186783107454,0,0,0,0,472.4865559597164,82.05381847529735,1966.1783038757317,2520.7186783107454
Prince Edward Island,SUV,2025,2663.4629891899367,0,0,0,0,499.2427221318773,86.70039640326821,2077.5198706547912,2663.4629891899367
Quebec,Car,2025,159051.3715783886,203,168,371,0,29882.32202908174,5189.478084544067,124350.57146476278,159422.3715783886
Quebec,SUV,2025,128858.97891755859,61,30,91,0,24170.539915491678,4197.548204619764,100581.89079744715,128949.97891755859
Saskatchewan,Car,2025,12572.619566048255,0,0,0,0,2356.62700850649,409.2608399771295,9806.731717564637,12572.619566048255
Saskatchewan,SUV,2025,26871.40286529319,0,0,0,0,5036.808233649019,874.7113400067963,20959.883291637372,26871.40286529319
Yukon,Car,2025,520.6355238211796,0,0,0,0,97.5885518987799,16.947600353421127,406.0993715689786,520.6355238211796
Yukon,SUV,2025,1173.4477657536381,0,0,0,0,219.9524676078158,38.19778493723784,915.2975132085844,1173.4477657536381
Alberta,Car,2026,53046.285635512286,25,16,41,8203.422069558683,18237.88179233113,3213.2690698049855,39839.55684293486,61290.70770507097
