State,Segment,Year,ret_ICE,ret_BEV,ret_PHEV,ret_EV,Growth_seg,add_BEV,add_PHEV,add_ICE,Demand_total
Yukon,Car,2020,559.9247036203255,0,0,0,0,7.08728619633092,2.35078839789761,262,271.4380745942285
Yukon,SUV,2020,1102.1659837016725,0,0,0,0,0,0.783596132632535,2175,2175.7835961326327
Alberta,Car,2021,57051.50626606291,0,0,0,0,984.578279968315,387.238373305527,25231,26602.816653273843
Alberta,SUV,2021,95598.5410708398,0,0,0,0,558.606888244421,378.126882168926,199130,200066.73377041335
British Columbia,Car,2021,72123.89699752,18,6,24,0,13368.88914784,2830.82640250261,31897,48096.71555034261
British Columbia,SUV,2021,82586.11007820982,6,0,6,0,5117.80791211957,2117.85222106361,172026,179261.66013318318
Manitoba,Car,2021,16113.25827463902,0,0,0,0,247.201809457097,119.873055265902,7126,7493.074864722999
Manitoba,SUV,2021,23766.635599033052,0,0,0,0,87.6547629179132,86.2744316996872,49506,49679.9291946176
New Brunswick,Car,2021,13732.611886977445,0,0,0,0,111.106256505601,80.0102815432742,6073,6264.116538048876
New Brunswick,SUV,2021,14549.492410826299,0,0,0,0,67.6633257611962,52.6758081334724,30306,30426.339133894668
Newfoundland and Labrador,Car,2021,7434.206844590831,0,0,0,0,41.9051278861954,31.3207507820647,3288,3361.22587866826
Newfoundland and Labrador,SUV,2021,10350.36669808032,0,0,0,0,17.3002821548513,19.6466527632951,21560,21596.946934918145
Northwest Territories,Car,2021,232.4141134670868,0,0,0,0,3.07560571641801,3.13207507820647,103,109.20768079462448
Northwest Territories,SUV,2021,829.1023468255122,0,0,0,0,1.15335214365675,1.70840458811262,1727,1729.8617567317694
Nova Scotia,Car,2021,16604.7495689782,0,0,0,0,163.007102970154,107.629489051095,7344,7614.636592021249
Nova Scotia,SUV,2021,15115.806068099733,0,0,0,0,78.8123964832115,62.0720333680918,31486,31626.884429851303
Nunavut,Car,2021,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2021,0,0,0,0,0,0,0.28473409801877,0,0.28473409801877
Ontario,Car,2021,227638.29226769583,19,17,36,0,9751.9768253324,4657.110907195,100674,115083.0877325274
Ontario,SUV,2021,228415.32132210548,5,2,7,0,4067.10410924826,2287.83847758081,475786,482140.9425868291
Prince Edward Island,Car,2021,2672.0877018437527,0,0,0,0,61.1276636138079,24.7718665276329,1182,1267.899530141441
Prince Edward Island,SUV,2021,2529.2851544570813,0,0,0,0,25.3737471604486,12.5283003128259,5268,5305.902047473274
Quebec,Car,2021,168602.70173186445,25,24,49,0,17434.45545423,9852.9387278415,74566,101853.3941820715
Quebec,SUV,2021,122367.30017119512,6,2,8,0,6311.14293008975,4055.46775808133,254889,265255.61068817106
Saskatchewan,Car,2021,13327.627063029839,0,0,0,0,141.477862955228,69.190385818561,5894,6104.668248773789
Saskatchewan,SUV,2021,25517.669962607775,0,0,0,0,66.5099736175394,52.3910740354536,53153,53271.901047652995
Yukon,Car,2021,551.9083617196102,0,0,0,0,16.1469300111945,6.83361835245047,244,266.98054836364497
Yukon,SUV,2021,1114.3336804528653,0,0,0,0,1.92225357276126,8.25728884254432,2321,2331.1795424153056
Alberta,Car,2022,56266.66549712232,0,0,0,0,1584.5190770759,330.783063565943,18337,20252.30214064184
Alberta,SUV,2022,96705.89433802228,0,0,0,0,1346.84121551452,495.84794979569,183736,185578.6891653102
British Columbia,Car,2022,71131.71127198167,31,12,43,0,19995.206465887,2463.3429987215,23182,45640.5494646085
British Columbia,SUV,2022,83542.73818227318,8,3,11,0,10637.197028943,2500.36282808701,158727,171864.55985703002
Manitoba,Car,2022,15891.592525552303,0,0,0,0,413.488264776268,105.83315924493,5179,5698.321424021198
Manitoba,SUV,2022,24041.93516460353,0,0,0,0,248.360012642796,126.302947247036,45678,46052.66295988983
New Brunswick,Car,2022,13543.69553044588,0,0,0,0,216.313559398564,77.959405369722,4414,4708.272964768286
New Brunswick,SUV,2022,14718.02335280714,0,0,0,0,198.955063891272,81.2258609019729,27964,28244.180924793243
Newfoundland and Labrador,Car,2022,7331.938533839285,0,0,0,0,86.7924775364609,30.4869183010086,2389,2506.2793958374696
Newfoundland and Labrador,SUV,2022,10470.259863535572,0,0,0,0,76.5554160834425,38.1086478762607,19893,20007.664063959703
Northwest Territories,Car,2022,229.21745682374163,0,0,0,0,5.78616516909739,2.39540072365068,75,83.18156589274807
Northwest Territories,SUV,2022,838.7064637041863,0,0,0,0,5.34107554070529,3.70198293655104,1593,1602.0430584772564
Nova Scotia,Car,2022,16376.325265213387,0,0,0,0,338.268117578001,104.96210443633,5337,5780.230222014331
Nova Scotia,SUV,2022,15290.898546434573,0,0,0,0,230.111337878719,100.389066691178,29052,29382.500404569895
Nunavut,Car,2022,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2022,0,0,0,0,0,0.445089628392107,0.435527404300123,0,0.88061703269223
Ontario,Car,2022,224506.74704820625,32,26,58,0,14743.1488508602,3529.73184815035,73167,91439.88069901055
Ontario,SUV,2022,231061.14540774218,8,7,15,0,9652.65877093963,2537.38265745252,439005,451195.04142839217
Prince Edward Island,Car,2022,2635.3305187332635,0,0,0,0,138.867964058337,21.5586065128561,859,1019.4265705711931
Prince Edward Island,SUV,2022,2558.5813716593384,0,0,0,0,81.4514019957556,18.5099146827552,4861,4960.961316678511
Quebec,Car,2022,166283.294042563,44,42,86,0,24576.0689212986,8115.61765172849,54192,86883.6865730271
Quebec,SUV,2022,123784.72736121099,9,4,13,0,13546.3028401138,5220.23146794127,235185,253951.53430805507
Saskatchewan,Car,2022,13144.28288929517,0,0,0,0,239.013130446562,60.5383091977171,4284,4583.5514396442795
