State,Segment,Propulsion,Year,BESS_retire_vector,BESS_retire_total
Alberta,SUV,PHEV,2045,0|0|0|1|2|4|8|18|37|71|129|215|325|372|371|325|278|192|140|69|32|24|9|3|1|0|0|0|0|0|0,2626
Alberta,SUV,PHEV,2046,0|0|0|1|2|4|9|19|38|75|135|228|349|424|450|410|325|251|158|107|50|22|16|6|2|1|0|0|0|0|0,3082
Alberta,SUV,PHEV,2047,0|0|0|1|2|4|9|19|40|78|142|239|369|455|513|497|410|294|208|122|78|35|15|11|4|1|1|0|0|0|0,3547
Alberta,SUV,PHEV,2048,0|0|0|1|2|4|9|20|42|82|149|251|387|481|550|566|497|371|243|159|88|54|23|10|7|2|1|0|0|0|0,3999
Alberta,SUV,PHEV,2049,0|0|0|1|2|4|9|21|43|85|155|261|405|504|581|608|566|450|307|186|115|61|36|15|6|5|2|0|0|0|0,4428
Alberta,SUV,PHEV,2050,0|0|0|1|2|4|9|21|45|87|160|271|421|528|610|642|608|513|372|236|135|80|41|24|10|4|3|1|0|0|0,4828
British Columbia,Car,BEV,2020,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0
British Columbia,Car,BEV,2021,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0
British Columbia,Car,BEV,2022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0
British Columbia,Car,BEV,2023,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0
British Columbia,Car,BEV,2024,0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2
British Columbia,Car,BEV,2025,0|0|0|0|0|0|0|1|1|1|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7
British Columbia,Car,BEV,2026,0|0|0|0|0|0|0|1|1|2|2|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15
British Columbia,Car,BEV,2027,0|0|0|0|0|0|1|1|3|3|4|4|8|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,31
British Columbia,Car,BEV,2028,0|0|0|0|0|1|1|2|3|6|8|8|9|11|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,57
British Columbia,Car,BEV,2029,0|0|0|0|0|0|1|3|4|7|14|18|17|12|13|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,98
British Columbia,Car,BEV,2030,0|0|0|0|0|0|1|3|6|10|15|30|36|22|15|14|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0,161
British Columbia,Car,BEV,2031,0|0|0|0|0|0|0|3|8|15|24|33|62|47|27|16|14|8|0|0|0|0|0|0|0|0|0|0|0|0|0,257
British Columbia,Car,BEV,2032,0|0|0|0|0|0|1|1|8|18|35|52|69|81|57|30|16|13|7|0|0|0|0|0|0|0|0|0|0|0|0,388
British Columbia,Car,BEV,2033,0|0|0|0|0|0|1|1|2|18|42|77|106|90|99|63|30|15|11|5|0|0|0|0|0|0|0|0|0|0|0,560
British Columbia,Car,BEV,2034,0|0|0|0|0|1|1|2|3|5|42|91|159|138|108|109|63|27|12|8|4|0|0|0|0|0|0|0|0|0|0,773
British Columbia,Car,BEV,2035,0|0|0|0|0|1|1|2|4|7|12|91|188|207|167|120|109|57|22|9|6|3|0|0|0|0|0|0|0|0|0,1006
British Columbia,Car,BEV,2036,0|0|0|0|0|1|1|3|6|10|16|26|187|245|250|185|120|99|47|17|7|4|2|0|0|0|0|0|0|0|0,1226
British Columbia,Car,BEV,2037,0|0|0|0|0|1|2|4|7|13|22|34|53|244|296|276|185|108|81|36|12|5|3|1|0|0|0|0|0|0|0,1383
British Columbia,Car,BEV,2038,0|0|0|0|0|1|2|4|8|16|30|46|69|70|295|327|276|167|90|62|26|9|3|2|1|0|0|0|0|0|0,1504
British Columbia,Car,BEV,2039,0|0|0|0|0|1|2|5|10|19|37|65|94|90|84|326|327|250|138|69|45|18|6|2|1|0|0|0|0|0|0,1589
British Columbia,Car,BEV,2040,0|0|0|0|0|1|2|6|11|22|43|78|131|123|109|93|326|296|207|106|50|31|12|4|1|1|0|0|0|0|0,1653
British Columbia,Car,BEV,2041,0|0|0|0|0|1|2|6|13|25|49|91|157|170|148|121|93|295|245|159|77|35|21|8|2|1|0|0|0|0|0,1719
British Columbia,Car,BEV,2042,0|0|0|0|0|1|2|5|13|29|56|104|181|204|206|164|121|84|244|188|115|53|23|14|5|2|1|0|0|0|0,1815
British Columbia,Car,BEV,2043,0|0|0|0|0|1|2|5|12|29|63|117|207|236|247|227|164|109|70|187|136|80|36|15|9|3|1|0|0|0|0,1956
British Columbia,Car,BEV,2044,0|0|0|0|0|1|2|5|12|29|65|133|232|270|286|273|227|148|90|53|135|94|54|24|10|6|2|1|0|0|0,2152
British Columbia,Car,BEV,2045,0|0|0|0|0|1|2|6|13|28|64|138|265|302|326|315|273|206|123|69|39|94|63|35|15|6|4|1|0|0|0,2388
British Columbia,Car,BEV,2046,0|0|0|0|0|1|3|6|14|30|63|138|276|345|365|360|315|247|170|94|50|27|63|42|23|10|4|2|1|0|0,2649
British Columbia,Car,BEV,2047,0|0|0|0|0|1|3|6|14|32|68|137|280|360|417|403|360|286|204|131|68|35|18|42|27|15|6|3|2|1|0,2919
British Columbia,Car,BEV,2048,0|0|0|0|0|1|3|6|15|33|71|146|281|365|435|461|403|326|236|157|95|47|23|12|27|18|10|4|2|1|1,3179
British Columbia,Car,BEV,2049,0|0|0|0|1|1|3|7|15|34|74|153|297|366|441|480|461|365|270|181|113|66|32|15|8|18|11|6|3|1|1,3423
British Columbia,Car,BEV,2050,0|0|0|0|1|1|3|7|16|35|75|158|309|388|443|487|480|417|302|207|131|79|44|21|10|5|11|7|4|2|2,3645
British Columbia,Car,PHEV,2020,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0
British Columbia,Car,PHEV,2021,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0
British Columbia,Car,PHEV,2022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0
British Columbia,Car,PHEV,2023,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0
British Columbia,Car,PHEV,2024,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0
British Columbia,Car,PHEV,2025,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1
British Columbia,Car,PHEV,2026,0|0|0|0|0|0|0|0|1|1|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6
British Columbia,Car,PHEV,2027,0|0|0|0|0|0|0|0|1|2|2|2|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,12
British Columbia,Car,PHEV,2028,0|0|0|0|0|0|0|0|0|1|4|4|5|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,20
British Columbia,Car,PHEV,2029,0|0|0|0|0|0|0|0|1|1|3|8|9|7|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36
British Columbia,Car,PHEV,2030,0|0|0|0|0|0|0|0|1|2|2|8|17|11|8|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0,57
British Columbia,Car,PHEV,2031,0|0|0|0|0|0|0|1|1|2|5|5|16|23|14|9|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0,83
British Columbia,Car,PHEV,2032,0|0|0|0|0|0|0|0|1|3|4|11|10|20|27|15|9|3|3|0|0|0|0|0|0|0|0|0|0|0|0,106
British Columbia,Car,PHEV,2033,0|0|0|0|0|0|0|0|0|3|6|10|23|14|25|30|15|8|3|2|0|0|0|0|0|0|0|0|0|0|0,139
British Columbia,Car,PHEV,2034,0|0|0|0|0|0|0|0|1|1|7|13|20|30|16|27|30|14|7|2|1|0|0|0|0|0|0|0|0|0|0,169
